
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 30.0
Rrup Max (km):, 55.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
11.0,0.01444145,0.03823686,0.00545431,0.01673424,0.01504379,0.00495489,0.00893353,0.00482775,0.0198722,0.02196514,0.01803378,0.01445343,0.00586721,0.00706898,0.01058933,0.01440328,0.02046844,0.00462543,0.00607617,0.02336461,0.00769329,0.01532341,0.02449509,0.00894152,0.00442134,0.01249244,0.00092405,0.00168159,0.0080787,0.00750488,0.0107894,0.00980581,0.00697381,0.00689514,0.00631532,0.00613582,0.00979958,0.00510052,0.00456867,0.00958144,0.0107632,0.01149349,0.00417212,0.00650506,0.00665359,0.005136,0.00817658,0.00591231,0.00718762,0.0050381,0.00445514,0.00416184,0.00382952,0.00631448,0.00879849,0.01211873,0.01018812,0.00798608,0.00667683,0.00257249,0.00580695,0.0094445,0.00900093,0.00494331,0.00467522,0.01326518,0.00482324,0.0055772,0.00452124,0.0048999,0.02348359,0.05002993,0.04872357,0.02208688,0.06030865,0.05251529,0.0486694,0.04185959,0.04562255,0.04414325,0.04801573,0.05116137,0.02547736,0.03013328,0.03041778,0.0359517,0.00788288,0.00801502,0.00576698,0.00651335,0.00447148,0.00572988,0.01284986
12.0,0.01149713,0.02990101,0.00442072,0.01242668,0.01079251,0.00420876,0.0070827,0.00376275,0.01437256,0.01457195,0.01218528,0.00975813,0.00495844,0.00539418,0.00876846,0.01110089,0.01414925,0.00371857,0.00461349,0.01772002,0.00686381,0.01163835,0.01797532,0.00772087,0.0041425,0.00947643,0.00075153,0.0012563,0.0065358,0.00600939,0.00998672,0.01039628,0.00703196,0.00718526,0.00596256,0.00542798,0.00862659,0.0041403,0.0038805,0.00870689,0.00951304,0.01100081,0.00375301,0.00589598,0.00550969,0.00354162,0.00654308,0.00490582,0.00614526,0.00440713,0.0038645,0.00384231,0.00292127,0.00504856,0.00801031,0.00943767,0.0097127,0.00771475,0.00614737,0.00220592,0.00467422,0.00924344,0.00821291,0.00524917,0.0046724,0.00990379,0.0043649,0.00460126,0.00376784,0.0040109,0.01919852,0.03989233,0.04162688,0.01834966,0.04877054,0.03977079,0.03804004,0.03348218,0.04017044,0.03649192,0.03666259,0.0401788,0.01813869,0.01957904,0.01989903,0.02470376,0.0058215,0.00610435,0.00450343,0.00486442,0.00335294,0.00411082,0.0089078
13.0,0.00947583,0.02414186,0.00371932,0.00884078,0.00802783,0.00446648,0.00560071,0.0035079,0.00995238,0.00984946,0.00817175,0.00731639,0.004083,0.0048214,0.00758461,0.00830779,0.01054419,0.00338059,0.00485592,0.01283595,0.00609164,0.0094148,0.01360301,0.00652122,0.00406442,0.00795927,0.00063049,0.00095076,0.00489823,0.00438208,0.00910137,0.00957044,0.00700018,0.00724668,0.00584105,0.00507924,0.00802002,0.00360753,0.00350089,0.00825807,0.00877937,0.00951284,0.00309965,0.005305,0.0049246,0.00241352,0.00517255,0.00354229,0.00513308,0.00387139,0.00353146,0.00349038,0.00248218,0.00416989,0.00728629,0.00911115,0.00901619,0.00729393,0.00589728,0.00235293,0.00404443,0.0083036,0.00756948,0.00534761,0.00496817,0.00824785,0.00412717,0.00383051,0.00329475,0.00397799,0.01503908,0.03432953,0.03590735,0.01468266,0.03708609,0.03328266,0.03164972,0.02606031,0.03404501,0.0288796,0.03016832,0.0345342,0.01271679,0.01440289,0.0149136,0.01652521,0.00442887,0.00491127,0.00367086,0.00386818,0.00299299,0.00344703,0.00729651
14.0,0.00800477,0.01947707,0.00328984,0.00663703,0.00590244,0.00430457,0.00495516,0.0033756,0.00785733,0.00810334,0.00666073,0.00638422,0.00336302,0.0040992,0.0065931,0.00702535,0.00799989,0.00288376,0.00387798,0.00996042,0.00545353,0.00675111,0.01031265,0.00527545,0.00381962,0.00696114,0.00053868,0.00075783,0.00385595,0.00319649,0.00884425,0.00877549,0.00681061,0.00686516,0.00575909,0.00462533,0.00760432,0.00310263,0.00389842,0.00753197,0.00814276,0.00916126,0.00238745,0.00486196,0.004671,0.00227094,0.00402959,0.00249933,0.00443458,0.00315287,0.00314001,0.00326283,0.00247188,0.00346008,0.00681267,0.00872977,0.00830556,0.00733276,0.00564101,0.00219747,0.00350458,0.00749576,0.00698475,0.00550075,0.00509151,0.00755545,0.00380076,0.00304958,0.00289161,0.00372379,0.01148141,0.02878545,0.03021657,0.01157148,0.02664253,0.02788924,0.02576581,0.02059532,0.02798527,0.02259203,0.02549374,0.02920609,0.01034487,0.01197334,0.01252238,0.01347957,0.00377397,0.00427321,0.00355415,0.00330365,0.00266311,0.00310912,0.00591998
15.0,0.00692001,0.01598055,0.00299655,0.00588843,0.00532687,0.00359513,0.00469616,0.00274237,0.00630545,0.00721008,0.00611253,0.00546701,0.00321442,0.00371208,0.00603888,0.00641337,0.00729177,0.00269418,0.00346368,0.00802501,0.00479125,0.00557458,0.00839741,0.00435841,0.00321633,0.0063555,0.00046671,0.00065712,0.00306429,0.00242742,0.00842785,0.00828127,0.00666899,0.0066347,0.00585504,0.00427608,0.00693776,0.00270716,0.00413359,0.0066126,0.00736856,0.00859125,0.00196348,0.0045501,0.00436005,0.00208249,0.00354835,0.00212796,0.00395442,0.00269736,0.00272778,0.00290511,0.00208216,0.00280305,0.00649035,0.00832087,0.00805378,0.00681379,0.00510008,0.00192616,0.00301703,0.00716415,0.00649955,0.00546875,0.00485637,0.0068401,0.00310625,0.00255004,0.00239935,0.0031472,0.00855844,0.02360797,0.02489508,0.00913219,0.02213777,0.02279993,0.0206243,0.01734612,0.02256183,0.0181116,0.0214265,0.02410293,0.00972416,0.01034279,0.01090927,0.01183345,0.00336226,0.00357871,0.00306664,0.00291735,0.0024963,0.0029281,0.00477969
20.0,0.00368415,0.00687814,0.00197335,0.00412473,0.00396847,0.00164344,0.00257745,0.00165423,0.00378247,0.00406119,0.0035085,0.00353749,0.00190086,0.00191258,0.00290968,0.00375774,0.00424993,0.00150693,0.00174309,0.00500573,0.00222641,0.00317149,0.00434273,0.00283887,0.00112422,0.00304415,0.00025577,0.0002769,0.00235554,0.00147346,0.00545869,0.00523977,0.00495945,0.00339004,0.00467916,0.00320074,0.00419574,0.00188943,0.00270801,0.00454049,0.00501665,0.00552351,0.00103358,0.00314828,0.00312661,0.00189863,0.00241973,0.00185542,0.00294358,0.00200038,0.00181864,0.00172711,0.00090887,0.00205698,0.00421505,0.00524292,0.00514236,0.00489288,0.00416958,0.0009468,0.00218323,0.00442545,0.0042499,0.00467056,0.00377636,0.00408608,0.00098696,0.00135736,0.00121533,0.00131576,0.00347374,0.00926525,0.0093698,0.00439897,0.01006861,0.00842273,0.0082223,0.00851883,0.00903337,0.00939724,0.00834011,0.00881407,0.0049685,0.00489535,0.00466677,0.00502198,0.00194588,0.00201121,0.00157332,0.0017585,0.00157304,0.0018111,0.00245302

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
Period (sec),RSN-1181 Horizontal-1 pSa (g),RSN-1181 Horizontal-2 pSa (g),RSN-1181 Vertical pSa (g),RSN-1183 Horizontal-1 pSa (g),RSN-1183 Horizontal-2 pSa (g),RSN-1183 Vertical pSa (g),RSN-1186 Horizontal-1 pSa (g),RSN-1186 Horizontal-2 pSa (g),RSN-1186 Vertical pSa (g),RSN-1187 Horizontal-1 pSa (g),RSN-1187 Horizontal-2 pSa (g),RSN-1187 Vertical pSa (g),RSN-1190 Horizontal-1 pSa (g),RSN-1190 Horizontal-2 pSa (g),RSN-1190 Vertical pSa (g),RSN-1196 Horizontal-1 pSa (g),RSN-1196 Horizontal-2 pSa (g),RSN-1196 Vertical pSa (g),RSN-1199 Horizontal-1 pSa (g),RSN-1199 Horizontal-2 pSa (g),RSN-1199 Vertical pSa (g),RSN-1200 Horizontal-1 pSa (g),RSN-1200 Horizontal-2 pSa (g),RSN-1200 Vertical pSa (g),RSN-1204 Horizontal-1 pSa (g),RSN-1204 Horizontal-2 pSa (g),RSN-1204 Vertical pSa (g),RSN-1210 Horizontal-1 pSa (g),RSN-1210 Horizontal-2 pSa (g),RSN-1210 Vertical pSa (g),RSN-1211 Horizontal-1 pSa (g),RSN-1211 Horizontal-2 pSa (g),RSN-1211 Vertical pSa (g),RSN-1212 Horizontal-1 pSa (g),RSN-1212 Horizontal-2 pSa (g),RSN-1212 Vertical pSa (g),RSN-1213 Horizontal-1 pSa (g),RSN-1213 Horizontal-2 pSa (g),RSN-1213 Vertical pSa (g),RSN-1228 Horizontal-1 pSa (g),RSN-1228 Horizontal-2 pSa (g),RSN-1228 Vertical pSa (g),RSN-1230 Horizontal-1 pSa (g),RSN-1230 Horizontal-2 pSa (g),RSN-1230 Vertical pSa (g),RSN-1232 Horizontal-1 pSa (g),RSN-1232 Horizontal-2 pSa (g),RSN-1232 Vertical pSa (g),RSN-1233 Horizontal-1 pSa (g),RSN-1233 Horizontal-2 pSa (g),RSN-1233 Vertical pSa (g),RSN-1236 Horizontal-1 pSa (g),RSN-1236 Horizontal-2 pSa (g),RSN-1236 Vertical pSa (g),RSN-1239 Horizontal-1 pSa (g),RSN-1239 Horizontal-2 pSa (g),RSN-1239 Vertical pSa (g),RSN-1240 Horizontal-1 pSa (g),RSN-1240 Horizontal-2 pSa (g),RSN-1240 Vertical pSa (g),RSN-1243 Horizontal-1 pSa (g),RSN-1243 Horizontal-2 pSa (g),RSN-1243 Vertical pSa (g),RSN-1245 Horizontal-1 pSa (g),RSN-1245 Horizontal-2 pSa (g),RSN-1245 Vertical pSa (g),RSN-1247 Horizontal-1 pSa (g),RSN-1247 Horizontal-2 pSa (g),RSN-1247 Vertical pSa (g),RSN-1248 Horizontal-1 pSa (g),RSN-1248 Horizontal-2 pSa (g),RSN-1248 Vertical pSa (g),RSN-1249 Horizontal-1 pSa (g),RSN-1249 Horizontal-2 pSa (g),RSN-1249 Vertical pSa (g),RSN-1258 Horizontal-1 pSa (g),RSN-1258 Horizontal-2 pSa (g),RSN-1258 Vertical pSa (g),RSN-1259 Horizontal-1 pSa (g),RSN-1259 Horizontal-2 pSa (g),RSN-1259 Vertical pSa (g),RSN-1262 Horizontal-1 pSa (g),RSN-1262 Horizontal-2 pSa (g),RSN-1262 Vertical pSa (g),RSN-1264 Horizontal-1 pSa (g),RSN-1264 Horizontal-2 pSa (g),RSN-1264 Vertical pSa (g),RSN-1266 Horizontal-1 pSa (g),RSN-1266 Horizontal-2 pSa (g),RSN-1266 Vertical pSa (g),RSN-1267 Horizontal-1 pSa (g),RSN-1267 Horizontal-2 pSa (g),RSN-1267 Vertical pSa (g),RSN-1268 Horizontal-1 pSa (g),RSN-1268 Horizontal-2 pSa (g),RSN-1268 Vertical pSa (g),RSN-1270 Horizontal-1 pSa (g),RSN-1270 Horizontal-2 pSa (g),RSN-1270 Vertical pSa (g),RSN-1272 Horizontal-1 pSa (g),RSN-1272 Horizontal-2 pSa (g),RSN-1272 Vertical pSa (g),RSN-1273 Horizontal-1 pSa (g),RSN-1273 Horizontal-2 pSa (g),RSN-1273 Vertical pSa (g),RSN-1274 Horizontal-1 pSa (g),RSN-1274 Horizontal-2 pSa (g),RSN-1274 Vertical pSa (g),RSN-1275 Horizontal-1 pSa (g),RSN-1275 Horizontal-2 pSa (g),RSN-1275 Vertical pSa (g),RSN-1276 Horizontal-1 pSa (g),RSN-1276 Horizontal-2 pSa (g),RSN-1276 Vertical pSa (g),RSN-1277 Horizontal-1 pSa (g),RSN-1277 Horizontal-2 pSa (g),RSN-1277 Vertical pSa (g),RSN-1278 Horizontal-1 pSa (g),RSN-1278 Horizontal-2 pSa (g),RSN-1278 Vertical pSa (g),RSN-1279 Horizontal-1 pSa (g),RSN-1279 Horizontal-2 pSa (g),RSN-1279 Vertical pSa (g),RSN-1280 Horizontal-1 pSa (g),RSN-1280 Horizontal-2 pSa (g),RSN-1280 Vertical pSa (g),RSN-1281 Horizontal-1 pSa (g),RSN-1281 Horizontal-2 pSa (g),RSN-1281 Vertical pSa (g),RSN-1282 Horizontal-1 pSa (g),RSN-1282 Horizontal-2 pSa (g),RSN-1282 Vertical pSa (g),RSN-1283 Horizontal-1 pSa (g),RSN-1283 Horizontal-2 pSa (g),RSN-1283 Vertical pSa (g),RSN-1284 Horizontal-1 pSa (g),RSN-1284 Horizontal-2 pSa (g),RSN-1284 Vertical pSa (g),RSN-1285 Horizontal-1 pSa (g),RSN-1285 Horizontal-2 pSa (g),RSN-1285 Vertical pSa (g),RSN-1286 Horizontal-1 pSa (g),RSN-1286 Horizontal-2 pSa (g),RSN-1286 Vertical pSa (g),RSN-1287 Horizontal-1 pSa (g),RSN-1287 Horizontal-2 pSa (g),RSN-1287 Vertical pSa (g),RSN-1288 Horizontal-1 pSa (g),RSN-1288 Horizontal-2 pSa (g),RSN-1288 Vertical pSa (g),RSN-1289 Horizontal-1 pSa (g),RSN-1289 Horizontal-2 pSa (g),RSN-1289 Vertical pSa (g),RSN-1293 Horizontal-1 pSa (g),RSN-1293 Horizontal-2 pSa (g),RSN-1293 Vertical pSa (g),RSN-1294 Horizontal-1 pSa (g),RSN-1294 Horizontal-2 pSa (g),RSN-1294 Vertical pSa (g),RSN-1295 Horizontal-1 pSa (g),RSN-1295 Horizontal-2 pSa (g),RSN-1295 Vertical pSa (g),RSN-1296 Horizontal-1 pSa (g),RSN-1296 Horizontal-2 pSa (g),RSN-1296 Vertical pSa (g),RSN-1297 Horizontal-1 pSa (g),RSN-1297 Horizontal-2 pSa (g),RSN-1297 Vertical pSa (g),RSN-1299 Horizontal-1 pSa (g),RSN-1299 Horizontal-2 pSa (g),RSN-1299 Vertical pSa (g),RSN-1300 Horizontal-1 pSa (g),RSN-1300 Horizontal-2 pSa (g),RSN-1300 Vertical pSa (g),RSN-1301 Horizontal-1 pSa (g),RSN-1301 Horizontal-2 pSa (g),RSN-1301 Vertical pSa (g),RSN-1302 Horizontal-1 pSa (g),RSN-1302 Horizontal-2 pSa (g),RSN-1302 Vertical pSa (g),RSN-1303 Horizontal-1 pSa (g),RSN-1303 Horizontal-2 pSa (g),RSN-1303 Vertical pSa (g),RSN-1304 Horizontal-1 pSa (g),RSN-1304 Horizontal-2 pSa (g),RSN-1304 Vertical pSa (g),RSN-1350 Horizontal-1 pSa (g),RSN-1350 Horizontal-2 pSa (g),RSN-1350 Vertical pSa (g),RSN-1351 Horizontal-1 pSa (g),RSN-1351 Horizontal-2 pSa (g),RSN-1351 Vertical pSa (g),RSN-1375 Horizontal-1 pSa (g),RSN-1375 Horizontal-2 pSa (g),RSN-1375 Vertical pSa (g),RSN-1377 Horizontal-1 pSa (g),RSN-1377 Horizontal-2 pSa (g),RSN-1377 Vertical pSa (g),RSN-1380 Horizontal-1 pSa (g),RSN-1380 Horizontal-2 pSa (g),RSN-1380 Vertical pSa (g),RSN-1402 Horizontal-1 pSa (g),RSN-1402 Horizontal-2 pSa (g),RSN-1402 Vertical pSa (g),RSN-1471 Horizontal-1 pSa (g),RSN-1471 Horizontal-2 pSa (g),RSN-1471 Vertical pSa (g),RSN-1472 Horizontal-1 pSa (g),RSN-1472 Horizontal-2 pSa (g),RSN-1472 Vertical pSa (g),RSN-1474 Horizontal-1 pSa (g),RSN-1474 Horizontal-2 pSa (g),RSN-1474 Vertical pSa (g),RSN-1477 Horizontal-1 pSa (g),RSN-1477 Horizontal-2 pSa (g),RSN-1477 Vertical pSa (g),RSN-1478 Horizontal-1 pSa (g),RSN-1478 Horizontal-2 pSa (g),RSN-1478 Vertical pSa (g),RSN-1479 Horizontal-1 pSa (g),RSN-1479 Horizontal-2 pSa (g),RSN-1479 Vertical pSa (g),RSN-1487 Horizontal-1 pSa (g),RSN-1487 Horizontal-2 pSa (g),RSN-1487 Vertical pSa (g),RSN-1523 Horizontal-1 pSa (g),RSN-1523 Horizontal-2 pSa (g),RSN-1523 Vertical pSa (g),RSN-1524 Horizontal-1 pSa (g),RSN-1524 Horizontal-2 pSa (g),RSN-1524 Vertical pSa (g),RSN-1525 Horizontal-1 pSa (g),RSN-1525 Horizontal-2 pSa (g),RSN-1525 Vertical pSa (g),RSN-1526 Horizontal-1 pSa (g),RSN-1526 Horizontal-2 pSa (g),RSN-1526 Vertical pSa (g),RSN-1539 Horizontal-1 pSa (g),RSN-1539 Horizontal-2 pSa (g),RSN-1539 Vertical pSa (g),RSN-1544 Horizontal-1 pSa (g),RSN-1544 Horizontal-2 pSa (g),RSN-1544 Vertical pSa (g),RSN-1552 Horizontal-1 pSa (g),RSN-1552 Horizontal-2 pSa (g),RSN-1552 Vertical pSa (g),RSN-1554 Horizontal-1 pSa (g),RSN-1554 Horizontal-2 pSa (g),RSN-1554 Vertical pSa (g),RSN-1573 Horizontal-1 pSa (g),RSN-1573 Horizontal-2 pSa (g),RSN-1573 Vertical pSa (g),RSN-1574 Horizontal-1 pSa (g),RSN-1574 Horizontal-2 pSa (g),RSN-1574 Vertical pSa (g),RSN-1575 Horizontal-1 pSa (g),RSN-1575 Horizontal-2 pSa (g),RSN-1575 Vertical pSa (g),RSN-1585 Horizontal-1 pSa (g),RSN-1585 Horizontal-2 pSa (g),RSN-1585 Vertical pSa (g),RSN-1586 Horizontal-1 pSa (g),RSN-1586 Horizontal-2 pSa (g),RSN-1586 Vertical pSa (g),RSN-1594 Horizontal-1 pSa (g),RSN-1594 Horizontal-2 pSa (g),RSN-1594 Vertical pSa (g),RSN-1598 Horizontal-1 pSa (g),RSN-1598 Horizontal-2 pSa (g),RSN-1598 Vertical pSa (g)
0.01,0.09553772,0.09660627,0.0406,0.1197529,0.128744,0.0751,0.2600513,0.2285307,0.0998,0.1524506,0.1436109,0.0338,0.06577844,0.05152817,0.0232,0.05511281,0.05250778,0.0469,0.08790171,0.07408012,0.0639,0.06908885,0.06005168,0.0347,0.1160849,0.09884487,0.0393,0.1069293,0.06741805,0.028,0.1539292,0.08555207,0.0406,0.09493808,0.09574277,0.0343,0.09885374,0.08999979,0.0408,0.07013964,0.07246506,0.0317,0.04307541,0.05062572,0.0288,0.05429802,0.04454881,0.0261,0.06247561,0.06521519,0.0813,0.1515628,0.2117924,0.0429,0.06593185,0.05398859,0.0366,0.05296854,0.06514955,0.0422,0.06150351,0.06775942,0.0291,0.041649,0.04962755,0.0237,0.09370217,0.1029129,0.0412,0.04617408,0.03959659,0.0282,0.02162048,0.02891718,0.0191,0.135061,0.1462065,0.0512,0.08678561,0.09292992,0.063,0.08846428,0.09877049,0.0374,0.1425014,0.113458,0.0628,0.1061695,0.07190722,0.052,0.1021658,0.08416046,0.0508,0.08243153,0.08471651,0.0503,0.05790922,0.06817744,0.0538,0.03862305,0.03806784,0.0284,0.02228465,0.02602204,0.0255,0.06421999,0.06789364,0.034,0.07131236,0.05602121,0.0387,0.1228742,0.09445551,0.038,0.1031836,0.08695079,0.0505,0.08523016,0.07858875,0.0308,0.07115261,0.08194513,0.0488,0.09257051,0.1005396,0.0711,0.1542682,0.1106247,0.0906,0.1651149,0.1674702,0.0527,0.1366163,0.1418697,0.0677,0.078893,0.0737282,0.0528,0.07356038,0.06045668,0.0314,0.1105461,0.1263417,0.0801,0.03651289,0.05822786,0.0405,0.08285286,0.07593778,0.0401,0.08078454,0.08534092,0.0426,0.08564865,0.07549751,0.0492,0.1696024,0.1248844,0.0537,0.08610777,0.09953288,0.0381,0.09348726,0.09205931,0.0545,0.1526522,0.1685413,0.0513,0.05055016,0.0157329,,0.08654894,0.08870977,0.0618,0.1047078,0.1086478,0.0605,0.07968917,0.1246025,0.0527,0.09428068,0.1160627,0.0585,0.1382136,0.12094,0.0544,0.1991258,0.1722221,0.0964,0.02233062,0.04344447,0.041,0.03324068,0.04281715,0.0206,0.04264075,0.03797153,0.0236,0.08583207,0.07996234,0.0284,0.3124165,0.4009328,0.0891,0.1307589,0.1247521,0.0669,0.08382893,0.1257486,0.0497,0.07342996,0.06148459,0.037,0.114916,0.1246437,0.0666,0.157671,0.1855951,0.0744,0.2534084,0.1054395,0.0721,0.2982867,0.4084978,0.27,0.07225512,0.09020681,0.0399,0.3740605,0.7047704,0.257,0.05517165,0.1075383,0.0374,0.1057487,0.09976411,0.0495,0.07101676,0.07348627,0.0821,0.06458465,0.0536865,0.0618,0.05449292,0.0721442,0.0695,0.06149889,0.07098655,0.0533,0.03513524,0.03034125,0.0228,0.05677522,0.07523474,0.0486,0.04460003,0.06694558,0.0274,0.03176974,0.03135424,0.0215,0.06577615,0.08070918,0.0394,0.02896469,0.03338932,0.0211,0.05408741,0.04955843,0.0519
0.02,0.09642959,0.09700902,0.044,0.1201307,0.1291131,0.0794,0.2604178,0.2291579,0.1,0.1526889,0.1438807,0.0343,0.06604849,0.05197494,0.0232,0.05536589,0.05368276,0.0498,0.08843462,0.07459102,0.0677,0.0697622,0.06052129,0.0361,0.1168132,0.09883514,0.0413,0.1071986,0.06922672,0.0282,0.1543353,0.0857195,0.041,0.0952126,0.09608587,0.0348,0.09938651,0.09028944,0.0425,0.07046218,0.07288886,0.0324,0.04328105,0.05082401,0.0289,0.05433384,0.0446898,0.0261,0.06284233,0.06690198,0.0856,0.1522984,0.2126745,0.0446,0.06721412,0.05499791,0.0385,0.053214,0.06541983,0.0466,0.06185717,0.06811085,0.0295,0.04221493,0.05024169,0.0238,0.09381063,0.1030577,0.0427,0.04624127,0.03965563,0.0283,0.02170723,0.0291219,0.0192,0.1353722,0.1468796,0.0516,0.08696394,0.09318331,0.0644,0.08859839,0.09888912,0.0382,0.1423501,0.1137675,0.0632,0.1067733,0.07213905,0.0535,0.1033444,0.084284,0.0517,0.08300848,0.08519078,0.0513,0.05824832,0.06865947,0.0559,0.03890754,0.03833704,0.0293,0.02237436,0.02610123,0.0259,0.06481446,0.06795829,0.0348,0.07226501,0.05629917,0.0395,0.1234276,0.09484687,0.0388,0.1033532,0.08705296,0.0521,0.08532199,0.07868103,0.0314,0.07146821,0.082228,0.0507,0.09289791,0.1010357,0.0716,0.1584309,0.1139807,0.099,0.1652837,0.1681086,0.0537,0.1376795,0.1431636,0.0681,0.07900992,0.07453737,0.0556,0.07371358,0.0605739,0.0317,0.1107174,0.1265794,0.0803,0.0366702,0.05832753,0.0408,0.08289524,0.07614817,0.0401,0.08086592,0.08545873,0.0428,0.08606318,0.0757887,0.0499,0.1700328,0.125956,0.0539,0.08640075,0.09961686,0.0385,0.0948371,0.09280407,0.0571,0.1532138,0.1693114,0.0519,0.05086522,0.01578308,,0.08662796,0.08872378,0.0618,0.1063809,0.1095358,0.0622,0.08185891,0.1268758,0.053,0.09635787,0.116254,0.0604,0.1386777,0.1212433,0.0573,0.2004695,0.1737035,0.1,0.02242041,0.04357766,0.0412,0.03335659,0.0429206,0.0207,0.04294216,0.03825295,0.0238,0.08613483,0.08009285,0.0286,0.3192613,0.4076453,0.0905,0.1321609,0.1258687,0.0676,0.08408523,0.1257355,0.0503,0.07415854,0.06257974,0.0375,0.1151886,0.1254029,0.0676,0.1579476,0.1863086,0.076,0.2548409,0.1058878,0.0748,0.3053569,0.418575,0.289,0.07252565,0.09050759,0.0409,0.3753426,0.7275077,0.268,0.05535126,0.1078769,0.0376,0.1085455,0.1008299,0.0509,0.07186445,0.07512328,0.0861,0.06810753,0.05412711,0.0636,0.05503327,0.07223768,0.0724,0.06192392,0.07137174,0.0536,0.03522474,0.03038425,0.0228,0.05683985,0.07536762,0.0486,0.044706,0.06697632,0.0274,0.03201207,0.03150462,0.0218,0.0662493,0.08100606,0.0398,0.02921813,0.03352301,0.0214,0.05478866,0.05044005,0.0531
0.022,0.09662087,0.09702063,0.0459,0.1199237,0.1291191,0.0814,0.2614845,0.2293591,0.1,0.1527566,0.1439536,0.0346,0.06630551,0.05226974,0.0232,0.05542333,0.0539371,0.0497,0.08854619,0.07441594,0.0674,0.07010759,0.06072824,0.0366,0.1170152,0.09892139,0.0425,0.1078723,0.07046949,0.0296,0.154535,0.08629804,0.041,0.09540145,0.09578967,0.0346,0.09931412,0.09029379,0.0429,0.07049073,0.07327265,0.0327,0.04335535,0.05088436,0.029,0.05434591,0.04473574,0.0261,0.06306179,0.06685146,0.085,0.1527206,0.2132757,0.0454,0.06843296,0.05505404,0.0376,0.05331431,0.06574993,0.0473,0.06183146,0.06835416,0.0294,0.04240611,0.05043556,0.0239,0.09398645,0.1034491,0.0432,0.04627052,0.03965539,0.0284,0.02173612,0.02909202,0.0192,0.1355241,0.1470073,0.0523,0.08728651,0.0933393,0.0646,0.08870978,0.09882792,0.0381,0.143558,0.1133722,0.0643,0.1069786,0.0723341,0.0545,0.1031632,0.08482184,0.0527,0.08289102,0.08532003,0.0506,0.05888915,0.06918059,0.0557,0.0391987,0.03844063,0.0291,0.02240722,0.02612255,0.0261,0.06472389,0.06814521,0.0351,0.07307148,0.05637289,0.04,0.1236449,0.09490527,0.0393,0.1040868,0.08717104,0.0529,0.08539056,0.07894947,0.0314,0.0726367,0.08271401,0.0511,0.09299202,0.101156,0.0716,0.1576446,0.1156181,0.106,0.1652974,0.1683435,0.0535,0.1375777,0.142964,0.0682,0.0803734,0.07458436,0.055,0.07375982,0.06059396,0.0318,0.1107648,0.1266443,0.0803,0.03662698,0.058368,0.0409,0.08294278,0.07602616,0.0401,0.08088032,0.08552983,0.0428,0.08635568,0.07571489,0.05,0.1704817,0.1260632,0.0543,0.08675257,0.09957392,0.0386,0.09471422,0.09332679,0.0593,0.1532879,0.169667,0.0517,0.05096469,0.0157725,,0.08665067,0.08881702,0.0618,0.1067458,0.1098337,0.0631,0.08275516,0.1291632,0.053,0.09787653,0.1173729,0.0609,0.1388946,0.1212096,0.0587,0.2029474,0.1738922,0.101,0.02240747,0.04361007,0.0412,0.03333497,0.04300413,0.0207,0.0430521,0.03819522,0.0238,0.0865933,0.08019955,0.029,0.3213404,0.4093243,0.0904,0.1318205,0.1266084,0.0684,0.08419514,0.1259817,0.0503,0.07453848,0.06222868,0.0374,0.1152778,0.1257494,0.0678,0.1584543,0.1884166,0.0773,0.2568148,0.1060246,0.0753,0.3061559,0.4132788,0.291,0.0729358,0.0904285,0.0417,0.3751132,0.745675,0.265,0.05541999,0.1080144,0.0377,0.107964,0.1009202,0.0513,0.07208977,0.07522168,0.0856,0.07001097,0.05415375,0.0632,0.05490515,0.07237582,0.0735,0.06227944,0.07167633,0.0539,0.03524895,0.03039855,0.0228,0.05685784,0.07540575,0.0486,0.04473709,0.06698366,0.0274,0.03211565,0.03157464,0.0219,0.06648845,0.08115105,0.0399,0.0291275,0.03357686,0.0214,0.05485906,0.05070028,0.0534
