
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 30.0
Rrup Max (km):, 55.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
2.8,0.08237128,0.16001659,0.04240202,0.09787519,0.17311904,0.04515682,0.15383375,0.02514966,0.0885895,0.19638711,0.12888581,0.1259733,0.04295134,0.05879151,0.14390516,0.15509936,0.09466758,0.02797815,0.06933387,0.13320576,0.11729351,0.09095481,0.12886185,0.09649368,0.02879874,0.13575607,0.02847156,0.01873334,0.06188393,0.03832013,0.17788422,0.24291964,0.0650451,0.06505665,0.04350204,0.02446695,0.03443465,0.03209372,0.02797418,0.03542247,0.03687752,0.13025053,0.09053088,0.04912014,0.07246691,0.01945418,0.08395941,0.04123522,0.03373023,0.05791898,0.07136923,0.0404773,0.06222602,0.07944268,0.02805879,0.14366647,0.18016051,0.04674611,0.07048382,0.03865939,0.09995729,0.03123884,0.01527269,0.04134039,0.04448219,0.04139393,0.03276616,0.02562143,0.02285483,0.031465,0.05157258,0.10999972,0.11968671,0.03881063,0.25285408,0.17002018,0.1395873,0.15300562,0.12383541,0.1221654,0.10847946,0.15774978,0.12228998,0.10999207,0.16922262,0.1405175,0.03434277,0.05114804,0.07022427,0.02313117,0.01572352,0.02482012,0.08573874
3.0,0.07723454,0.15215497,0.03920459,0.0906921,0.15984203,0.04777971,0.16389403,0.02486568,0.1124712,0.1683271,0.12531073,0.11442761,0.04269384,0.05220744,0.1284702,0.13488071,0.102405,0.03347765,0.05605549,0.11827255,0.11893451,0.07298829,0.12599752,0.08454125,0.03307863,0.13293094,0.02507725,0.0165738,0.05234008,0.03223553,0.14803506,0.1970197,0.05383462,0.05448414,0.03952571,0.0228615,0.03497586,0.03146598,0.02539881,0.03310027,0.03229144,0.1171285,0.0764344,0.04232164,0.06304239,0.01680373,0.06646303,0.03520704,0.03016072,0.05810312,0.05879832,0.03724259,0.07021614,0.07424255,0.02688996,0.14886607,0.13611548,0.04485903,0.06959972,0.03670758,0.09351666,0.02710188,0.0156773,0.03476128,0.03944568,0.0390043,0.02888447,0.02434875,0.01761527,0.03099558,0.05376273,0.10672458,0.10866137,0.04189783,0.27935154,0.15183324,0.14719251,0.144343,0.11491306,0.13868775,0.11048747,0.18735985,0.09722035,0.11237999,0.14434913,0.12961714,0.03279689,0.04609095,0.05127865,0.022697,0.01662324,0.02114432,0.08737868
3.2,0.07412771,0.1459022,0.03766165,0.09412437,0.1709001,0.0381357,0.16575939,0.02372252,0.11585831,0.13327769,0.12703541,0.10706113,0.04222554,0.05681254,0.13481747,0.11720761,0.08986368,0.03412396,0.05612805,0.12648337,0.12234194,0.06524108,0.14822029,0.07504254,0.03746414,0.13814856,0.02477534,0.0146935,0.04361096,0.02797966,0.1255189,0.15073256,0.0462963,0.04674843,0.03418468,0.02609774,0.03689087,0.02472229,0.02704318,0.03195798,0.03102875,0.11134015,0.06941497,0.04241592,0.05636785,0.0204347,0.06955119,0.03075251,0.03175559,0.06307054,0.04773419,0.03617566,0.06255442,0.05749035,0.02243063,0.14434285,0.10668571,0.03790941,0.06443696,0.03899659,0.08777291,0.03101972,0.01670467,0.02904982,0.03230316,0.04093855,0.02326844,0.01948411,0.01703085,0.02885594,0.04754741,0.11851047,0.10269348,0.041904,0.25934909,0.1548633,0.15002779,0.13260367,0.11263944,0.14655895,0.10827283,0.16790049,0.10835179,0.12794355,0.13628205,0.12283799,0.03171236,0.04149192,0.05359342,0.02293056,0.01715718,0.02352767,0.09022985
3.4,0.07164607,0.1423355,0.0360638,0.09343147,0.17409812,0.03664428,0.15845682,0.02612332,0.10606671,0.12692337,0.11411436,0.09575125,0.041709,0.06260566,0.15214292,0.10189869,0.0869818,0.03881038,0.06082148,0.12643925,0.11871957,0.06963655,0.15724461,0.07787712,0.03943635,0.1631066,0.02728275,0.01387604,0.0370881,0.02235234,0.10530704,0.12099811,0.03878973,0.03895282,0.03354138,0.02677933,0.03371815,0.02438367,0.02994277,0.02978466,0.03179057,0.09126652,0.07211888,0.04091405,0.04930359,0.02218847,0.07107576,0.02460484,0.0315295,0.06619061,0.05311298,0.03633692,0.04778229,0.04669378,0.01966475,0.12967908,0.09780579,0.03516098,0.05881114,0.03541364,0.08359831,0.03277842,0.01513175,0.02461119,0.02929265,0.04040049,0.02354402,0.01910664,0.01721056,0.0297768,0.04329341,0.13521533,0.10029104,0.03930619,0.2582703,0.15857296,0.13835891,0.11639256,0.107369,0.13595777,0.10099641,0.14392752,0.12011262,0.13060151,0.14148086,0.10889576,0.0351128,0.03576429,0.05129324,0.02539768,0.01696338,0.0202813,0.09556009
3.5,0.0701094,0.14032574,0.03502799,0.08969394,0.16266667,0.03528724,0.14599538,0.02900401,0.09436875,0.13968205,0.10869342,0.0931048,0.03786566,0.06196766,0.14554469,0.10711448,0.07864203,0.04025817,0.06088515,0.11802782,0.10701704,0.07363565,0.15436107,0.07766166,0.03954601,0.16236808,0.02905036,0.01402299,0.03414257,0.01941905,0.09812143,0.11845469,0.03598532,0.03866478,0.03413626,0.02728726,0.03214962,0.02375337,0.02945813,0.02840243,0.03014005,0.0784367,0.07283624,0.04041099,0.04606828,0.02167154,0.07045052,0.02162822,0.03028278,0.06879294,0.05878812,0.0368828,0.04292146,0.04478196,0.01830384,0.12967368,0.09595382,0.03453397,0.06527314,0.0313846,0.07590927,0.03247899,0.01586442,0.02532996,0.03108715,0.03833428,0.02495786,0.0183655,0.01802652,0.03066466,0.04370994,0.14421449,0.09754159,0.03862994,0.27039652,0.15692731,0.13179484,0.11090591,0.10245532,0.12444677,0.10040538,0.1461178,0.1238894,0.13158512,0.13339107,0.1064731,0.03567405,0.03296264,0.0460844,0.02690698,0.01656001,0.01907864,0.09302111
3.6,0.06893212,0.14000744,0.03393846,0.08981518,0.14633496,0.03390534,0.12917502,0.03000513,0.09360698,0.15100118,0.1094944,0.0898836,0.03504665,0.0601157,0.13386115,0.11234067,0.08005731,0.03959765,0.0585572,0.10794043,0.09788773,0.07945361,0.17844332,0.07549817,0.03842224,0.15931139,0.02924384,0.01424725,0.0316346,0.01893131,0.0903959,0.11538699,0.03486122,0.04153387,0.033735,0.02735886,0.03102059,0.02174237,0.02693028,0.02594927,0.02817826,0.06777667,0.07315668,0.03927508,0.04425163,0.02043359,0.07091459,0.0216317,0.02895831,0.06920933,0.0596935,0.03697152,0.04053179,0.04334568,0.01659577,0.12809477,0.092057,0.0329993,0.06904798,0.02889313,0.06787004,0.03145221,0.01597431,0.02524242,0.03305623,0.03659236,0.02524863,0.01873148,0.01914903,0.03079998,0.04559685,0.15316241,0.09750968,0.0374312,0.27897619,0.14507033,0.13028014,0.10292857,0.09668166,0.11187343,0.1023032,0.14814098,0.13422254,0.13078315,0.12504066,0.11608566,0.03483056,0.03271171,0.03827885,0.02680932,0.0157445,0.01863728,0.09193283
3.8,0.06498945,0.13580649,0.03110035,0.07589921,0.1455679,0.03187688,0.09780405,0.02786281,0.10470619,0.14808717,0.09693968,0.09385078,0.02976712,0.0540541,0.11104997,0.11285263,0.07529235,0.03392041,0.05123671,0.0909671,0.0777615,0.09227062,0.19936082,0.07639637,0.03374858,0.13608526,0.02619901,0.01300058,0.02864145,0.02060542,0.07348441,0.09843435,0.03074079,0.03838938,0.030167,0.02564777,0.02945779,0.0164101,0.02117876,0.0210222,0.02478806,0.05715128,0.06845693,0.03418603,0.0413944,0.02092237,0.07653469,0.02124397,0.02504323,0.06143784,0.05953233,0.03543137,0.03673205,0.03973786,0.01431448,0.11369249,0.07565492,0.02810123,0.07761849,0.03193914,0.05582439,0.02838626,0.01416109,0.02268081,0.03120787,0.0372662,0.02468646,0.01969771,0.02090699,0.02915851,0.04855311,0.1525854,0.09889563,0.03498962,0.2819567,0.12988247,0.13194961,0.08212438,0.0907813,0.10064326,0.10531527,0.1326901,0.12141587,0.13590211,0.12564614,0.12507325,0.0353341,0.03318223,0.03272262,0.0278291,0.01597643,0.01996623,0.087009
4.0,0.06181235,0.13486225,0.02833088,0.07761514,0.14021384,0.03197995,0.07975504,0.02394065,0.10891017,0.15403176,0.09854584,0.08666957,0.02749091,0.05045462,0.09343786,0.10217873,0.07186346,0.02808233,0.04454476,0.09772789,0.07244652,0.11501824,0.20156505,0.07088237,0.02888038,0.10652925,0.02191457,0.01198434,0.02735048,0.02078536,0.05930963,0.08305993,0.0256602,0.03182117,0.02508537,0.02493918,0.02767015,0.01577766,0.01979802,0.01701365,0.02360917,0.04898459,0.06062306,0.02804679,0.03722267,0.02012769,0.0714505,0.0197217,0.02170476,0.05212015,0.05338154,0.03280235,0.03014738,0.0327987,0.01272663,0.08627065,0.06297138,0.0246499,0.07206296,0.03579868,0.05034021,0.02460663,0.01466607,0.01930591,0.02817569,0.04454794,0.02429004,0.01996528,0.02097016,0.02701189,0.04835779,0.12970469,0.10168756,0.03389819,0.29219976,0.12939048,0.12805715,0.07127996,0.09443582,0.10588905,0.11285263,0.11756804,0.11569214,0.14697652,0.13120651,0.13766348,0.03670016,0.03495196,0.03189767,0.0270223,0.01685688,0.01919924,0.07358842
4.2,0.05807425,0.12915584,0.02611279,0.09610839,0.11302862,0.03100197,0.07114156,0.02107367,0.10334664,0.12621611,0.09092565,0.07389052,0.02682761,0.04837253,0.08128319,0.10131805,0.07577137,0.02304696,0.04120941,0.09522001,0.06124512,0.12833671,0.18604549,0.06569357,0.02690754,0.0823981,0.01580735,0.01128795,0.03087602,0.02308573,0.04955253,0.06182039,0.02113954,0.02775321,0.02065799,0.0250571,0.02647199,0.01618928,0.02001233,0.0157223,0.02188698,0.04294903,0.04943488,0.02550641,0.03179139,0.01638058,0.06297122,0.0185852,0.01962181,0.04410808,0.04896829,0.03272777,0.02240653,0.02668013,0.01425214,0.07159422,0.05084574,0.02145155,0.05926808,0.03304835,0.04947247,0.02465445,0.01651952,0.01763765,0.02263839,0.05134541,0.02278319,0.019415,0.02000539,0.02735157,0.04918381,0.10195023,0.10650617,0.03345448,0.28400209,0.12168066,0.13309299,0.07050928,0.10053305,0.10988509,0.10562675,0.11552923,0.11581791,0.14742185,0.12668961,0.15118646,0.03646736,0.03434441,0.03454287,0.02642056,0.01776937,0.01957498,0.06234977
4.4,0.05481175,0.12113097,0.02480231,0.10436252,0.09521015,0.02884827,0.06848986,0.02089294,0.09038569,0.09028488,0.07653775,0.0698411,0.02821448,0.04728404,0.07327406,0.10192856,0.08861695,0.01708339,0.04111672,0.09291614,0.05939094,0.13334274,0.15144689,0.07022894,0.02539137,0.08134504,0.01287945,0.01154667,0.02793511,0.02156671,0.04342697,0.05193713,0.01998112,0.02532669,0.01868352,0.02589973,0.02596313,0.01693125,0.02154281,0.01689246,0.0217142,0.04080515,0.03992498,0.02354515,0.02597777,0.01387979,0.05518639,0.01907406,0.01753497,0.03717797,0.04041507,0.02969904,0.02017152,0.02474248,0.01647448,0.05977127,0.04435011,0.01946064,0.04605048,0.02638586,0.04948608,0.02401863,0.01672804,0.01712395,0.01860483,0.05563026,0.02285453,0.02037821,0.01953113,0.02796341,0.04932436,0.09805072,0.11761214,0.03300381,0.26713898,0.12531063,0.1364639,0.06961802,0.10409801,0.10792914,0.08913563,0.10952069,0.12724591,0.12859275,0.11145561,0.13217774,0.0348913,0.03589867,0.03676605,0.02471875,0.018541,0.01937825,0.06457852
4.6,0.05371082,0.11962915,0.02411496,0.10411277,0.09406471,0.0261039,0.06335013,0.02129439,0.08448476,0.07815162,0.07673793,0.07224179,0.03197682,0.04666889,0.06637437,0.11532032,0.10031342,0.01554533,0.04174188,0.09933133,0.06000783,0.14211526,0.14562644,0.0729931,0.0242545,0.0857304,0.01178328,0.01394299,0.02482513,0.01913779,0.04098071,0.04621442,0.02048238,0.02528254,0.01870065,0.02429424,0.0249265,0.01761281,0.02035141,0.01744435,0.0224634,0.03721074,0.03483831,0.02245341,0.02158621,0.01324755,0.04733151,0.01920423,0.0162035,0.03253533,0.03197492,0.02624672,0.02066276,0.02544553,0.01737921,0.0508918,0.04164693,0.01905816,0.03665626,0.02309155,0.05003195,0.0218442,0.0167549,0.01588433,0.01521717,0.05749149,0.0217844,0.02017046,0.01883018,0.0278529,0.04910848,0.10145063,0.12106766,0.03429988,0.24899469,0.13132105,0.13880997,0.06927684,0.10340683,0.10154721,0.08485058,0.11445774,0.1295425,0.11058394,0.1152016,0.12087888,0.03230191,0.03574347,0.03688433,0.02334311,0.01978853,0.01875568,0.07184761
4.8,0.05306995,0.11975841,0.02351751,0.10282176,0.0930321,0.02597216,0.05820853,0.02128931,0.07969904,0.06804206,0.06749492,0.07338554,0.03644003,0.04586672,0.06747812,0.12426553,0.10749238,0.01501797,0.04316025,0.10920021,0.06209518,0.14755287,0.14883897,0.07292025,0.02464069,0.08902197,0.01121155,0.01497369,0.02128542,0.01730173,0.0402006,0.04520137,0.02147115,0.02610594,0.01920463,0.02044981,0.0234283,0.01842847,0.01800497,0.01755381,0.02143331,0.03398393,0.03266978,0.0208369,0.01840813,0.01317517,0.0416012,0.01824315,0.0141242,0.03090011,0.02757068,0.02405067,0.02141867,0.02417833,0.01726415,0.04912403,0.0402802,0.02068722,0.02948659,0.02060948,0.04417379,0.01932811,0.01730995,0.01486115,0.01282795,0.05525939,0.01984629,0.01991258,0.01890992,0.02626656,0.04841311,0.10261499,0.12406268,0.03648619,0.23045192,0.13517425,0.14247805,0.07109176,0.10094002,0.09639855,0.08775961,0.12445467,0.13097733,0.11014393,0.10926121,0.11384671,0.02910319,0.03640723,0.03465157,0.02222716,0.02035311,0.01860457,0.08289419
5.0,0.05330047,0.12184771,0.0233155,0.10217924,0.09694726,0.02474033,0.05901554,0.02104531,0.08665503,0.06651293,0.05757474,0.07443481,0.03890025,0.04670879,0.07135036,0.12571916,0.11686603,0.01553763,0.04328823,0.12548907,0.06296448,0.14489391,0.14736511,0.07372192,0.02404239,0.09211464,0.01027316,0.01447165,0.0188081,0.01566201,0.03947356,0.04540153,0.02229227,0.026475,0.01906014,0.01810012,0.02196728,0.01985369,0.01690047,0.01753477,0.0214029,0.03161438,0.03137948,0.01913147,0.01658475,0.01287353,0.03715791,0.01655725,0.01350763,0.03026687,0.02604103,0.02421602,0.02016338,0.02479709,0.01631857,0.04790002,0.03941799,0.02191894,0.02439909,0.02074114,0.03996757,0.01753404,0.01682172,0.0135605,0.01131489,0.0499566,0.01828139,0.01928734,0.0187455,0.02404941,0.04779957,0.10731462,0.12186556,0.03820835,0.21188275,0.13820402,0.14776615,0.07174627,0.09980967,0.10265008,0.09218475,0.12681853,0.13678111,0.12171551,0.10402509,0.12787497,0.0291231,0.03877372,0.03159133,0.02196504,0.01993285,0.01840293,0.09035673
5.5,0.0509503,0.12188587,0.02129807,0.12040118,0.08998845,0.02152375,0.05443427,0.0193372,0.08790077,0.06097759,0.05937132,0.06575441,0.03707012,0.0438784,0.07192012,0.11901063,0.14074932,0.01591152,0.04001928,0.10459384,0.05495234,0.13607172,0.13157128,0.06252287,0.02008332,0.08686551,0.00931724,0.01263851,0.01942369,0.01569305,0.03232914,0.03828932,0.02052175,0.02269253,0.01554692,0.01444334,0.01658233,0.02090904,0.01239005,0.01335897,0.01787311,0.0315709,0.02793556,0.01562367,0.01433743,0.00997798,0.03050197,0.01498616,0.0156015,0.02666531,0.02520147,0.02357639,0.01987911,0.02642038,0.01223079,0.03854223,0.03267712,0.02008902,0.01663474,0.02251152,0.03431538,0.01675152,0.01451104,0.01077538,0.011881,0.03492053,0.01484356,0.0170934,0.01702295,0.01881481,0.04895465,0.11625944,0.12393675,0.03776701,0.19249524,0.14707869,0.14716802,0.07121365,0.10331691,0.09584356,0.10775332,0.13112795,0.14143278,0.11051649,0.10910474,0.1328782,0.03025084,0.03779745,0.02183791,0.02295078,0.01770862,0.01650164,0.07882148
6.0,0.04684454,0.11372031,0.01929656,0.11645154,0.09109702,0.01957439,0.04989541,0.01804849,0.0802147,0.05939435,0.06577215,0.06188659,0.02983204,0.03877819,0.0719181,0.10822511,0.12479234,0.01520758,0.03497217,0.07760578,0.0491383,0.13466209,0.11417259,0.04363079,0.01849251,0.08792145,0.00661231,0.00901263,0.01558621,0.01321591,0.02751963,0.02947162,0.01762929,0.01911693,0.01381556,0.01273492,0.01260641,0.0209028,0.01137963,0.01124404,0.01563268,0.03294046,0.01992357,0.01486151,0.01471168,0.00667588,0.02846997,0.01328762,0.01547544,0.01804928,0.02033178,0.01963062,0.02225036,0.02793902,0.01152303,0.0322813,0.02919257,0.01636593,0.01499511,0.01838171,0.03833474,0.01868936,0.01357176,0.00772546,0.01235909,0.02531297,0.0122745,0.01536174,0.01354466,0.01506343,0.0512404,0.12011732,0.12610513,0.03681579,0.16464031,0.14366103,0.13137132,0.07642092,0.10263748,0.09539813,0.11679339,0.12838788,0.1202143,0.09249157,0.10689596,0.10427284,0.0317691,0.03702171,0.01914272,0.02384583,0.01614785,0.01485497,0.05807365
6.5,0.04229681,0.10247695,0.01745778,0.0860123,0.08859073,0.01742172,0.03873711,0.01428154,0.07358613,0.0691595,0.05949309,0.06116462,0.02353298,0.03097189,0.05817465,0.08706015,0.0744423,0.01422924,0.02903387,0.07804298,0.03760613,0.11146704,0.11141243,0.03229492,0.01582093,0.07323488,0.00508508,0.00632234,0.01580184,0.0142137,0.02386997,0.02634239,0.01413711,0.01622345,0.01397024,0.01288849,0.01260638,0.02174174,0.01209682,0.01182912,0.01386421,0.02588138,0.01835037,0.01407064,0.02008939,0.00550947,0.02402552,0.01149505,0.01385758,0.01670368,0.01588277,0.01613927,0.01814821,0.02978363,0.01236491,0.02710061,0.02353648,0.01350138,0.01496745,0.01482322,0.03340321,0.0183213,0.01313517,0.00833884,0.01058645,0.02182234,0.01215309,0.01639335,0.01093552,0.0119265,0.04942826,0.11770678,0.12030126,0.0358712,0.14290922,0.13142178,0.11748206,0.08185955,0.09853836,0.09105015,0.1131085,0.12166472,0.10028817,0.09881872,0.09239373,0.09630669,0.03048219,0.03322893,0.01735791,0.02376992,0.01403484,0.01350263,0.0651766
7.0,0.03834406,0.09242385,0.01590787,0.07495044,0.06954043,0.01630649,0.0296031,0.01315348,0.0689788,0.06514036,0.06514543,0.06186525,0.0197496,0.02563188,0.04683279,0.06964187,0.06051605,0.01259207,0.02342877,0.08418315,0.03198908,0.06771287,0.1061807,0.02797455,0.01370943,0.05860048,0.00362631,0.00490112,0.01585584,0.01401043,0.02016059,0.02330064,0.01396556,0.01499442,0.01440677,0.01148995,0.01371307,0.02089983,0.01445937,0.01443123,0.01391139,0.02181553,0.01789512,0.01338414,0.01998541,0.00620661,0.02459087,0.0089699,0.01581603,0.01417186,0.01382472,0.0120564,0.01561104,0.02480698,0.0153114,0.02393428,0.01876939,0.0120702,0.01529209,0.01309773,0.02580094,0.01745699,0.01518672,0.00891196,0.01173368,0.02114734,0.01411738,0.01686688,0.00962726,0.01046629,0.04918113,0.10778454,0.11227866,0.03537324,0.13405064,0.11619774,0.11237941,0.08023399,0.09029293,0.08582598,0.10446624,0.11176449,0.07429882,0.09354147,0.08528478,0.09346443,0.02803018,0.02900758,0.01625888,0.02277709,0.01271471,0.01197588,0.05730365
7.5,0.0345423,0.08352265,0.01428559,0.06111226,0.0518519,0.01405612,0.02830199,0.0126456,0.06262913,0.05391882,0.06821301,0.05948506,0.01727953,0.02024051,0.04235455,0.05143187,0.06956797,0.01293713,0.01923645,0.09209228,0.02603448,0.05391394,0.09383432,0.0261797,0.01236032,0.04530049,0.0028477,0.00426465,0.01519563,0.01398791,0.01797239,0.01898818,0.01194548,0.0129684,0.01317968,0.00984511,0.01570065,0.01709056,0.01516092,0.01622796,0.01478714,0.01748873,0.01405052,0.01188182,0.01706093,0.00702812,0.02316037,0.00933394,0.01573827,0.01204688,0.01420079,0.0105463,0.01273338,0.02205544,0.01700442,0.02053332,0.01543061,0.01211854,0.01555909,0.01090987,0.02083582,0.01753073,0.01663911,0.00788642,0.0121151,0.02270244,0.01425769,0.01611886,0.00860391,0.00926726,0.04687774,0.10189011,0.10224316,0.03369139,0.12254563,0.10751007,0.10533523,0.07504923,0.08329721,0.08246381,0.09569832,0.10208287,0.06407636,0.07471028,0.06959637,0.07259535,0.02340973,0.02573661,0.01486913,0.0196558,0.01136538,0.01197223,0.04215616
8.0,0.0306655,0.07479531,0.01257261,0.05153994,0.03647927,0.01283937,0.02425791,0.0126285,0.05290956,0.04599902,0.0530534,0.04602195,0.01538065,0.0156278,0.03487229,0.0445967,0.0668416,0.01242351,0.01516616,0.07912481,0.02113314,0.04775851,0.08343325,0.02285705,0.01096101,0.0407329,0.00230972,0.003461,0.0141284,0.01232927,0.01885837,0.01926837,0.011434,0.01213156,0.01039023,0.00827819,0.01608868,0.01449953,0.01416481,0.01599567,0.01506936,0.01962531,0.01119452,0.00994812,0.01364961,0.00678236,0.0195706,0.0095199,0.01342064,0.01173509,0.01376551,0.01193387,0.00993958,0.01719325,0.0162276,0.01955579,0.01629503,0.01169279,0.01367733,0.00937994,0.01725348,0.01566523,0.01530011,0.00776123,0.01125961,0.02193362,0.01359447,0.01439388,0.00786121,0.00866999,0.04383889,0.094331,0.09332579,0.03229391,0.11252431,0.0983369,0.09493224,0.06799839,0.07875601,0.07855643,0.08835472,0.09600316,0.05828895,0.05871737,0.05358707,0.0627335,0.01983781,0.02271121,0.01497162,0.01669832,0.00967469,0.01141757,0.02815962
8.5,0.02667241,0.06539806,0.01087826,0.04468427,0.03134244,0.01213405,0.01926545,0.01198123,0.04255975,0.04134582,0.04057578,0.03737948,0.01305287,0.01367801,0.03145483,0.03827428,0.05373241,0.01121413,0.0132919,0.06367829,0.01703128,0.0408168,0.06100664,0.0212672,0.00964749,0.0325891,0.00191897,0.00353,0.01100026,0.01002103,0.01788662,0.01960071,0.01061896,0.01125952,0.00979438,0.00800408,0.01454843,0.01173064,0.0119402,0.01450459,0.01386247,0.02068161,0.00931904,0.00891773,0.01076427,0.00596834,0.01461694,0.00899751,0.01159044,0.01057009,0.01262515,0.01069089,0.00899134,0.01405282,0.01386224,0.01985445,0.01622325,0.01070353,0.01096932,0.00797424,0.01648454,0.01264673,0.0124041,0.00760117,0.0101435,0.02174669,0.01209882,0.01218171,0.00714756,0.00708457,0.03984185,0.08358369,0.08667868,0.03062327,0.10426689,0.08771908,0.08203704,0.06189825,0.0732785,0.07194621,0.07933135,0.0878352,0.0461944,0.04723987,0.0425323,0.0503032,0.01670777,0.01879096,0.01343556,0.01448147,0.00889518,0.01132453,0.02243429
9.0,0.0231989,0.05773637,0.00932149,0.03430753,0.02622304,0.00953217,0.01490957,0.00986238,0.03547669,0.03948532,0.03417928,0.03279558,0.01063051,0.01137537,0.02622867,0.03178401,0.04295118,0.0092085,0.01146348,0.04968914,0.01362638,0.03176619,0.050208,0.01915039,0.00825739,0.02969712,0.00163423,0.00317416,0.00930773,0.00893331,0.01646599,0.0177069,0.00949579,0.00986744,0.00880897,0.00823593,0.01286613,0.00956578,0.00933041,0.01231925,0.01310552,0.01780711,0.00786028,0.00881711,0.00920916,0.00569901,0.01192297,0.00821651,0.01026554,0.00888882,0.0101703,0.00908697,0.00766514,0.01307178,0.01179573,0.01916042,0.01597087,0.00970694,0.0088961,0.00617906,0.01378907,0.01211794,0.01048409,0.00670681,0.00884483,0.02059436,0.00906677,0.00997257,0.0069755,0.00664098,0.03551242,0.074201,0.0798884,0.02868033,0.09192006,0.07613742,0.07486323,0.05694703,0.067583,0.06352484,0.06926524,0.07831854,0.03739002,0.03799296,0.0405346,0.0464494,0.01374076,0.01532321,0.01037193,0.01214481,0.00791967,0.01034564,0.01963793
9.5,0.02049186,0.05263353,0.00797811,0.02761408,0.02258268,0.00746678,0.01306503,0.00782068,0.03077005,0.03555023,0.03179289,0.02672401,0.00832239,0.00944349,0.02057369,0.02597279,0.03244403,0.00737664,0.00964472,0.04034051,0.01117841,0.02413434,0.04247878,0.01697043,0.0069318,0.02257077,0.00140457,0.0025473,0.00882486,0.00867206,0.01447657,0.01454561,0.00863233,0.00875932,0.00765156,0.00829511,0.01146549,0.00793558,0.00678468,0.01155447,0.01215796,0.01464913,0.00674091,0.00867536,0.00853399,0.00586463,0.01051261,0.00726834,0.00930869,0.00731266,0.00813176,0.00755413,0.00659451,0.01035853,0.00998908,0.01799522,0.01384614,0.00865275,0.00800843,0.00465424,0.01085481,0.01154774,0.00976789,0.00546081,0.00741189,0.01808571,0.0080452,0.00794608,0.00635399,0.00590349,0.030959,0.06817117,0.07221009,0.02706589,0.07930933,0.07107439,0.06947437,0.05458151,0.06135299,0.0545565,0.06351043,0.07265602,0.03311705,0.03588101,0.04301034,0.04947113,0.0117793,0.01277491,0.00831765,0.01011747,0.0070262,0.00865424,0.01769069
10.0,0.018239,0.04780715,0.00695839,0.02392803,0.01946619,0.00624976,0.01128914,0.00645799,0.02676334,0.03133559,0.02794118,0.02140412,0.00691592,0.00810167,0.01616782,0.0204547,0.02721131,0.00617564,0.00731069,0.03254672,0.00939506,0.02003308,0.03521728,0.01480251,0.00579739,0.01765041,0.00121025,0.00206023,0.00873786,0.00846571,0.01255667,0.01260973,0.00790322,0.00782984,0.00700561,0.00775413,0.01077814,0.0066999,0.00507282,0.01084258,0.0110703,0.01376102,0.00571137,0.0081156,0.00823125,0.00592636,0.0096224,0.00659468,0.00846588,0.00645337,0.00664315,0.00599156,0.00533449,0.00883087,0.0091965,0.0159612,0.01216395,0.00836576,0.00756286,0.00367313,0.00881901,0.01086076,0.00986107,0.00442013,0.00616405,0.01578363,0.0070311,0.00671833,0.00580543,0.00506981,0.02783556,0.0617552,0.06430221,0.02512364,0.06978738,0.06502944,0.0637931,0.0507064,0.05461388,0.05083717,0.05874063,0.06535548,0.03110612,0.03681548,0.04098963,0.04723413,0.01044019,0.01106362,0.00739628,0.00868831,0.0060126,0.00764672,0.01588533
