
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, 100.0
Rjb Max (km):, 1000.0
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1.1,0.05940342,0.02755299,0.0281,0.08093647,0.05385245,0.0216,0.03870708,0.03560822,0.0212,0.05963448,0.06009373,0.0229,0.07769493,0.06210269,0.0297,0.05704355,0.09009545,0.0275,0.1289322,0.1171467,0.0268,0.07047866,0.07846601,0.0268,0.156177,0.1426135,0.0263,0.1154126,0.1036165,0.0246,0.07742656,0.0494093,0.014,0.02083569,0.02155966,0.0173,0.04641613,0.07925752,0.0213,0.01941844,0.03141263,0.0151,0.04266299,0.03311392,0.0141,0.02505751,0.02712984,0.0161,0.04427442,0.02470921,0.012,0.04839098,0.03373566,0.0201,0.1315614,0.08478232,0.0182,0.07398344,0.0730103,0.0217,0.02196207,0.02726542,0.0134,0.03206163,0.01955432,0.0105,0.03733112,0.04192146,0.0165,0.08018767,0.06682017,0.0279,0.1024089,0.1005647,0.0282,0.1230425,0.06727014,0.0221,0.1061785,0.1071088,0.0219,0.1022878,0.09669507,0.0374,0.1045102,0.07713018,0.0164,0.06181387,0.06814905,0.0209,0.03839286,0.04493236,0.0257,0.08912111,0.07181018,0.0235,0.09814749,0.1037788,0.0389,0.08438188,0.0643527,0.0197,0.02007438,0.02783696,0.0146,0.2820754,0.4378868,0.0416,0.3149571,0.4837972,0.0859,0.2919009,0.2502193,0.0912,0.2171498,0.4183307,0.0785,0.2190567,0.2064699,0.031,0.1659835,0.2466974,0.0445,0.1750911,0.2550691,0.0748,0.2509905,0.3053187,0.0582,0.2149769,0.1372435,0.0516,0.2091489,0.1122048,0.0801,0.1058651,0.0549714,0.0288,0.1529224,0.2462609,0.0784,0.1857202,0.1682651,0.06,0.05001574,0.06301101,0.0258,0.05099874,0.05171951,0.0282,0.06631234,0.0585285,0.0349,0.1016827,0.1787355,0.0502,0.05431228,0.09118789,0.0342,0.1552242,0.13065,0.07,0.09787333,0.05657708,0.0652,0.09844781,0.081953,0.0559,0.05329593,0.07029649,0.0399,0.06897908,0.04000796,0.0233,0.1435179,0.07928071,0.0425,0.08892477,0.1102212,0.033,0.1183833,0.172572,0.0816,0.1948767,0.3868647,0.0742,0.1974556,0.165853,0.0786,0.2208535,0.3488001,0.0747,0.1086419,0.1464825,0.0505,0.2137491,0.3316663,0.0374,0.01833667,0.01970441,0.012
1.2,0.04152027,0.03467489,0.0284,0.07425626,0.04417364,0.0296,0.0272081,0.03014704,0.0199,0.07415745,0.07634937,0.0203,0.05574533,0.0676283,0.0212,0.06053692,0.06320105,0.0239,0.1083659,0.094242,0.0281,0.07511187,0.06847673,0.0246,0.1762536,0.1193897,0.0306,0.1106201,0.08279874,0.0251,0.09409935,0.06025537,0.0178,0.01978114,0.01775303,0.0163,0.03725423,0.08669265,0.0215,0.02143257,0.02989423,0.0164,0.03726042,0.03589737,0.0176,0.02657543,0.0290427,0.0146,0.04697947,0.02444897,0.0135,0.05894211,0.03950963,0.0237,0.1145158,0.09607203,0.0201,0.08411583,0.08125737,0.0254,0.01704999,0.02613782,0.0117,0.02865657,0.01995128,0.0143,0.04035507,0.04032121,0.0175,0.06761103,0.06563817,0.0297,0.08041129,0.100456,0.0217,0.1087768,0.05868484,0.0202,0.1191294,0.09810966,0.0277,0.1270065,0.1103676,0.0401,0.07649834,0.09579772,0.0147,0.05914408,0.07333197,0.0261,0.03581347,0.0494724,0.0204,0.08734564,0.06142994,0.0204,0.09379368,0.09287895,0.0453,0.09459361,0.06989119,0.0159,0.02170325,0.02506072,0.0138,0.2258207,0.4030655,0.0486,0.3720027,0.3973261,0.0778,0.2550102,0.2223656,0.0786,0.203489,0.2902607,0.0606,0.1860312,0.1764778,0.026,0.1717853,0.1982294,0.0445,0.1585259,0.2044827,0.0847,0.1844634,0.3044746,0.0717,0.1643914,0.1073809,0.0616,0.2052967,0.1331422,0.0884,0.0853373,0.04937898,0.0285,0.2031018,0.21058,0.0711,0.1903052,0.1573259,0.0553,0.05335036,0.07952311,0.023,0.05788177,0.05993347,0.0238,0.06560721,0.05260311,0.0328,0.1284492,0.1726018,0.0381,0.05216282,0.08195913,0.0352,0.1193206,0.0776704,0.0481,0.08263899,0.06637417,0.0666,0.1067948,0.06852526,0.0542,0.0463378,0.05348407,0.0394,0.05999059,0.03106443,0.0217,0.160341,0.09248284,0.0366,0.07209781,0.09807201,0.0382,0.09250134,0.1208085,0.0829,0.1705256,0.4097619,0.0727,0.1982121,0.1778684,0.0704,0.2010644,0.266128,0.06,0.07692873,0.1093809,0.05,0.130867,0.2568305,0.0307,0.02176992,0.01812221,0.0155
1.3,0.03711665,0.03232373,0.0232,0.06043851,0.03793292,0.0284,0.0338591,0.03220169,0.0155,0.07206252,0.08771835,0.0265,0.04502418,0.07527292,0.0231,0.07072633,0.0515569,0.0251,0.1023975,0.08515017,0.0299,0.05369949,0.06318603,0.0297,0.1324182,0.088145,0.0324,0.1372955,0.09159967,0.0237,0.09674579,0.05339993,0.0178,0.01842193,0.01436909,0.02,0.03704456,0.07700842,0.0212,0.01632294,0.02306833,0.0232,0.03727755,0.03360989,0.0229,0.025883,0.02647605,0.0125,0.03618763,0.02162775,0.0162,0.04179089,0.04220534,0.0286,0.08109791,0.1064259,0.0221,0.09432554,0.06826909,0.0242,0.01829155,0.02056913,0.018,0.03065206,0.01849356,0.0161,0.03913079,0.03264307,0.017,0.05090947,0.06368305,0.025,0.08351752,0.08623105,0.0308,0.09347735,0.06828818,0.024,0.1222266,0.09846894,0.036,0.1158458,0.08276078,0.0435,0.07527181,0.08882231,0.0186,0.04998853,0.0716849,0.0289,0.03802517,0.04813351,0.0176,0.09119683,0.08280789,0.0223,0.1118289,0.09631343,0.0414,0.08418762,0.06813268,0.0115,0.02160628,0.02390598,0.015,0.2597116,0.3748103,0.0518,0.2144991,0.3509864,0.0572,0.1579295,0.1712875,0.0592,0.2020927,0.1992542,0.046,0.1945876,0.13454,0.032,0.126495,0.1540653,0.043,0.1362843,0.1615975,0.0839,0.2188426,0.2455661,0.0695,0.1270468,0.1277644,0.0638,0.1557782,0.1445716,0.0826,0.06682912,0.03992775,0.0202,0.1756261,0.1763374,0.0591,0.1464725,0.1378139,0.042,0.05862168,0.07562274,0.0249,0.06719942,0.06117846,0.0292,0.06498601,0.04724922,0.0355,0.09711014,0.1258398,0.03,0.04446925,0.06995882,0.0306,0.1015951,0.06237824,0.0384,0.05412024,0.07420762,0.0545,0.07539986,0.07003153,0.0407,0.05924916,0.07034236,0.0278,0.05359185,0.02529899,0.0212,0.1366264,0.08896155,0.0424,0.05890848,0.07437873,0.0245,0.0740337,0.1443646,0.0786,0.1892343,0.2911833,0.0532,0.2292101,0.1266548,0.0663,0.1482104,0.214881,0.0493,0.06406982,0.07330294,0.0446,0.1513501,0.1898067,0.027,0.0255741,0.01714703,0.0148
1.4,0.04048181,0.02841718,0.0211,0.04915485,0.03416643,0.023,0.03476396,0.03671126,0.0169,0.05563938,0.08901706,0.0316,0.05387656,0.06777796,0.025,0.05833375,0.05500848,0.0215,0.1010021,0.06629734,0.0375,0.05412997,0.08330698,0.0301,0.1025306,0.07519532,0.0334,0.1625819,0.08363356,0.023,0.1047767,0.0549478,0.0199,0.01918647,0.01236118,0.0209,0.0379497,0.05760302,0.0221,0.01736818,0.02363924,0.0189,0.02791053,0.02657138,0.0169,0.02303855,0.02231338,0.0132,0.024126,0.02186984,0.0202,0.03872298,0.03891716,0.0232,0.08980381,0.1357761,0.0212,0.08298945,0.05229974,0.0189,0.02049228,0.01625889,0.0156,0.03468748,0.01791016,0.0164,0.04196877,0.03394438,0.0134,0.04600102,0.06103772,0.0211,0.06848033,0.07762136,0.0301,0.09875645,0.06397167,0.024,0.108929,0.07924816,0.0383,0.1208336,0.08417846,0.0495,0.07676235,0.1048689,0.0234,0.0497642,0.0546192,0.025,0.04354846,0.04393345,0.0196,0.08607209,0.0692865,0.0274,0.1082175,0.07000799,0.0358,0.05872341,0.06042382,0.00959,0.01999645,0.02445393,0.0154,0.2570581,0.3955846,0.0463,0.2089858,0.2984772,0.0591,0.1582528,0.137305,0.0511,0.216332,0.2384994,0.0401,0.2137298,0.179837,0.0422,0.1544517,0.1185327,0.0424,0.126403,0.1685272,0.058,0.1912597,0.1671183,0.0678,0.1407887,0.1139672,0.0514,0.1373187,0.1304208,0.0659,0.06213564,0.03883159,0.0201,0.1875104,0.113549,0.056,0.1309635,0.1190478,0.0515,0.06331734,0.06108581,0.0237,0.07163146,0.06386326,0.0265,0.07199853,0.04229826,0.0278,0.0553849,0.09494966,0.0208,0.03270539,0.05354579,0.0283,0.08720587,0.0700357,0.0288,0.04887743,0.07200415,0.0436,0.05853993,0.06452657,0.0321,0.06082642,0.07469156,0.0296,0.04568831,0.02901156,0.0217,0.097991,0.07697375,0.0522,0.04444836,0.05495467,0.0159,0.06841282,0.1394413,0.0695,0.143905,0.2454378,0.0465,0.2035757,0.1385411,0.0461,0.1463667,0.1725093,0.0434,0.05266967,0.06083831,0.0383,0.1257718,0.1643248,0.0252,0.02308765,0.01356681,0.0177
1.5,0.04567268,0.02702307,0.0309,0.03724942,0.03211038,0.0262,0.03898752,0.03629157,0.0153,0.06314868,0.08225411,0.0364,0.05012358,0.05057652,0.0285,0.04124066,0.06506498,0.0235,0.08662596,0.06608139,0.0392,0.04762407,0.08518381,0.0246,0.07207954,0.08555239,0.03,0.1327181,0.07828734,0.0253,0.1026632,0.05199986,0.0212,0.01881145,0.01106874,0.0183,0.03550137,0.0605113,0.0235,0.01327794,0.01994957,0.0177,0.02195965,0.03103122,0.013,0.01861215,0.02200326,0.0153,0.02949753,0.02439665,0.0181,0.03602594,0.03634639,0.0233,0.08719086,0.1145387,0.0229,0.05875148,0.05695761,0.0198,0.01943294,0.0150044,0.0172,0.03573792,0.02091508,0.0159,0.03714036,0.03941262,0.0104,0.04031847,0.05733593,0.0235,0.07608443,0.05413347,0.0311,0.1103116,0.0792397,0.0236,0.07210182,0.07896729,0.0415,0.08944513,0.08078931,0.0445,0.07878824,0.07751684,0.0185,0.04154061,0.04216866,0.0231,0.0464936,0.05587241,0.0155,0.08514498,0.08015625,0.0347,0.1036476,0.07960159,0.0325,0.05637922,0.05389391,0.00874,0.01871286,0.02305878,0.0144,0.2698065,0.3991793,0.0496,0.2138915,0.2295613,0.0489,0.1491143,0.1016718,0.0506,0.1975034,0.192877,0.0388,0.2050734,0.1954673,0.0416,0.1436066,0.1404061,0.0428,0.1425026,0.1729906,0.0558,0.2124017,0.1628915,0.0572,0.1428826,0.09116148,0.0541,0.1648856,0.1123418,0.0515,0.0654041,0.0427505,0.0229,0.1589405,0.09123945,0.0441,0.13032,0.1302322,0.0465,0.06893282,0.0467126,0.0239,0.0794249,0.06378219,0.0268,0.07762625,0.05424852,0.0248,0.04644524,0.09193404,0.0165,0.03344478,0.04428912,0.0247,0.07661435,0.06597291,0.0217,0.04311312,0.06868922,0.0307,0.04497087,0.06701142,0.0272,0.05050009,0.06118881,0.0261,0.0383776,0.0293008,0.0208,0.09805927,0.07471536,0.048,0.03698922,0.04383035,0.014,0.08836439,0.1275977,0.0631,0.1335755,0.2086897,0.0445,0.1658832,0.1691997,0.0604,0.1601878,0.1071416,0.0378,0.0433608,0.0577019,0.0317,0.1225081,0.1473555,0.0281,0.02295665,0.01493688,0.0173
1.6,0.04189335,0.03317068,0.0327,0.03355899,0.02674157,0.0223,0.04606605,0.0364965,0.0147,0.05765611,0.06715289,0.0376,0.05261828,0.04696846,0.0222,0.03433596,0.06811333,0.0238,0.08531176,0.07077784,0.029,0.05150115,0.09188461,0.0236,0.07448143,0.08206645,0.0218,0.1490168,0.06282428,0.0219,0.07891024,0.047364,0.0207,0.01808442,0.00940723,0.0159,0.04035437,0.04394818,0.0199,0.01507944,0.01452681,0.0212,0.0248463,0.03340206,0.0123,0.01808214,0.01982334,0.0135,0.03831891,0.02604781,0.0206,0.02846943,0.03583559,0.0268,0.1195499,0.1083585,0.0241,0.06577171,0.06473388,0.0212,0.01857505,0.01745349,0.0168,0.03351968,0.0244328,0.0156,0.03678724,0.03874189,0.00993,0.03252461,0.07067379,0.0257,0.05713277,0.04426498,0.0245,0.1101851,0.09738804,0.0295,0.07007722,0.07041764,0.0264,0.07246476,0.08589742,0.0344,0.07511617,0.07931981,0.0161,0.05277624,0.04078559,0.0232,0.05798276,0.05722346,0.0185,0.07744513,0.07235669,0.0371,0.07511419,0.08032279,0.0352,0.05763812,0.04581143,0.00967,0.01600024,0.02202734,0.0149,0.3024575,0.3459547,0.0464,0.2387197,0.2055471,0.0341,0.1403477,0.06850056,0.0356,0.1644362,0.1903294,0.0366,0.1857847,0.1678651,0.0302,0.1675346,0.122177,0.0381,0.201827,0.151374,0.0511,0.2135536,0.1473952,0.0426,0.1154679,0.07288407,0.0609,0.1348457,0.1149202,0.0413,0.07487211,0.04120215,0.0238,0.09701687,0.09401136,0.0397,0.1026907,0.130836,0.033,0.07221831,0.03951753,0.025,0.08476096,0.06085354,0.0306,0.07762279,0.06618184,0.0252,0.03769898,0.08918479,0.0155,0.03066109,0.03543447,0.0221,0.07086402,0.05623006,0.0207,0.04707906,0.0655065,0.0321,0.03500126,0.06732468,0.0235,0.03393483,0.05223493,0.0212,0.03242184,0.03271609,0.0163,0.1045305,0.06835344,0.0483,0.03806027,0.04191318,0.0154,0.1104307,0.1307494,0.0704,0.1347751,0.1646033,0.0409,0.1683722,0.1586894,0.0594,0.1709964,0.08630513,0.0348,0.03724063,0.05912002,0.0325,0.1130346,0.1551668,0.0226,0.02452994,0.01966347,0.0139
1.7,0.03913572,0.0341114,0.0287,0.03049113,0.02032397,0.0174,0.04145098,0.02868572,0.0213,0.05214244,0.0526861,0.0325,0.04923653,0.04862211,0.0241,0.03706215,0.06585552,0.0228,0.09124091,0.07003608,0.031,0.04236495,0.078674,0.0236,0.06130075,0.0822469,0.0225,0.1449453,0.05607639,0.0308,0.08123191,0.05074446,0.0146,0.01451038,0.01013608,0.0233,0.03162152,0.02881172,0.0166,0.01582111,0.01517916,0.0185,0.03033235,0.03018744,0.0114,0.01704177,0.01943856,0.014,0.03059822,0.02937458,0.0185,0.03294523,0.04489923,0.0271,0.1306506,0.09802113,0.021,0.06379554,0.05033676,0.0212,0.02189893,0.01492475,0.015,0.02749667,0.02862327,0.0129,0.03528105,0.03246096,0.0126,0.02996723,0.06425489,0.0244,0.05591238,0.04824289,0.0257,0.1034343,0.07464197,0.03,0.074953,0.06026806,0.0206,0.06061877,0.08572418,0.039,0.08475461,0.09006637,0.0197,0.0576905,0.03685283,0.0239,0.06206505,0.05011718,0.0219,0.07959075,0.05303743,0.0375,0.06518658,0.07387901,0.0339,0.06131327,0.04229283,0.0109,0.01668398,0.02225946,0.0132,0.3258623,0.2718235,0.0524,0.2099744,0.1715555,0.0368,0.119211,0.06908634,0.0285,0.1110238,0.1370236,0.0368,0.1504718,0.1348527,0.0323,0.1310317,0.09977356,0.0321,0.2026052,0.1244675,0.0525,0.1804382,0.1813834,0.0419,0.1124826,0.09813011,0.0578,0.1256044,0.1124522,0.0386,0.0722471,0.04626679,0.0226,0.09144873,0.09777865,0.0445,0.0941546,0.1374765,0.034,0.0741362,0.03486009,0.0333,0.081781,0.05612222,0.0349,0.07936995,0.0680859,0.031,0.02801207,0.08006446,0.0151,0.03060099,0.02933972,0.0177,0.07125495,0.05845451,0.0196,0.0467668,0.0640479,0.0309,0.03932813,0.06394161,0.0269,0.03023872,0.04475908,0.0215,0.02871641,0.03102174,0.013,0.1074765,0.05940392,0.0461,0.03069531,0.02932819,0.0121,0.1254919,0.1326088,0.0601,0.1270917,0.1472118,0.0366,0.170171,0.1312381,0.0487,0.1612786,0.09302829,0.0238,0.03496281,0.04991721,0.0317,0.1100395,0.1473341,0.0186,0.02171592,0.02245913,0.0143
1.8,0.03946348,0.03661204,0.0219,0.02973875,0.02127202,0.0141,0.03395495,0.02604406,0.0232,0.05558559,0.05308699,0.0265,0.04583981,0.05541098,0.0289,0.03166591,0.05779584,0.0247,0.09425331,0.0853412,0.0249,0.03389445,0.06794324,0.0203,0.05443379,0.07197259,0.0241,0.1276855,0.04599204,0.0331,0.06480532,0.05249083,0.0113,0.01234816,0.01226813,0.024,0.02491603,0.02734247,0.0198,0.01541628,0.01551017,0.0166,0.03859348,0.0294959,0.0109,0.01520442,0.01919802,0.0133,0.02556977,0.03026856,0.0169,0.03904077,0.04524298,0.0318,0.111262,0.1107928,0.0167,0.05902573,0.05742056,0.0195,0.02682411,0.01719106,0.0161,0.02359529,0.02737538,0.0103,0.02874557,0.02912131,0.0141,0.03590675,0.05022397,0.0204,0.05875671,0.03808454,0.025,0.0855283,0.05519921,0.0307,0.07663829,0.06867428,0.021,0.0581208,0.08539039,0.0494,0.0867759,0.09888904,0.0175,0.05308082,0.0419533,0.0243,0.05949556,0.05075252,0.0193,0.06659709,0.05259097,0.0352,0.06501824,0.06160545,0.0251,0.050428,0.0380671,0.0106,0.01433616,0.02294382,0.0106,0.3133565,0.2239428,0.0545,0.1643147,0.1639691,0.0396,0.09469677,0.0731439,0.0254,0.07594422,0.1342153,0.033,0.1028749,0.1222103,0.0241,0.09640004,0.09325528,0.0276,0.1543291,0.1366629,0.0457,0.1590031,0.1865129,0.0372,0.1096668,0.09868298,0.0595,0.131903,0.09452605,0.0472,0.06682777,0.04746702,0.0197,0.08635826,0.1120956,0.0444,0.08221504,0.1192586,0.0397,0.07067131,0.0305867,0.0288,0.08221158,0.05677973,0.0334,0.08502892,0.06792463,0.0319,0.02887421,0.0657817,0.0174,0.02933143,0.02279793,0.0165,0.07107481,0.06750305,0.0173,0.04140302,0.05960301,0.028,0.04795461,0.05796788,0.0221,0.03175366,0.03730695,0.0189,0.02374961,0.02641601,0.0126,0.09858885,0.05382362,0.0406,0.02627557,0.02835608,0.00881,0.1113276,0.1233539,0.062,0.1169843,0.1534132,0.0388,0.1535306,0.1213438,0.0487,0.1325701,0.09419134,0.0227,0.03027297,0.044976,0.0353,0.1141169,0.1273335,0.0171,0.02128531,0.02124139,0.0124
1.9,0.04339195,0.03622852,0.0183,0.02663132,0.02275272,0.013,0.03625511,0.02752861,0.022,0.04750318,0.05249904,0.0279,0.04423779,0.05346161,0.0281,0.0351873,0.04934508,0.0246,0.09426691,0.08077072,0.022,0.03313939,0.0647096,0.0249,0.05464871,0.07050242,0.0245,0.09947174,0.04057526,0.0298,0.05291063,0.05807271,0.00919,0.01187506,0.01355895,0.0179,0.02542523,0.02447365,0.0208,0.01630684,0.01375955,0.0127,0.03793826,0.03045923,0.00935,0.01321814,0.01735739,0.0105,0.02424777,0.02679868,0.0155,0.04389274,0.03981081,0.0366,0.07763041,0.1080037,0.0167,0.06024682,0.05427514,0.0212,0.02482913,0.01983903,0.0159,0.02415297,0.02261896,0.0102,0.02813223,0.02563701,0.0106,0.04081174,0.04700975,0.0211,0.05414102,0.04358937,0.0227,0.07019339,0.04624934,0.0279,0.06589892,0.08283373,0.0214,0.05326686,0.06627084,0.0434,0.07403143,0.09105728,0.0161,0.0477029,0.04041785,0.0235,0.05191302,0.05099251,0.0204,0.05764553,0.05867925,0.0385,0.06783514,0.06063403,0.0306,0.04282895,0.03640982,0.0101,0.0168812,0.02801554,0.00948,0.3098688,0.2255435,0.0535,0.1837075,0.1486235,0.0357,0.08050339,0.07291955,0.0236,0.07434117,0.1337329,0.034,0.0946638,0.1264705,0.0241,0.101364,0.09522777,0.0244,0.1512413,0.1447702,0.0453,0.1828158,0.1783197,0.0414,0.08404259,0.08882003,0.0647,0.122774,0.06879929,0.057,0.06083941,0.04486297,0.0201,0.08068978,0.1176218,0.0373,0.09995268,0.09291525,0.0329,0.06931871,0.02527403,0.0275,0.08179337,0.05371958,0.0282,0.0853342,0.06152816,0.0275,0.03274547,0.05560498,0.0185,0.02449367,0.01841363,0.016,0.06108535,0.06691854,0.0216,0.03618914,0.05377378,0.0258,0.04238044,0.04762758,0.0216,0.02894246,0.03164612,0.0156,0.02059556,0.02427795,0.0116,0.08595276,0.05187259,0.0373,0.01899403,0.02976172,0.00846,0.09071045,0.1054288,0.0602,0.1047776,0.1492551,0.0375,0.1345228,0.1184382,0.0389,0.1060467,0.09471219,0.0173,0.02905179,0.04811342,0.0375,0.1224575,0.09869744,0.0134,0.02113136,0.0174896,0.0122
2.0,0.04505101,0.03783007,0.0195,0.02098295,0.02268468,0.0138,0.03604612,0.03782421,0.0198,0.04952551,0.04501599,0.0263,0.04094432,0.04487605,0.0265,0.03834804,0.03849694,0.0217,0.09071355,0.08315549,0.0277,0.03490692,0.06791223,0.0291,0.05766075,0.06515662,0.0204,0.08813035,0.04504473,0.0258,0.0673968,0.06330813,0.0103,0.01186582,0.01607794,0.0181,0.02730688,0.02643835,0.0152,0.01473065,0.0144134,0.00822,0.02711019,0.02753793,0.00988,0.01003382,0.01508933,0.00835,0.02355368,0.02589098,0.0174,0.04676332,0.04158456,0.0424,0.07650257,0.09978122,0.0131,0.0588665,0.0474785,0.0259,0.01812785,0.01944003,0.0142,0.02986358,0.02199862,0.00909,0.0334308,0.02736165,0.00849,0.04039228,0.0434956,0.0218,0.0446884,0.03963683,0.0216,0.07622869,0.05209402,0.0254,0.05819408,0.07351723,0.0201,0.04596773,0.05431599,0.0346,0.07035366,0.08875841,0.0164,0.04693681,0.04071587,0.025,0.04982081,0.0508272,0.0226,0.04753129,0.05075657,0.0408,0.06648215,0.06659209,0.0297,0.03867813,0.04097882,0.0098,0.01697136,0.0251698,0.00827,0.2612283,0.2166547,0.0477,0.195087,0.153795,0.0253,0.07872275,0.07371414,0.0228,0.07047813,0.1252306,0.0351,0.09584036,0.1489723,0.0201,0.1022266,0.1110264,0.0243,0.157187,0.1411673,0.0456,0.1945053,0.1846394,0.0309,0.08143145,0.07792115,0.0568,0.122533,0.06931416,0.0588,0.05471038,0.039579,0.0246,0.07203987,0.105666,0.0306,0.1138803,0.07267433,0.0292,0.06150611,0.02430688,0.0302,0.07847373,0.0444053,0.0229,0.08662355,0.05533451,0.0214,0.03410745,0.04846876,0.0187,0.02016658,0.01535577,0.0158,0.05635664,0.066712,0.0255,0.0333975,0.04645443,0.0249,0.03848611,0.03678527,0.0222,0.03022381,0.02533862,0.0146,0.01726396,0.02783241,0.0126,0.07633994,0.06109077,0.0444,0.01780116,0.03020752,0.00921,0.071763,0.09502824,0.0494,0.0982195,0.1464474,0.0369,0.1170147,0.1330464,0.0304,0.08377787,0.1075616,0.0172,0.02992068,0.0507659,0.0401,0.1094743,0.08964562,0.0153,0.01565054,0.01580997,0.0132
2.2,0.04143087,0.03609527,0.0274,0.0187127,0.02370782,0.0138,0.03008271,0.03601396,0.0252,0.05425388,0.0493831,0.0225,0.04092602,0.0424035,0.0329,0.03665593,0.03485996,0.0321,0.08818313,0.09126446,0.0245,0.04257072,0.07001074,0.0339,0.08069765,0.05176236,0.0209,0.07695616,0.05061373,0.0223,0.06893566,0.0453184,0.0103,0.00843776,0.01810667,0.0169,0.02598196,0.02688778,0.0114,0.00857476,0.01488034,0.00686,0.01447783,0.02131402,0.01,0.00952713,0.01098423,0.00851,0.02220079,0.02650573,0.0168,0.03915275,0.03576268,0.0432,0.07094121,0.06850939,0.0149,0.05608497,0.04621467,0.0233,0.01406003,0.01301319,0.0139,0.036845,0.01374992,0.00611,0.02793059,0.0271303,0.00853,0.03688114,0.04423551,0.0277,0.03524176,0.04279586,0.0244,0.06546004,0.04426624,0.028,0.05062522,0.05551915,0.022,0.03975152,0.05894718,0.0263,0.07881344,0.07837481,0.0187,0.04453596,0.0445658,0.0207,0.05231813,0.04660486,0.0204,0.0414276,0.04842826,0.0395,0.0895349,0.05688591,0.0247,0.03805043,0.05299972,0.00889,0.01471509,0.01714366,0.00454,0.1354711,0.213284,0.0584,0.1352854,0.1403256,0.0248,0.06499668,0.08169218,0.0225,0.06649017,0.1218471,0.0309,0.05723392,0.1649227,0.0163,0.06664299,0.09719251,0.0232,0.113128,0.1744214,0.032,0.1367312,0.172626,0.0217,0.1152108,0.06838851,0.0364,0.1344825,0.07659314,0.0497,0.04393878,0.04317775,0.0237,0.05584335,0.08435585,0.0276,0.1265811,0.05726971,0.0324,0.05036255,0.0211478,0.0295,0.06161062,0.03872542,0.0253,0.08020353,0.04316242,0.017,0.03536262,0.03797815,0.0188,0.02355561,0.01589001,0.0156,0.05363082,0.05848399,0.0241,0.02266443,0.04154057,0.0138,0.03340305,0.02518787,0.0204,0.0286852,0.02020986,0.0129,0.01732447,0.03080067,0.0148,0.06847844,0.09435457,0.0409,0.01875724,0.03344404,0.0105,0.05140229,0.07723383,0.0655,0.07198051,0.1358244,0.0293,0.09613121,0.1586941,0.0174,0.05863662,0.1326032,0.0207,0.03487041,0.04813785,0.0391,0.09324252,0.08174787,0.0146,0.01404072,0.01141846,0.00765
