
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 0.0
Rrup Max (km):, 40.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
79, SRSS, 1084, -, 1.0, 2.982, 5.1, 15.1, 6.0, "Northridge-01", 1994, "Sylmar - Converter Sta", 6.69, Reverse, 0.0, 5.35, 251.24, 0.23, 1.0, RSN1084_NORTHR_SCS052.AT2, RSN1084_NORTHR_SCS142.AT2 , RSN1084_NORTHR_SCS-UP.AT2  
80, SRSS, 1085, -, 1.0, 3.528, 3.8, 7.4, 4.8, "Northridge-01", 1994, "Sylmar - Converter Sta East", 6.69, Reverse, 0.0, 5.19, 370.52, 0.23, 1.0, RSN1085_NORTHR_SCE011.AT2, RSN1085_NORTHR_SCE281.AT2 , RSN1085_NORTHR_SCE-UP.AT2  
81, SRSS, 1086, -, 1.0, 2.436, 3.3, 6.8, 5.0, "Northridge-01", 1994, "Sylmar - Olive View Med FF", 6.69, Reverse, 1.74, 5.3, 440.54, 0.12, 1.0, RSN1086_NORTHR_SYL090.AT2, RSN1086_NORTHR_SYL360.AT2 , RSN1086_NORTHR_SYL-UP.AT2  
82, SRSS, 1087, -, 1.0, -, 7.1, 12.6, 22.7, "Northridge-01", 1994, "Tarzana - Cedar Hill A", 6.69, Reverse, 0.37, 15.6, 257.21, 0.1, 1.0, RSN1087_NORTHR_TAR090.AT2, RSN1087_NORTHR_TAR360.AT2 , RSN1087_NORTHR_TAR-UP.AT2  
83, SRSS, 1089, -, 1.0, -, 5.6, 9.3, 1.0, "Northridge-01", 1994, "Topanga - Fire Sta", 6.69, Reverse, 10.31, 22.28, 505.97, 0.168, 1.0, RSN1089_NORTHR_TPF360.AT2, RSN1089_NORTHR_TPF270.AT2 , RSN1089_NORTHR_TPF-UP.AT2  
84, SRSS, 1091, -, 1.0, -, 4.3, 8.3, 0.4, "Northridge-01", 1994, "Vasquez Rocks Park", 6.69, Reverse, 23.1, 23.64, 996.43, 0.25, 1.0, RSN1091_NORTHR_VAS000.AT2, RSN1091_NORTHR_VAS090.AT2 , RSN1091_NORTHR_VAS-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-942 SRSS pSa (g),RSN-945 SRSS pSa (g),RSN-947 SRSS pSa (g),RSN-949 SRSS pSa (g),RSN-952 SRSS pSa (g),RSN-953 SRSS pSa (g),RSN-954 SRSS pSa (g),RSN-957 SRSS pSa (g),RSN-959 SRSS pSa (g),RSN-960 SRSS pSa (g),RSN-963 SRSS pSa (g),RSN-971 SRSS pSa (g),RSN-974 SRSS pSa (g),RSN-978 SRSS pSa (g),RSN-982 SRSS pSa (g),RSN-983 SRSS pSa (g),RSN-985 SRSS pSa (g),RSN-986 SRSS pSa (g),RSN-987 SRSS pSa (g),RSN-988 SRSS pSa (g),RSN-989 SRSS pSa (g),RSN-990 SRSS pSa (g),RSN-991 SRSS pSa (g),RSN-992 SRSS pSa (g),RSN-993 SRSS pSa (g),RSN-995 SRSS pSa (g),RSN-996 SRSS pSa (g),RSN-997 SRSS pSa (g),RSN-998 SRSS pSa (g),RSN-999 SRSS pSa (g),RSN-1000 SRSS pSa (g),RSN-1001 SRSS pSa (g),RSN-1002 SRSS pSa (g),RSN-1003 SRSS pSa (g),RSN-1004 SRSS pSa (g),RSN-1005 SRSS pSa (g),RSN-1006 SRSS pSa (g),RSN-1007 SRSS pSa (g),RSN-1008 SRSS pSa (g),RSN-1011 SRSS pSa (g),RSN-1012 SRSS pSa (g),RSN-1013 SRSS pSa (g),RSN-1016 SRSS pSa (g),RSN-1019 SRSS pSa (g),RSN-1020 SRSS pSa (g),RSN-1021 SRSS pSa (g),RSN-1022 SRSS pSa (g),RSN-1023 SRSS pSa (g),RSN-1026 SRSS pSa (g),RSN-1027 SRSS pSa (g),RSN-1028 SRSS pSa (g),RSN-1029 SRSS pSa (g),RSN-1030 SRSS pSa (g),RSN-1031 SRSS pSa (g),RSN-1032 SRSS pSa (g),RSN-1034 SRSS pSa (g),RSN-1035 SRSS pSa (g),RSN-1039 SRSS pSa (g),RSN-1041 SRSS pSa (g),RSN-1042 SRSS pSa (g),RSN-1044 SRSS pSa (g),RSN-1045 SRSS pSa (g),RSN-1048 SRSS pSa (g),RSN-1049 SRSS pSa (g),RSN-1050 SRSS pSa (g),RSN-1051 SRSS pSa (g),RSN-1052 SRSS pSa (g),RSN-1054 SRSS pSa (g),RSN-1055 SRSS pSa (g),RSN-1057 SRSS pSa (g),RSN-1063 SRSS pSa (g),RSN-1070 SRSS pSa (g),RSN-1072 SRSS pSa (g),RSN-1077 SRSS pSa (g),RSN-1078 SRSS pSa (g),RSN-1080 SRSS pSa (g),RSN-1082 SRSS pSa (g),RSN-1083 SRSS pSa (g),RSN-1084 SRSS pSa (g),RSN-1085 SRSS pSa (g),RSN-1086 SRSS pSa (g),RSN-1087 SRSS pSa (g),RSN-1089 SRSS pSa (g),RSN-1091 SRSS pSa (g)
0.01,0.46150686,1.04125443,0.20454999,0.13001254,0.07549083,0.13146046,0.463981,0.7796119,0.66847332,0.30865512,0.19650131,0.53920367,0.62442975,0.77167289,0.19151672,0.42950973,0.28635844,0.7414664,1.15442308,0.2947583,0.24772054,0.56544421,0.34039327,0.28612544,0.42212785,0.26874794,0.19207994,0.30243169,0.43238846,0.3868887,0.21499093,0.55405758,0.67706833,0.21419517,0.37830808,0.1564244,0.64135861,1.20007399,0.22804793,0.56283471,0.54247774,0.20109178,0.19480742,0.46646064,0.53634726,0.27334439,0.11652678,0.31539486,0.10390423,0.07356223,0.27665798,0.17287916,0.11687886,0.11275523,0.13654356,0.09819684,0.1743233,0.22239725,0.15647219,0.20144596,0.35107915,0.2735016,0.4072402,0.83615292,0.55269128,0.57966413,0.50910466,0.60533044,2.09595534,0.52973691,0.6367121,0.32765669,0.16064147,1.00576565,0.2983452,0.19093378,0.97702909,0.36991809,0.97770449,0.52959283,0.20783624,1.11650549,0.96433759,1.04857448,2.07422239,0.37926555,0.20937759
0.02,0.46276359,1.04824669,0.20429365,0.13075881,0.07475786,0.13110293,0.46579085,0.7719828,0.66475879,0.30707022,0.19510841,0.53470173,0.62366852,0.77855422,0.19062187,0.43829944,0.28547129,0.74254313,1.17484701,0.29649718,0.25039564,0.56232957,0.34250698,0.28389794,0.41240472,0.26526055,0.18989422,0.30014273,0.43424543,0.38490387,0.21241888,0.54860012,0.68382484,0.2130125,0.37646891,0.15327192,0.63622072,1.21094224,0.2243119,0.56222011,0.53930397,0.20229498,0.19054796,0.46496311,0.53880404,0.2711114,0.11743992,0.31134779,0.10404592,0.07391253,0.27870288,0.17200625,0.11787461,0.11354977,0.13749973,0.09895332,0.17637273,0.22396505,0.15785277,0.19998904,0.35343173,0.2754315,0.39999893,0.84157676,0.55136709,0.58159248,0.50741746,0.60898837,2.10414232,0.53524495,0.64604339,0.32463799,0.15989184,1.00357058,0.29414384,0.19205186,0.98390669,0.3725018,1.02253617,0.52732846,0.20616759,1.12740457,0.97017805,1.05817944,2.07756255,0.39176567,0.21073286
0.022,0.47013772,1.08219417,0.20424198,0.13610221,0.07494792,0.13104646,0.46440201,0.77506653,0.66494307,0.3073926,0.19611482,0.53503914,0.62422967,0.78879344,0.19097534,0.44278802,0.28568422,0.74235034,1.18122758,0.30616851,0.25230764,0.56359076,0.34882032,0.2865727,0.4138983,0.26522505,0.19069547,0.29979807,0.45563573,0.38633647,0.21289227,0.54650363,0.70742961,0.21346611,0.3766656,0.15320673,0.63912675,1.22199048,0.22456133,0.61957198,0.54557181,0.20285068,0.19229583,0.46581129,0.53961267,0.27185668,0.1174113,0.31170022,0.11185113,0.07656064,0.29193745,0.17251372,0.12161105,0.11686309,0.13943693,0.10060835,0.17841263,0.23205646,0.16116101,0.19977329,0.35564147,0.28761025,0.40131227,0.86772674,0.5516589,0.58143458,0.50959328,0.60944233,2.24517471,0.53584332,0.65008195,0.32464906,0.15994308,1.00251946,0.29429581,0.20158819,1.0308413,0.3861806,1.03573866,0.52955435,0.20736461,1.13409948,0.96745294,1.0627151,2.167471,0.39727638,0.21889549
0.025,0.47764003,1.1265627,0.20250981,0.13471931,0.07541853,0.13136673,0.46450829,0.7828849,0.66769575,0.31032626,0.197943,0.53659683,0.62570395,0.79667233,0.19137075,0.45253542,0.28579087,0.74429913,1.19323752,0.31281941,0.25280441,0.56942634,0.34817523,0.28716985,0.41881615,0.26642079,0.19289145,0.30033774,0.43370547,0.39035942,0.21289259,0.55042988,0.7215946,0.21341428,0.37604063,0.15658464,0.64535118,1.25004989,0.22673474,0.67612245,0.55254048,0.2036027,0.19453627,0.47474414,0.54139014,0.27119516,0.11839514,0.31229368,0.1133216,0.07845617,0.28536468,0.17494442,0.11813072,0.11949441,0.13655169,0.10208464,0.17889032,0.22968621,0.15867354,0.20119239,0.35352484,0.27604512,0.4063853,0.87002728,0.55192202,0.58759539,0.5113605,0.62846936,2.31939389,0.53589805,0.639583,0.32653441,0.16049529,1.00839088,0.29628772,0.19803373,1.06470033,0.404586,1.05539429,0.52875132,0.2085484,1.14087615,0.98059549,1.08431101,2.37221546,0.40743393,0.24570423
0.029,0.48010066,1.12866887,0.2042199,0.13584112,0.07634742,0.13127654,0.47707362,0.79480263,0.68334266,0.31460813,0.20102206,0.53870703,0.63106364,0.80839955,0.19356353,0.46100766,0.28762106,0.74856936,1.20901608,0.31677189,0.25328172,0.59546847,0.35273534,0.28601271,0.42090368,0.26878681,0.19309963,0.30374164,0.44195041,0.39069075,0.21728575,0.5526028,0.71946924,0.21421203,0.37935143,0.15753775,0.65265766,1.26456471,0.22905287,0.61570697,0.56135415,0.20520782,0.19609251,0.48360686,0.54952646,0.2722127,0.11762646,0.31426993,0.10730567,0.0805126,0.2855521,0.17416558,0.11384002,0.11933335,0.13449056,0.10522801,0.17954379,0.2225296,0.1564196,0.20267079,0.35204249,0.27980791,0.40682943,0.83886235,0.55249003,0.60286337,0.51596057,0.64777666,2.30566169,0.53381182,0.66578899,0.32748968,0.16157499,1.05283833,0.29817155,0.21104739,0.99764786,0.41700507,1.07989494,0.53497128,0.20779412,1.14455699,0.9869728,1.091476,2.37843852,0.40209214,0.2349535
0.03,0.48066833,1.13036555,0.20439586,0.13454059,0.07635578,0.13153042,0.47629849,0.80037704,0.68566613,0.31564003,0.20255804,0.54074984,0.63245547,0.81128109,0.193604,0.46714145,0.28713433,0.74875522,1.22295536,0.31428827,0.25428762,0.6048009,0.35229277,0.28749309,0.42102679,0.2684156,0.19383242,0.30366683,0.43658272,0.38892371,0.21889914,0.55117953,0.71250715,0.21400406,0.37905126,0.15836838,0.65935981,1.28058852,0.23104346,0.59879416,0.56218578,0.20592608,0.19655513,0.4854665,0.54970102,0.27024194,0.11762713,0.31687094,0.10477385,0.07891467,0.28764477,0.17493817,0.11405929,0.11617752,0.1340787,0.10609356,0.17846382,0.22245148,0.15719654,0.20351062,0.35153799,0.27542932,0.40410504,0.83030954,0.55256842,0.60515813,0.51972575,0.64498289,2.26906477,0.53115825,0.66882409,0.32915532,0.16136663,1.07352184,0.2987852,0.21471753,0.98982977,0.41900659,1.08717102,0.54276009,0.20880078,1.14485639,0.99114722,1.09068954,2.40451975,0.39747058,0.23015011
0.032,0.48175534,1.12549728,0.20620948,0.13525026,0.07688893,0.13271768,0.4756725,0.79817769,0.68635629,0.31830883,0.20467181,0.55215166,0.63788485,0.8064245,0.19298972,0.47809216,0.28855704,0.74993074,1.22697046,0.30318961,0.25829137,0.62192629,0.3517672,0.29117788,0.42532577,0.26706699,0.19717573,0.30288373,0.42430243,0.39569389,0.22250788,0.55256009,0.70455279,0.21363995,0.37890736,0.16615329,0.68049404,1.29843526,0.23117504,0.61447562,0.5540317,0.20785456,0.20058942,0.48492091,0.54432738,0.27028409,0.1172857,0.32294194,0.10787106,0.07661115,0.28279613,0.17946341,0.11335555,0.1144574,0.13471783,0.10445497,0.17614952,0.22343995,0.16021509,0.20735758,0.35306906,0.27942884,0.40685287,0.82125939,0.55306924,0.61609643,0.51985623,0.63929661,2.27159239,0.5302267,0.66265325,0.33076384,0.16047991,1.08675265,0.30168392,0.21403849,0.99128541,0.42265184,1.08613365,0.54770036,0.21194511,1.15506781,1.00392533,1.06991386,2.35210004,0.4144673,0.21926554
0.035,0.48398288,1.10940979,0.21113878,0.13766001,0.0780345,0.13359793,0.48040886,0.81367608,0.73226164,0.32562721,0.20773738,0.57627545,0.65810321,0.78734193,0.19219629,0.48671105,0.28889406,0.75522337,1.23392171,0.30619821,0.25856452,0.62461476,0.3499161,0.30224679,0.43065281,0.2690106,0.19871307,0.29994275,0.42895097,0.39265675,0.22374795,0.55066767,0.69921784,0.21741318,0.38453714,0.17962789,0.68959442,1.26319732,0.23992367,0.6655789,0.58174207,0.20600974,0.20496684,0.47777849,0.55565572,0.28646463,0.11666216,0.32127873,0.10858459,0.07632521,0.28555905,0.18220603,0.11457237,0.11354034,0.13516607,0.10235559,0.1763805,0.22826003,0.16139676,0.21069152,0.35235192,0.27534144,0.422831,0.83868771,0.55347756,0.61239458,0.52360517,0.63918912,2.32549327,0.53497488,0.66634085,0.3348134,0.16174462,1.03807676,0.30836403,0.20620747,0.99878089,0.44940155,1.09824852,0.5409216,0.21509629,1.15776859,1.0350969,1.0760079,2.16002261,0.4047813,0.21630177
0.036,0.48703427,1.12453892,0.21093301,0.13794134,0.07828891,0.13356786,0.48116326,0.82210341,0.73252011,0.32450878,0.20773744,0.58177779,0.66714622,0.77934768,0.19346298,0.48694379,0.28870853,0.75693693,1.23589744,0.30835681,0.2570956,0.63524701,0.34897471,0.30895229,0.43207988,0.26937634,0.19834299,0.30141972,0.43150282,0.39910738,0.22500606,0.55562434,0.69918487,0.21845563,0.38774319,0.18503561,0.68932422,1.27330613,0.24166746,0.66525779,0.58447513,0.20407167,0.20736232,0.4794324,0.56375413,0.29609641,0.11663207,0.32241685,0.10896925,0.07605464,0.28979755,0.18592762,0.11481319,0.11321265,0.13555125,0.10250196,0.1766408,0.22874034,0.16108679,0.21163867,0.35187874,0.274524,0.42559415,0.84365677,0.5541918,0.60512819,0.53394085,0.64057928,2.34654005,0.53435728,0.66441803,0.33706566,0.16225367,1.05206435,0.30856653,0.20176523,0.99480953,0.45080582,1.10501418,0.5447975,0.2157683,1.17157646,1.04455699,1.06303749,2.24359672,0.40579364,0.21630842
0.04,0.50006748,1.19155884,0.20986583,0.13722698,0.078216,0.13422116,0.46751739,0.84575359,0.76840973,0.32709946,0.21127901,0.61285492,0.66421223,0.78286976,0.20108672,0.47464134,0.29197895,0.76419803,1.2795291,0.30147174,0.25412204,0.64811246,0.35157123,0.31895963,0.4485276,0.26499984,0.19842047,0.30781216,0.43471986,0.41275042,0.2291639,0.57590972,0.70313687,0.2167275,0.38926417,0.19881042,0.67121213,1.41897545,0.27020077,0.63856155,0.57667624,0.21400039,0.22363454,0.50435744,0.57459571,0.3155555,0.11650626,0.32928934,0.1080732,0.07446613,0.29280371,0.19692223,0.11650624,0.11472319,0.13588855,0.10073563,0.1764111,0.2251932,0.1577128,0.21217956,0.35470274,0.27759444,0.4373123,0.85577073,0.55496195,0.57956709,0.54731701,0.63327396,2.38516315,0.53145179,0.65467433,0.34246758,0.16477236,1.16370856,0.30906343,0.19974073,1.00222371,0.46631231,1.12606133,0.57582355,0.21815211,1.19810099,1.06728623,1.07807015,2.56124496,0.43486037,0.2252348
0.042,0.50853319,1.22437811,0.21121417,0.13800547,0.07820922,0.1344103,0.46599053,0.84208474,0.80145214,0.33406673,0.21794822,0.62067051,0.66818352,0.80003832,0.209005,0.50612653,0.29204787,0.76609882,1.28446972,0.30418389,0.25411153,0.64099448,0.35401779,0.320114,0.45961121,0.26879013,0.20092583,0.31290453,0.43553064,0.41172101,0.23043254,0.583115,0.70694848,0.21933811,0.38594461,0.21135766,0.67068298,1.44901953,0.27472028,0.68502505,0.61230447,0.22403587,0.23055966,0.51524211,0.56141773,0.33915338,0.1163393,0.32768886,0.10970703,0.07590337,0.296742,0.19884112,0.11634062,0.11466109,0.13490794,0.10198525,0.17721078,0.2259573,0.15791457,0.21603567,0.35459054,0.28416484,0.43207024,0.85493616,0.55403625,0.60781882,0.51199581,0.63687205,2.38192615,0.53291119,0.66917479,0.33982378,0.16465828,1.23746692,0.3158009,0.20321384,1.01171981,0.50437509,1.17706518,0.58406197,0.22021603,1.19930549,1.08438289,1.08099696,2.72224907,0.43337445,0.2263351
0.044,0.51558948,1.24950679,0.21274995,0.13990171,0.07878328,0.13739619,0.48194077,0.8175454,0.80235737,0.34201049,0.22829839,0.64185957,0.66791997,0.81261589,0.2171453,0.53111076,0.29088485,0.76291829,1.28361412,0.3060613,0.25340303,0.64216319,0.35488659,0.31698082,0.47597824,0.27014814,0.20667402,0.31474434,0.43585877,0.40700926,0.2297499,0.5863445,0.71164679,0.22434044,0.38132621,0.22117665,0.65600107,1.49880565,0.2753479,0.69843116,0.63477516,0.22881402,0.23343465,0.53570335,0.58096947,0.35181069,0.11691151,0.34031494,0.11063959,0.07622805,0.30061057,0.2046402,0.11748029,0.11392817,0.13557415,0.10385191,0.17919186,0.22882846,0.15769666,0.21348589,0.35416962,0.28938921,0.42235731,0.85553601,0.55204874,0.62191729,0.52757601,0.67020456,2.43216778,0.53628472,0.67551682,0.34300435,0.16588118,1.24908649,0.31876681,0.21111811,1.02853555,0.53710835,1.21531405,0.58375792,0.21984732,1.22639726,1.08563422,1.0688408,2.80354773,0.42362263,0.22361561
0.045,0.51808512,1.25803221,0.21335876,0.13903009,0.07861717,0.13875117,0.48615588,0.7984238,0.79529018,0.3424805,0.22332383,0.66334775,0.67595772,0.81866994,0.22057052,0.56514561,0.29219755,0.7644792,1.28057344,0.30227949,0.25245964,0.64675064,0.35322713,0.31453971,0.48063541,0.27162131,0.20864943,0.31738211,0.43559951,0.41430053,0.22803941,0.58698223,0.71333573,0.22705164,0.38096546,0.22507582,0.64780041,1.52427026,0.27661586,0.700961,0.63485572,0.2315312,0.24119117,0.53828811,0.59176477,0.35846294,0.11724238,0.34857389,0.11011773,0.0762274,0.30106909,0.20557672,0.11771492,0.11464379,0.1366285,0.10455865,0.17960839,0.2279131,0.15702093,0.2124788,0.3530601,0.28904364,0.41910807,0.85957209,0.55235446,0.61465006,0.54048776,0.69020759,2.46221171,0.53738849,0.66901283,0.34456811,0.16768505,1.24801733,0.31702059,0.21721623,1.03882216,0.5371991,1.21438774,0.58252814,0.22063422,1.23316718,1.08183266,1.0701986,2.82176971,0.41697112,0.22301011
0.046,0.5213667,1.27233184,0.21364178,0.13831473,0.07880909,0.13908999,0.4860649,0.80896716,0.78108078,0.34039666,0.23111909,0.68753554,0.68771544,0.82857675,0.22307662,0.5803984,0.29445311,0.76382866,1.27793479,0.29977719,0.25208989,0.6561441,0.3546711,0.31203979,0.4867246,0.27675752,0.21094289,0.31888685,0.43422907,0.42178317,0.22781379,0.58861762,0.71516267,0.22839523,0.38237029,0.22786007,0.64794896,1.54158224,0.27911719,0.70583272,0.63156859,0.2342546,0.24697144,0.53702077,0.60774103,0.36277147,0.11735701,0.35387011,0.10857037,0.07611522,0.29955305,0.20608212,0.11742911,0.11565812,0.13735156,0.10561994,0.18015885,0.22825375,0.15783309,0.2146846,0.35313115,0.28483973,0.42482272,0.86120824,0.55304859,0.62369298,0.55143956,0.706273,2.45552509,0.53883228,0.65770016,0.34863104,0.16932932,1.23260444,0.31187903,0.22362358,1.05248311,0.52116037,1.2152234,0.58473647,0.22180373,1.23553517,1.08049991,1.08322268,2.90997315,0.41189333,0.22671697
0.048,0.52897484,1.30100225,0.21507602,0.13631806,0.07998709,0.13778044,0.48037711,0.86078141,0.78397802,0.34206775,0.23695193,0.71772142,0.69677874,0.84583733,0.22735625,0.6274741,0.3039278,0.76402093,1.26223035,0.29264786,0.25039346,0.66977845,0.36086165,0.32350961,0.50220939,0.28828743,0.21394735,0.31882028,0.43678587,0.42763808,0.22624611,0.59570002,0.72081222,0.22910112,0.38085375,0.23792592,0.67547767,1.5466918,0.28253603,0.68247216,0.64480781,0.24080343,0.25372636,0.53204535,0.64113076,0.36640805,0.11736071,0.34926317,0.11204789,0.07575758,0.2967232,0.20536538,0.11604436,0.11774372,0.13837841,0.10612581,0.1810086,0.23327283,0.16274462,0.22129134,0.35581642,0.27811882,0.43271746,0.86262707,0.5531407,0.63967303,0.55490632,0.7203984,2.39272344,0.53992904,0.65299049,0.36490744,0.17003495,1.21675665,0.30923985,0.22898083,1.09705618,0.53371032,1.21357008,0.59735762,0.22296735,1.25009126,1.07834722,1.1208483,3.11133849,0.41886348,0.23844126
0.05,0.53459227,1.30891327,0.21834059,0.13592343,0.08232198,0.13825478,0.47595346,0.88999276,0.80102772,0.36432327,0.23839306,0.72851576,0.71070581,0.85791721,0.23019199,0.64240681,0.30926707,0.764033,1.24503502,0.30702303,0.25593714,0.66764983,0.36404618,0.33392031,0.52369806,0.29288022,0.21911888,0.31644487,0.44860333,0.42288669,0.22401558,0.59944906,0.72902855,0.2345553,0.38319878,0.23879878,0.69890206,1.51601705,0.27616985,0.65268769,0.64777816,0.23921238,0.27178222,0.54439739,0.6565716,0.35473105,0.11944204,0.34545728,0.11476209,0.07886554,0.2976328,0.20173634,0.11886143,0.11886088,0.14160595,0.10550049,0.18182898,0.23685642,0.16532834,0.22800194,0.35975149,0.29971709,0.43094147,0.86948571,0.55502099,0.65751933,0.56664993,0.72929319,2.41408862,0.53687104,0.67535097,0.3738973,0.16940987,1.25550998,0.31989096,0.23509647,1.15891989,0.53180356,1.17350195,0.5942306,0.22240492,1.31858903,1.03673412,1.13143632,3.12730549,0.43128652,0.24253617
0.055,0.55059194,1.36948414,0.2213618,0.13909403,0.08463555,0.13492902,0.48467999,0.89132514,0.80002323,0.41968324,0.25868081,0.71068621,0.73486716,0.83836404,0.22495844,0.69430298,0.31186827,0.77801253,1.32948158,0.32267592,0.26863546,0.66802387,0.37652756,0.32720747,0.59934791,0.29981694,0.21534545,0.31442302,0.47071273,0.43469845,0.22469614,0.60028743,0.74808609,0.22751136,0.39795897,0.23273807,0.69277186,1.50175378,0.29767085,0.67474784,0.64472035,0.24837019,0.2768907,0.58729291,0.59465344,0.35025191,0.12281489,0.38117443,0.11499776,0.09222692,0.30296723,0.22439629,0.12403026,0.12263815,0.14290587,0.11488325,0.18309506,0.22926766,0.17220158,0.24343791,0.35996355,0.29527029,0.4262118,0.88738139,0.56011127,0.70361921,0.61570156,0.76950446,2.50493582,0.53514288,0.6986651,0.3650178,0.16747045,1.29941787,0.33440094,0.24731575,1.19763231,0.56425717,1.26598552,0.58842267,0.22485537,1.35024295,1.07492629,1.10549636,3.35864928,0.4780471,0.2666314
0.06,0.57248114,1.40704044,0.23292483,0.14878817,0.0872817,0.1540833,0.51611642,0.83659712,0.70796486,0.4115246,0.26304988,0.72049733,0.77277081,0.9266621,0.22805997,0.71785065,0.33201774,0.76647098,1.3684496,0.37786414,0.27895967,0.7504483,0.39896336,0.34077733,0.6232066,0.32505279,0.21136633,0.32783588,0.49679412,0.41071315,0.23429338,0.63794348,0.7696808,0.25175402,0.41838627,0.2510767,0.79812875,1.51170227,0.38401367,0.74730831,0.69846772,0.24149703,0.33146739,0.5648977,0.61549451,0.37907028,0.12716748,0.42242882,0.12316078,0.10462254,0.31506706,0.2320773,0.12689135,0.13865449,0.14896328,0.12049884,0.18853224,0.23053776,0.17704032,0.25218089,0.35703103,0.33634317,0.46230773,0.90873546,0.55311827,0.7227523,0.61859352,0.84453025,2.91490954,0.54508561,0.68059447,0.35469158,0.17173369,1.1776522,0.36294151,0.27446394,1.21166674,0.54647174,1.24135902,0.65600016,0.2319378,1.40479937,1.14590729,1.24990301,3.23554135,0.51457356,0.32159925
0.065,0.59895473,1.45365129,0.24679011,0.15835347,0.09965698,0.16002851,0.5223973,0.99983713,0.71439119,0.45090903,0.22850561,0.76087957,0.77317195,0.93696344,0.23026383,0.74745416,0.31566234,0.78501193,1.43112094,0.41122599,0.27445578,0.84777561,0.41627226,0.350439,0.6498767,0.3345651,0.21439076,0.3592299,0.53202034,0.45757293,0.25656503,0.70784729,0.83662063,0.27356203,0.43297742,0.28189926,0.78535603,1.51734014,0.36542689,0.81539968,0.77615942,0.22692195,0.35964329,0.61637086,0.64301403,0.34940156,0.13186503,0.48999582,0.13738086,0.10924209,0.32086734,0.25064511,0.13069784,0.15513275,0.15590254,0.12674701,0.19558605,0.22586053,0.17919378,0.27221693,0.36492824,0.37466951,0.49003354,0.93307004,0.55613633,0.78735104,0.62577778,0.89871592,2.99343476,0.56145428,0.68640961,0.35871451,0.19170862,1.31147902,0.39096916,0.27868371,1.25429658,0.60378909,1.36537711,0.65425536,0.23830453,1.43506924,1.24413231,1.24384652,3.29582837,0.50217787,0.38331296
0.067,0.60478934,1.42995574,0.25579123,0.16363001,0.10288852,0.15854118,0.54018632,1.01837658,0.73841628,0.43814639,0.22605137,0.77991043,0.7907751,0.91346746,0.23262465,0.75076862,0.32231939,0.78312801,1.48428059,0.42166474,0.27931159,0.88711534,0.40098733,0.3634309,0.67121016,0.34039798,0.21982053,0.37544817,0.54289031,0.47109408,0.27053084,0.71538822,0.85924315,0.27850865,0.44452529,0.28070714,0.75923729,1.58464031,0.3483358,0.87682179,0.75306361,0.22039054,0.37266134,0.64870883,0.64182529,0.3387538,0.12902144,0.52900887,0.15210601,0.1068522,0.31824876,0.26038434,0.1279836,0.15679028,0.15807961,0.13249033,0.2008739,0.23048744,0.17868253,0.28745791,0.36936873,0.38391461,0.51324167,0.94983211,0.55574573,0.79032553,0.57858832,0.9021187,2.81685112,0.56723199,0.73785799,0.36955173,0.19256538,1.34699417,0.41100035,0.26677322,1.27269648,0.63047926,1.40679043,0.65342472,0.23896119,1.46725203,1.2405802,1.20948659,3.20646465,0.54240572,0.40311062
