
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 0.0
Rrup Max (km):, 40.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
2.4,0.15369748,0.48199378,0.04901083,0.04106446,0.03411235,0.03290035,0.16627339,0.1122867,0.27283323,0.02149749,0.0295169,0.30612923,0.24119053,0.24478031,0.03808207,0.0207534,0.097099,0.70948569,0.5831519,0.11527093,0.12841615,0.15225147,0.18854473,0.1208909,0.04577715,0.03260139,0.04119998,0.07092114,0.0802956,0.07872546,0.03301753,0.0509567,0.0248473,0.05894968,0.06292376,0.05559634,0.1108742,0.34684383,0.05139672,0.191386,0.02821274,0.09899993,0.0406317,0.07626688,0.42810118,0.02417415,0.03783863,0.05025111,0.02033047,0.01387606,0.03466309,0.08457172,0.04434354,0.04662861,0.04992067,0.06103423,0.06875222,0.04630042,0.08600344,0.06753878,0.08588374,0.01508537,0.26686509,0.34004017,0.61703592,0.37456731,0.07602199,0.10085335,0.15425044,0.15882402,0.26793882,0.016616,0.12971397,0.58160066,0.03237418,0.0153213,0.31727546,0.09326158,0.09724673,0.22575407,0.08385779,0.77262032,0.53000225,0.65238144,0.36766973,0.06640167,0.06984115
2.5,0.14313591,0.46599181,0.0439662,0.03919594,0.03008744,0.03065163,0.15572047,0.10120967,0.2587719,0.01879657,0.02821362,0.26211831,0.22019734,0.21595297,0.03663371,0.01752697,0.09803301,0.68568787,0.58119802,0.11346986,0.12404221,0.13039756,0.1764833,0.11014664,0.03956541,0.02753924,0.03843768,0.06214961,0.08091488,0.07407292,0.03072829,0.04487986,0.02253829,0.05360401,0.05745454,0.04940487,0.10447705,0.34456581,0.05062648,0.16502741,0.02605028,0.08615843,0.0393836,0.06896074,0.40149236,0.02336671,0.03090404,0.0471671,0.01838264,0.01291769,0.03336358,0.07787616,0.04168712,0.04289467,0.04437409,0.05213684,0.05741542,0.04151586,0.06863235,0.06906879,0.08478703,0.01547966,0.23580968,0.31472558,0.58538096,0.34375806,0.06559576,0.10721607,0.14277238,0.15091773,0.23527224,0.01366889,0.09759729,0.53454504,0.02954178,0.01608862,0.29056346,0.0819983,0.08716104,0.20266512,0.07632743,0.78052284,0.50813542,0.62691202,0.3034734,0.06477694,0.06345392
2.6,0.13183837,0.44436589,0.03911496,0.03575889,0.02762897,0.0319127,0.15307841,0.08753295,0.23609865,0.0166375,0.02859114,0.23136128,0.19891865,0.18316524,0.03494235,0.01799302,0.09461407,0.65965502,0.56606519,0.11325712,0.11159122,0.10958015,0.15773584,0.09653283,0.03518458,0.02394206,0.03739645,0.05375365,0.07893678,0.0668862,0.0285092,0.04306167,0.02053252,0.04992705,0.04912763,0.0473136,0.09519189,0.33835137,0.05308971,0.13624979,0.02317358,0.07446432,0.0363929,0.06439403,0.3671747,0.02139723,0.02861606,0.04188805,0.01627823,0.01236611,0.03093289,0.0745585,0.03800684,0.03793909,0.04048715,0.04556462,0.04745124,0.03852659,0.05354688,0.06866164,0.08043608,0.01510503,0.18671682,0.29356225,0.55487619,0.28813693,0.05845952,0.10987413,0.13297652,0.14212565,0.20766932,0.0132061,0.08953502,0.48691337,0.03113084,0.01630239,0.26133879,0.07107401,0.07782967,0.1719572,0.06687727,0.7696615,0.49027458,0.58285807,0.24381606,0.06257871,0.0572051
2.8,0.11243948,0.39513041,0.03199611,0.02945255,0.02373398,0.0342063,0.15343805,0.06501125,0.17766291,0.01293756,0.02933453,0.20466152,0.1618364,0.14920114,0.02897953,0.01902753,0.0823255,0.60497945,0.49722585,0.08837569,0.08090588,0.096686,0.11917781,0.0725833,0.0290285,0.02551148,0.03345911,0.04144864,0.06195622,0.04920601,0.02352809,0.03499772,0.01725738,0.04976976,0.03583984,0.04065617,0.06701403,0.31509015,0.0444735,0.09453209,0.02452935,0.06100361,0.02912066,0.0523418,0.29509766,0.01691997,0.02425725,0.03466359,0.01557486,0.01185397,0.02422843,0.06389543,0.03256374,0.03169528,0.03550352,0.04066328,0.04311045,0.03275647,0.04091214,0.06400704,0.06873476,0.01118478,0.12869443,0.26334296,0.4810914,0.19402294,0.05721777,0.11177438,0.1268777,0.13249498,0.17099733,0.01254007,0.0939084,0.39992006,0.02976381,0.01361112,0.1930951,0.05686604,0.06739951,0.16310995,0.05100126,0.69244003,0.4816774,0.49132315,0.17980316,0.05272098,0.04909263
3.0,0.09776984,0.34440564,0.02775489,0.03067481,0.02214038,0.03612443,0.14517082,0.05397719,0.14691297,0.01169825,0.02786439,0.16734553,0.12957843,0.13431802,0.0246274,0.01672573,0.07056082,0.5306032,0.4295433,0.07881228,0.06492456,0.08183079,0.09437474,0.05661261,0.03007093,0.02395308,0.03195397,0.0374853,0.05868068,0.03777072,0.02034104,0.03016101,0.01490168,0.04269975,0.02584876,0.03301005,0.0549928,0.27491269,0.03548426,0.0705321,0.02336995,0.0518827,0.02156312,0.03812661,0.25001688,0.01514788,0.02044144,0.03330742,0.01488908,0.01156744,0.02419556,0.04718418,0.02729079,0.02740947,0.03045547,0.03593432,0.03813103,0.02577365,0.03332325,0.05454597,0.05841524,0.00837315,0.12691002,0.24195097,0.42133431,0.15810741,0.05549218,0.10587666,0.13277061,0.13984123,0.14346646,0.01055939,0.0869025,0.32720412,0.02628998,0.01080094,0.14896725,0.04717136,0.06544228,0.14575213,0.04624854,0.59743437,0.43499576,0.43179239,0.16016427,0.03899088,0.03963629
3.2,0.08415077,0.28919871,0.02448611,0.0303823,0.01960526,0.03219075,0.12834044,0.0517475,0.12038887,0.01130904,0.02610436,0.13921903,0.11216623,0.11901001,0.02067216,0.01365174,0.059198,0.44768384,0.35644491,0.06422511,0.05235533,0.06979516,0.08652865,0.04539735,0.03281068,0.02296544,0.02738703,0.03746287,0.05249212,0.02962455,0.01851051,0.02774033,0.01298234,0.04304814,0.02143994,0.02655699,0.04266892,0.21767859,0.03169946,0.05728407,0.02551624,0.04331564,0.0197765,0.0289498,0.20583965,0.01490316,0.01801798,0.03343333,0.01426437,0.01110358,0.02357719,0.03345713,0.02269078,0.02280928,0.02435464,0.02968933,0.03202521,0.02132071,0.02847482,0.0413453,0.05437017,0.00714355,0.11737331,0.22580205,0.36400489,0.13760433,0.04912169,0.09576626,0.12802213,0.14039935,0.1175488,0.00814339,0.06822281,0.26881387,0.0296772,0.00829424,0.12326199,0.04136911,0.06006715,0.12708077,0.04542879,0.512599,0.36918481,0.35139493,0.14831453,0.0322664,0.03375616
3.4,0.07457169,0.2459576,0.02260933,0.02685653,0.0168462,0.027542,0.09811923,0.04992641,0.09755004,0.01107205,0.02690151,0.11901008,0.09779084,0.10441834,0.01783766,0.01175508,0.05586362,0.40043447,0.29665414,0.0631464,0.04369189,0.06280827,0.07822314,0.03855962,0.03486441,0.02245938,0.02565115,0.03525933,0.04661537,0.02517674,0.01664267,0.0288186,0.01140178,0.04561034,0.01978529,0.01974055,0.03702772,0.18627951,0.0351896,0.05555257,0.0257122,0.03972456,0.02175187,0.02435134,0.1755065,0.01416258,0.01497921,0.03218178,0.01408552,0.01110178,0.02409066,0.03092943,0.01922155,0.01929723,0.02007231,0.02358431,0.02576817,0.01683941,0.02208458,0.03431199,0.05025132,0.00608298,0.10584363,0.20356863,0.31539755,0.13714785,0.04486213,0.08221577,0.11874443,0.14101855,0.09551006,0.00688841,0.07855802,0.23393304,0.03413254,0.00668548,0.10803353,0.03734905,0.05197604,0.11246551,0.04843598,0.42905207,0.32242212,0.28422919,0.15062981,0.0275872,0.03016182
3.5,0.07060821,0.22828429,0.02183908,0.02437954,0.01576154,0.02484,0.08926918,0.04956952,0.08832733,0.01167493,0.02678655,0.10928912,0.09252143,0.09764677,0.01626001,0.0107965,0.05775037,0.37372486,0.27306038,0.06725794,0.04261376,0.05840411,0.07707985,0.03591664,0.0352122,0.02195782,0.02534155,0.03335755,0.04307538,0.02292852,0.01548147,0.02865736,0.01071773,0.04649183,0.01929362,0.01779257,0.03592845,0.17587964,0.03902776,0.05423378,0.02579184,0.03971938,0.02213996,0.02322466,0.16929952,0.01370099,0.01353058,0.03100573,0.01392333,0.01105048,0.02426194,0.02994478,0.0177427,0.01768227,0.01805347,0.02146905,0.02360141,0.01480398,0.01926799,0.0352606,0.04907003,0.00558489,0.10014795,0.20129064,0.29361426,0.13310771,0.04181346,0.07482764,0.11592234,0.13541628,0.08619773,0.0064905,0.07964225,0.21888298,0.03427059,0.00641365,0.10265415,0.0357379,0.04790367,0.0990454,0.04911292,0.39856396,0.29759368,0.26058544,0.1496783,0.02549392,0.0282452
3.6,0.06689186,0.21162584,0.02114355,0.02299551,0.0145222,0.02183455,0.08516014,0.04911484,0.080623,0.01252345,0.02583025,0.0997898,0.08771646,0.09130301,0.01524963,0.00986843,0.05715578,0.34617006,0.25561162,0.07189804,0.04052543,0.05470422,0.07265408,0.03342946,0.03518314,0.02107167,0.02474313,0.03117926,0.04110519,0.02143208,0.01454785,0.02912055,0.0100929,0.04699029,0.01867597,0.01657106,0.03408584,0.16353706,0.0416873,0.05145009,0.02783384,0.04147167,0.0225696,0.02245456,0.16284654,0.01303875,0.01333875,0.02962299,0.01357259,0.01100954,0.02405036,0.02946439,0.01674978,0.01654705,0.0164294,0.01945495,0.02182498,0.01297009,0.01716575,0.03707275,0.04734696,0.00494668,0.09742874,0.20120126,0.27352288,0.12999359,0.03880787,0.06743795,0.11145776,0.13606976,0.07798777,0.00615758,0.07843682,0.2048084,0.0345333,0.00622698,0.0953144,0.03463082,0.04437647,0.08548373,0.04873737,0.36652332,0.27488916,0.23743907,0.14559344,0.02356566,0.02635697
3.8,0.05983695,0.17979674,0.01991394,0.0232515,0.01353865,0.01742342,0.08196019,0.04613053,0.06923384,0.01319339,0.02250355,0.08962631,0.07914691,0.08157931,0.01395574,0.00819707,0.05304962,0.29271375,0.22397784,0.07468306,0.0371113,0.05604024,0.05959274,0.03167365,0.03526557,0.02068232,0.02284606,0.02965206,0.03999618,0.01871243,0.01388563,0.0303595,0.0089973,0.0460539,0.01677068,0.01565351,0.03244762,0.13650392,0.0431368,0.04445944,0.02970582,0.04339905,0.02194827,0.02077863,0.14974538,0.01179012,0.01376894,0.02797525,0.01262841,0.01100203,0.02310081,0.02882432,0.01508661,0.014768,0.01506322,0.01595223,0.01832326,0.01060378,0.01475677,0.03963994,0.03950443,0.00426464,0.09914243,0.19424117,0.23841482,0.11619875,0.0358596,0.05392685,0.09930014,0.13145555,0.06838247,0.0055774,0.06354805,0.17660146,0.03490852,0.00579011,0.07698752,0.03162485,0.04139468,0.06967719,0.04655989,0.30201687,0.23296324,0.19340551,0.13786688,0.02107475,0.02274973
4.0,0.05308472,0.15248234,0.01848075,0.02101212,0.0128068,0.0135469,0.07268907,0.0436673,0.0619377,0.01256917,0.01947708,0.08516602,0.0710037,0.07572523,0.01316819,0.00684099,0.04524314,0.24410521,0.19807994,0.06554466,0.03422844,0.0536018,0.04561113,0.03104014,0.03424713,0.02100432,0.02068524,0.02965421,0.03289503,0.01756257,0.01319079,0.03162184,0.00807366,0.04046518,0.01617204,0.01410337,0.03688364,0.11203422,0.04143723,0.03981225,0.02941638,0.04601986,0.01986503,0.01900374,0.13581502,0.01144463,0.01407505,0.02828183,0.01274546,0.0108463,0.02257324,0.02551464,0.01367849,0.01313084,0.01392525,0.01332615,0.01567506,0.00944899,0.0121663,0.03813345,0.03371729,0.00362561,0.09180218,0.17886464,0.2096088,0.1055366,0.03199208,0.04365585,0.08687932,0.11933865,0.05927706,0.00532996,0.05784422,0.15137606,0.03215643,0.00514292,0.06580132,0.02952833,0.03846623,0.06166542,0.03923407,0.24485177,0.19716688,0.15575142,0.13061059,0.01836375,0.01953604
4.2,0.04726268,0.13310663,0.01678174,0.01907412,0.01168171,0.01137482,0.0690359,0.04058816,0.05714108,0.01232483,0.01684172,0.07160741,0.06325097,0.06810721,0.01233865,0.00573041,0.03590021,0.20683937,0.17490922,0.05622969,0.03189704,0.04472713,0.03595755,0.02938674,0.03120264,0.02015196,0.01874991,0.02610741,0.02568113,0.01711404,0.01266306,0.03104765,0.00728859,0.03665182,0.01566668,0.01310114,0.03501555,0.10031164,0.03893161,0.03574074,0.02701602,0.04169195,0.01731816,0.01737059,0.12098281,0.01066932,0.01370661,0.02817476,0.01270067,0.01051003,0.02253274,0.02407966,0.01225501,0.01150145,0.0122374,0.01229128,0.01494517,0.00868359,0.01024296,0.02852049,0.03127924,0.0030522,0.08154214,0.15807762,0.18721472,0.10372325,0.02800488,0.03519567,0.07976213,0.10485999,0.0514628,0.00500773,0.05057125,0.1369614,0.02842531,0.00446067,0.06064981,0.0272927,0.03533618,0.05690358,0.03405251,0.2110952,0.16356762,0.13773532,0.12345745,0.0157516,0.01682183
4.4,0.04206666,0.11847399,0.01493665,0.01620863,0.00974088,0.01039742,0.0618812,0.03670467,0.05388014,0.01058731,0.01486198,0.06418651,0.05700429,0.06188871,0.01126957,0.00485757,0.02934673,0.18436616,0.15573802,0.04946348,0.02900379,0.03777095,0.03083709,0.02676026,0.02775189,0.01797564,0.01658887,0.02323624,0.02136258,0.01612231,0.0115871,0.02854708,0.00661534,0.03211165,0.01555194,0.01217648,0.02861031,0.09168183,0.03377833,0.03240259,0.02325522,0.03508301,0.01489238,0.01661628,0.10600258,0.00964542,0.01349519,0.02717856,0.01199492,0.0101458,0.02190875,0.02095283,0.01038471,0.00972421,0.01020625,0.0108604,0.01353266,0.00785679,0.00846931,0.02226344,0.02990381,0.00253109,0.06520089,0.14181519,0.1680311,0.09746381,0.02646957,0.02912025,0.07273186,0.08639169,0.04545587,0.00457019,0.04327776,0.12740476,0.02534003,0.00387309,0.05520411,0.02553148,0.03215724,0.05318811,0.03002939,0.18270595,0.14196011,0.12481174,0.11316898,0.01336548,0.01457196
4.6,0.03768145,0.10669784,0.01330759,0.0128656,0.0078012,0.00967553,0.052524,0.03244989,0.05093477,0.00956861,0.01372516,0.05747717,0.05158706,0.0602227,0.01013358,0.00448036,0.02590328,0.16418658,0.13813761,0.04391864,0.02585011,0.03142674,0.02969291,0.02352412,0.0248823,0.01600645,0.01457348,0.01989864,0.01828735,0.01541542,0.00954233,0.02608089,0.00603289,0.02734084,0.01422748,0.01136777,0.02360011,0.08157244,0.027372,0.02882402,0.01980057,0.02893958,0.01280479,0.01655336,0.09408276,0.00863531,0.01255486,0.02641229,0.01112769,0.01027943,0.0205463,0.01789002,0.00898323,0.00810763,0.00879223,0.00934979,0.01184485,0.00714184,0.00741173,0.01864552,0.02849791,0.00204415,0.05339614,0.12626865,0.15183446,0.08774552,0.02520831,0.02514299,0.06630231,0.07078205,0.04071886,0.0041388,0.04129089,0.1182909,0.02133577,0.00340114,0.05041863,0.02370083,0.02906052,0.04820904,0.02618321,0.15904395,0.13140981,0.11325622,0.11149641,0.01231275,0.01273739
4.8,0.03388788,0.09690967,0.01185009,0.01098493,0.00701247,0.0088558,0.046482,0.02814786,0.04815763,0.00883457,0.01205204,0.05263442,0.04652911,0.0571601,0.00979847,0.00410921,0.02306908,0.14632127,0.12132908,0.03747971,0.02390887,0.02781584,0.02759485,0.02007646,0.02112045,0.01432776,0.01247826,0.01752635,0.01531136,0.01429725,0.00835397,0.02196981,0.00552487,0.022259,0.01224743,0.01046581,0.01908287,0.07089009,0.02286849,0.02511351,0.01613578,0.02432463,0.01105446,0.01606023,0.08779663,0.00839233,0.01122883,0.02485602,0.0112062,0.01024498,0.02016405,0.014765,0.00765091,0.00673329,0.00744399,0.00806906,0.01015685,0.00668621,0.00685244,0.01694223,0.02610215,0.00177995,0.04490277,0.11004051,0.14318904,0.08153551,0.02353309,0.02180478,0.06005674,0.06312071,0.03697001,0.00364275,0.03835567,0.1082884,0.01699339,0.00301414,0.04681654,0.02204573,0.02611987,0.04292801,0.02260894,0.13804492,0.12204236,0.10300617,0.10760085,0.01183856,0.01124497
5.0,0.03059646,0.08869612,0.0105545,0.00917454,0.0058821,0.00783135,0.04233597,0.02407243,0.04562989,0.00801676,0.01066863,0.04937072,0.04200227,0.05302708,0.00935384,0.00373156,0.02058965,0.13070259,0.10707292,0.02953829,0.02230209,0.02562565,0.02412676,0.01761009,0.01719671,0.01265233,0.01040019,0.01512078,0.01393958,0.01294908,0.00726548,0.01799255,0.00507857,0.01763716,0.01053207,0.00927685,0.0151761,0.06224686,0.01853387,0.02147217,0.01280624,0.02004656,0.00992685,0.01520189,0.08241823,0.0080704,0.01082793,0.02271372,0.01104126,0.01014275,0.01934933,0.0131579,0.00650709,0.00590641,0.00644627,0.00679377,0.00864571,0.00629536,0.00636125,0.01660016,0.02237332,0.00163459,0.03997928,0.10062493,0.1339474,0.07932399,0.02145565,0.01901507,0.0541393,0.05494682,0.03392208,0.00314782,0.03740415,0.09761594,0.01415426,0.00269047,0.04361815,0.02106618,0.02338152,0.03918594,0.01982397,0.11962655,0.11221801,0.09389369,0.10426857,0.01122901,0.0100211
5.5,0.02416705,0.07218271,0.00809122,0.00625092,0.00409893,0.00646476,0.03328545,0.01704486,0.03958671,0.00545842,0.00858115,0.03914448,0.03348256,0.04081069,0.00794682,0.00282591,0.01645192,0.09974509,0.08883252,0.01727878,0.01787876,0.01918337,0.01757713,0.01345247,0.01086033,0.00910383,0.00688929,0.0140379,0.01198584,0.01060313,0.00589521,0.01036577,0.00417302,0.01181257,0.00748619,0.00549056,0.01219667,0.04542478,0.01169327,0.0170706,0.0078643,0.01405955,0.00766412,0.01218855,0.06877674,0.00689984,0.01078321,0.01832868,0.0111274,0.00952015,0.01751013,0.01234939,0.00502617,0.00482733,0.00484428,0.00488972,0.00640937,0.00570234,0.00476862,0.0155955,0.01665916,0.00139271,0.03160482,0.08397928,0.11697464,0.06634711,0.01586939,0.0139165,0.04134614,0.03737749,0.02806595,0.00222105,0.02674501,0.07306176,0.00985936,0.00209581,0.03513325,0.01801695,0.01755179,0.03347258,0.01752667,0.09238267,0.08799031,0.07525785,0.08845162,0.00935582,0.00777016
6.0,0.01970341,0.05885161,0.00659666,0.00442925,0.00341016,0.00449309,0.02674845,0.01272233,0.03398359,0.00400585,0.00725228,0.03273765,0.02653654,0.02948732,0.00685694,0.00210327,0.01185118,0.07807778,0.07448465,0.01298943,0.01373946,0.01464741,0.01638788,0.01142857,0.0078706,0.00679801,0.00625052,0.0132948,0.00981846,0.0091873,0.00491097,0.00717324,0.00348967,0.00994232,0.00597577,0.00407032,0.01094041,0.03673447,0.00907939,0.01398211,0.00581393,0.01337987,0.00553746,0.00904111,0.05645467,0.00582975,0.00997598,0.01727736,0.01065638,0.00837347,0.01599501,0.00940446,0.00457084,0.00446233,0.004095,0.00391119,0.00517053,0.00471191,0.00359207,0.01161797,0.01495212,0.00116527,0.02564464,0.06805115,0.09990094,0.05037619,0.01155207,0.01086618,0.03313999,0.03063101,0.02350906,0.00180339,0.02139798,0.05934194,0.00808401,0.00170349,0.02703058,0.01541834,0.01403162,0.02771556,0.01836694,0.07506508,0.06782621,0.06210414,0.07372467,0.00770488,0.00621626
6.5,0.01648954,0.04922035,0.00552424,0.00363383,0.00286139,0.00380469,0.02445852,0.01041951,0.02893084,0.00302749,0.00633919,0.02712587,0.02106291,0.02459221,0.00627644,0.00170252,0.00931874,0.06240909,0.06252762,0.00999747,0.01082269,0.01298573,0.01426056,0.00943834,0.00607681,0.00512812,0.00537112,0.01051635,0.00786222,0.0078145,0.00413038,0.00540944,0.00296261,0.00896189,0.00495233,0.00401031,0.00975239,0.03003399,0.00666875,0.01119893,0.00467947,0.01438093,0.00444488,0.00645105,0.04652148,0.00469881,0.00874658,0.01594996,0.0107777,0.00818819,0.01449568,0.00697718,0.00411763,0.00416112,0.00376281,0.00324538,0.00431214,0.00355035,0.00295677,0.00899478,0.01164261,0.00100324,0.02049004,0.05427916,0.08414286,0.03743167,0.0089793,0.00870943,0.02757898,0.02499373,0.01973923,0.00161812,0.01874136,0.0514465,0.00687621,0.00141193,0.02176132,0.0134107,0.01178741,0.02439331,0.01653872,0.06137547,0.05703898,0.0517912,0.06808042,0.00652498,0.00507598
7.0,0.01390098,0.04210668,0.00458923,0.00291398,0.0023285,0.00317245,0.0190877,0.00845207,0.02449281,0.00235665,0.00529412,0.02193409,0.01801948,0.02072456,0.0051032,0.0013828,0.00710838,0.05039756,0.05289342,0.008074,0.00904993,0.01116283,0.01158855,0.00761627,0.00470843,0.00488546,0.00405968,0.00873146,0.0062789,0.00662508,0.00333238,0.00462792,0.00254802,0.00716636,0.00398379,0.00368697,0.00836543,0.02496367,0.00523007,0.00897879,0.00412811,0.01278048,0.00396809,0.00492253,0.03834305,0.00383754,0.00818128,0.0139429,0.01026613,0.00736038,0.01235972,0.00490452,0.00352196,0.00370909,0.00328129,0.00276653,0.00397403,0.00248758,0.00249633,0.0077398,0.00995812,0.00092529,0.01827434,0.04651135,0.07206026,0.02853731,0.00750256,0.00716424,0.02268283,0.02038331,0.01663129,0.00146917,0.01640736,0.04662949,0.00553915,0.00118693,0.0197706,0.01198504,0.00996801,0.02046558,0.01210309,0.05075261,0.04824194,0.04361886,0.06268236,0.00571561,0.00421832
7.5,0.01185597,0.0363116,0.00387105,0.00223228,0.00185883,0.00230747,0.01636518,0.00697336,0.02068688,0.00203544,0.00478185,0.01927433,0.01597988,0.01789535,0.00386434,0.00113887,0.00658942,0.04190903,0.04488774,0.00771807,0.00764234,0.00935351,0.00938192,0.00608725,0.00403721,0.00441532,0.00349395,0.00672503,0.00507583,0.00581967,0.00254746,0.00423512,0.0022159,0.00528152,0.00379822,0.00272129,0.0068814,0.02134735,0.00407102,0.0074056,0.00346491,0.01004025,0.00346039,0.00455777,0.03172822,0.00347545,0.00752153,0.0116655,0.0096943,0.00615815,0.01044569,0.00387284,0.00285956,0.00316016,0.00265034,0.0023813,0.00360645,0.00228945,0.00212674,0.00732581,0.00803657,0.00083854,0.01538615,0.03995068,0.06244614,0.0253366,0.0065849,0.00603235,0.01855248,0.01640394,0.01411944,0.00131209,0.01452148,0.04067647,0.00538834,0.00101668,0.01788058,0.0107022,0.00849162,0.01517975,0.00954288,0.04272166,0.04106986,0.03709493,0.05654428,0.0049912,0.00355947
8.0,0.01026285,0.03171699,0.00332081,0.0019127,0.00149613,0.00175544,0.01473465,0.00584243,0.01748786,0.00176699,0.00418297,0.01753981,0.01418705,0.01538524,0.00332153,0.00095674,0.00673305,0.03645829,0.03827921,0.00696717,0.00652861,0.00738353,0.00829836,0.00486031,0.0033978,0.00420507,0.00295977,0.00568035,0.00418044,0.00505511,0.00216826,0.00368358,0.00194549,0.00411041,0.00350614,0.0021036,0.00583668,0.01833928,0.00332431,0.00635865,0.00288093,0.00791733,0.00296529,0.00415212,0.02643416,0.00265027,0.00668864,0.00916156,0.00828703,0.00493268,0.00869226,0.0036263,0.00226427,0.00269349,0.00222021,0.00209331,0.00320756,0.00204049,0.00184406,0.00736138,0.00689431,0.00073696,0.01306106,0.03439116,0.05386888,0.02443235,0.00599947,0.00517849,0.01517828,0.0134454,0.012353,0.00116557,0.01366151,0.03502485,0.00463427,0.0008869,0.01600587,0.00930952,0.00738932,0.01261406,0.0080743,0.03629654,0.03520924,0.0318403,0.05202667,0.0043086,0.00304614
8.5,0.00888029,0.02739827,0.00287826,0.00170379,0.00124767,0.00162286,0.01349389,0.00490524,0.014839,0.0015422,0.00353325,0.01517863,0.012727,0.01351809,0.00287225,0.00082026,0.00633896,0.03193752,0.03282612,0.00587115,0.0056403,0.00572247,0.00746,0.00390178,0.0028639,0.00388085,0.00252988,0.0048416,0.00351538,0.00437099,0.00198758,0.00307773,0.00172213,0.0033678,0.00305225,0.00183992,0.00494695,0.01584248,0.00275998,0.00553297,0.00240473,0.0065304,0.00240567,0.00373826,0.02219496,0.00242105,0.00598918,0.00726309,0.00663677,0.00413643,0.00704397,0.00365183,0.00194857,0.00228573,0.00191922,0.00183715,0.00279471,0.00177692,0.00162378,0.0075104,0.00590845,0.00063597,0.0118428,0.02972253,0.04637413,0.02287966,0.00531233,0.0045141,0.01247519,0.01161512,0.01085692,0.00102183,0.01199154,0.03021223,0.00382989,0.00078347,0.01418218,0.00783498,0.00649502,0.01086228,0.00648313,0.03111527,0.03041094,0.02756818,0.04456184,0.00386628,0.00264006
9.0,0.00768119,0.02368832,0.00249071,0.00155627,0.00107905,0.00159027,0.0118919,0.00414315,0.01266928,0.00135356,0.00294392,0.01269267,0.01144098,0.01190711,0.00246059,0.00071604,0.00552451,0.02816498,0.02830983,0.00502784,0.00492357,0.00488552,0.0063845,0.00324467,0.00245133,0.00350295,0.00217533,0.00432911,0.00301511,0.00377988,0.00179258,0.00253865,0.00153532,0.00282342,0.0027498,0.00154001,0.00425145,0.01376824,0.00235999,0.00487066,0.00203954,0.00592908,0.00190504,0.00334088,0.01878934,0.0021522,0.00512274,0.00594699,0.00538532,0.00343459,0.00569727,0.00355042,0.0017174,0.00197191,0.00165642,0.00159283,0.00240804,0.00153298,0.00144034,0.00692491,0.00470513,0.00054454,0.0103688,0.02581791,0.04061053,0.02001915,0.00474596,0.00398293,0.01040383,0.01001052,0.00958752,0.00089159,0.01010219,0.02632993,0.00308495,0.00069682,0.01247891,0.00681179,0.00569218,0.00966987,0.00527534,0.02690007,0.02650667,0.02410969,0.03718353,0.00344388,0.00231369
9.5,0.00671218,0.02057916,0.00218927,0.00142142,0.00095501,0.00143207,0.01021151,0.003597,0.01090069,0.00119467,0.00254198,0.01067473,0.01030925,0.01054235,0.0021019,0.00063492,0.00458948,0.02499597,0.02455865,0.0046626,0.00433804,0.00426471,0.00562489,0.00275297,0.00213246,0.00309949,0.00187664,0.00393213,0.00263095,0.00327847,0.00159581,0.00230053,0.00137738,0.00242084,0.00250888,0.00134234,0.00366618,0.01203829,0.00207049,0.00433001,0.00176068,0.00531101,0.00160043,0.00315703,0.01603959,0.00192842,0.00428701,0.00506901,0.00458572,0.0028618,0.00474676,0.0032445,0.00149942,0.0016822,0.00146513,0.00139294,0.00207017,0.00132099,0.00128136,0.00684605,0.00397943,0.00047544,0.00898488,0.02255937,0.03564619,0.01659061,0.00413339,0.00354836,0.00937835,0.00904422,0.00850908,0.00078471,0.00952029,0.02299386,0.00262153,0.00062232,0.01094302,0.00597172,0.00498396,0.00837309,0.00440085,0.02346745,0.02326142,0.02137334,0.03144925,0.00310424,0.0020472
