Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
216,Intensity 216,10,0,0.0964424,0.4,0.00196097
217,Intensity 217,10,0,0.0884735,0.4,0.0022237
218,Intensity 218,10,0,0.0208889,0.4,0.0153027
219,Intensity 219,10,0,0.109179,0.4,0.00163282
220,Intensity 220,10,0,0.0242756,0.4,0.0126991
221,Intensity 221,10,0,0.123518,0.4,0.00135719
222,Intensity 222,10,0,0.142343,0.4,0.00109355
223,Intensity 223,10,0,0.07565,0.4,0.00278489
224,Intensity 224,10,0,0.0970998,0.4,0.00194153
225,Intensity 225,10,0,0.0919071,0.4,0.00210396
226,Intensity 226,10,0,0.135438,0.4,0.00118006
227,Intensity 227,10,0,0.0198579,0.4,0.0162837
228,Intensity 228,10,0,0.0309491,0.4,0.00933226
229,Intensity 229,10,0,0.0664692,0.4,0.0033436
230,Intensity 230,10,0,0.0929652,0.4,0.00206914
231,Intensity 231,10,0,0.151905,0.4,0.000989249
232,Intensity 232,10,0,0.0872655,0.4,0.00226845
233,Intensity 233,10,0,0.120544,0.4,0.00140797
234,Intensity 234,10,0,0.0797572,0.4,0.00258233
235,Intensity 235,10,0,0.160349,0.4,0.000909527
236,Intensity 236,10,0,0.116261,0.4,0.0014866
237,Intensity 237,10,0,0.10358,0.4,0.00176537
238,Intensity 238,10,0,0.125406,0.4,0.00132644
239,Intensity 239,10,0,0.148908,0.4,0.00102019
240,Intensity 240,10,0,0.104901,0.4,0.0017326
241,Intensity 241,10,0,0.0586124,0.4,0.00398365
242,Intensity 242,10,0,0.0734071,0.4,0.00290662
243,Intensity 243,10,0,0.155157,0.4,0.000957294
244,Intensity 244,10,0,0.0814484,0.4,0.00250576
245,Intensity 245,10,0,0.0720626,0.4,0.00298378
246,Intensity 246,10,0,0.0500535,0.4,0.0049452
247,Intensity 247,10,0,0.078785,0.4,0.00262807
248,Intensity 248,10,0,0.0292525,0.4,0.0100315
249,Intensity 249,10,0,0.021955,0.4,0.0143908
250,Intensity 250,10,0,0.101038,0.4,0.0018313
251,Intensity 251,10,0,0.0670989,0.4,0.00329966
252,Intensity 252,10,0,0.0829097,0.4,0.0024425
253,Intensity 253,10,0,0.0368193,0.4,0.00744853
254,Intensity 254,10,0,0.0767846,0.4,0.00272643
255,Intensity 255,10,0,0.107647,0.4,0.00166748
256,Intensity 256,10,0,0.106005,0.4,0.00170594
257,Intensity 257,10,0,0.0862493,0.4,0.00230723
258,Intensity 258,10,0,0.121456,0.4,0.00139208
259,Intensity 259,10,0,0.108375,0.4,0.00165086
260,Intensity 260,10,0,0.0801193,0.4,0.00256562
261,Intensity 261,10,0,0.101026,0.4,0.00183162
