
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 40.0
Rrup Max (km):, 200.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.022,0.07061835,0.03814461,0.0135,0.07397034,0.06675386,0.0439,0.04908377,0.07239119,0.0313,0.09105675,0.1185125,0.0591,0.0970768,0.1359166,0.0483,0.1022646,0.06386901,0.0525,0.09778496,0.1018952,0.0391,0.1501313,0.0940416,0.0321,0.1282064,0.1211759,0.0554,0.09734119,0.09188689,0.0491,0.09171211,0.08998234,0.0476,0.08949748,0.1251303,0.044,0.07489125,0.06794547,0.0581,0.1050874,0.08180924,0.0444,0.1430006,0.1633772,0.0595,0.1722248,0.2441753,0.142,0.08000607,0.02854188,0.0495,0.1260759,0.157805,0.0643,0.1077437,0.1052973,0.0272,0.1043332,0.1058293,,0.04647794,0.09325659,0.0469,0.07416061,0.04792515,0.0411,0.06396504,0.04614933,0.0274,0.08964245,0.07717907,0.0203,0.09243921,0.07321269,0.0198,0.1006952,0.1069283,0.0595,0.2233445,0.1395986,0.0639,0.03762246,0.05667583,0.0225,0.06921166,0.07033724,0.0428,0.1075499,0.2120214,0.0597,0.09683292,0.114428,0.0498,0.1333735,0.1262661,0.0592,0.0660798,0.08620582,0.048,0.07217695,0.06125801,0.0338,0.0377425,0.05447051,0.0278,0.05216128,0.06218354,0.0248,0.184357,0.1290312,0.0812,0.08046454,0.06988588,0.0336,0.05617264,0.06938262,0.0474,0.04267518,0.06370239,0.0174,0.1033564,0.08495876,0.0212,0.06164705,0.06671438,0.0415,0.0475296,0.05845007,0.0344,0.1405218,0.2319532,0.0732,0.106791,0.08563828,0.0391,0.07195671,0.05171192,0.0183,0.07496119,0.05612808,0.0465,0.1544303,0.1250417,0.0745,0.06365395,0.06831396,0.0234,0.1197267,0.1105651,0.0421,0.08067799,0.04210624,0.0246,0.03420749,0.06896035,0.0135,0.08500941,0.09658495,0.045,0.08101652,0.09947357,0.0125,0.106224,0.09720825,0.0733,0.09169795,0.09830679,0.0453,0.07910676,0.07019123,0.0419,0.1390948,0.1282789,0.0555,0.06198913,0.08465549,0.0374,0.1485518,0.1904937,0.0505,0.06911809,0.07140222,0.0254,0.05542776,0.0754581,0.0251,0.03964593,0.0460973,0.0263,0.06493062,0.06754398,0.0533,0.0759406,0.0441219,0.0243,0.0565959,0.03723023,0.0344,0.04326107,0.04272367,0.0215,0.04765859,0.06067574,0.0351
0.025,0.0670469,0.03678797,0.013,0.07424392,0.0668665,0.0441,0.04802682,0.07247166,0.0363,0.0911814,0.1189577,0.0622,0.0969526,0.1362775,0.0498,0.1021664,0.06370796,0.0528,0.09837286,0.10207,0.0393,0.1499596,0.09550623,0.0324,0.129662,0.1228588,0.0625,0.09739657,0.09217168,0.0493,0.09223831,0.09017862,0.0484,0.08969568,0.1252652,0.0445,0.07501253,0.06848565,0.058,0.1054358,0.08269743,0.045,0.1435364,0.1638698,0.0588,0.1838631,0.2451499,0.141,0.08017122,0.02855816,0.0493,0.127122,0.1577765,0.0659,0.1071635,0.1032093,0.0278,0.1039313,0.1059694,,0.04652749,0.09345557,0.0477,0.07499239,0.04827414,0.0411,0.06414373,0.04633112,0.0273,0.08931527,0.07703339,0.0204,0.09293745,0.07303412,0.0229,0.1153556,0.1088729,0.0686,0.2256922,0.1336885,0.0638,0.03745345,0.06181278,0.0225,0.06884629,0.07194369,0.0454,0.107722,0.2130264,0.0599,0.09678221,0.1150151,0.0496,0.1339134,0.1267786,0.0628,0.06693996,0.08482832,0.0481,0.07310691,0.06112121,0.0348,0.03740291,0.05463829,0.0282,0.0505504,0.05946621,0.0235,0.1886677,0.1295407,0.0814,0.08096018,0.06994721,0.0346,0.05617333,0.06963576,0.0476,0.04192634,0.06253431,0.0174,0.1032557,0.08508419,0.0216,0.06178797,0.06687758,0.0422,0.04811208,0.0579755,0.0346,0.1369907,0.234487,0.0775,0.1037998,0.08648516,0.0388,0.07154849,0.05165978,0.0187,0.07321529,0.05679454,0.0435,0.154364,0.1246912,0.0749,0.06144633,0.06502295,0.0233,0.1166932,0.1099177,0.0424,0.07901478,0.04247046,0.0248,0.03418201,0.06915603,0.0139,0.08480666,0.09676224,0.0451,0.08063193,0.1005472,0.0125,0.1061926,0.09937893,0.0722,0.09201435,0.09856216,0.0467,0.0778072,0.06933838,0.0392,0.1395986,0.1286951,0.0578,0.06276809,0.0848715,0.0373,0.1489244,0.1916837,0.0505,0.06903533,0.07147329,0.0261,0.05474342,0.07534006,0.0263,0.03997863,0.04606763,0.027,0.06518966,0.0678867,0.0543,0.07558775,0.04488653,0.0244,0.05724729,0.03793114,0.0344,0.04402028,0.04204724,0.0215,0.04763272,0.06042043,0.0365
0.029,0.06686904,0.03694921,0.0144,0.07501481,0.06658849,0.0441,0.04878261,0.07183776,0.044,0.09131012,0.1178998,0.0661,0.09883088,0.1368762,0.0519,0.102,0.06585284,0.0543,0.09734564,0.1026575,0.0392,0.1523479,0.0989396,0.0318,0.1255067,0.1210926,0.0641,0.09819727,0.09288199,0.0495,0.0922042,0.09041664,0.0491,0.09051765,0.1238734,0.0447,0.07540353,0.06826413,0.0592,0.1072395,0.08212596,0.0458,0.144792,0.163997,0.0603,0.1827374,0.236211,0.153,0.07990568,0.02889755,0.0497,0.1277686,0.158706,0.0698,0.1045972,0.1008956,0.0267,0.1058344,0.1067428,,0.04678256,0.09368668,0.0477,0.07480963,0.04881758,0.0408,0.06415895,0.0463747,0.028,0.08960211,0.07687103,0.0211,0.09100206,0.07171777,0.0213,0.103258,0.1074779,0.0575,0.2195721,0.1352454,0.0617,0.03871937,0.05926888,0.0236,0.06778439,0.07098749,0.046,0.1078152,0.2135036,0.061,0.09701253,0.1161658,0.0515,0.1386427,0.1284629,0.0655,0.06635221,0.08298466,0.0513,0.07447168,0.06250142,0.0364,0.03749255,0.05313003,0.0287,0.05046558,0.0600136,0.0235,0.195573,0.1336839,0.082,0.0826441,0.07029351,0.0342,0.05570034,0.06999327,0.0485,0.04165566,0.06052705,0.0174,0.1038166,0.08501296,0.0217,0.06351931,0.0683862,0.0437,0.04741132,0.05722653,0.0351,0.13921,0.226367,0.0694,0.1052244,0.08631653,0.0417,0.07215679,0.05202843,0.0179,0.07279687,0.05547561,0.0441,0.1547773,0.1253826,0.0751,0.05917552,0.06427173,0.0224,0.1185408,0.1059082,0.0406,0.07491659,0.04033576,0.0252,0.03429765,0.06895909,0.014,0.08436032,0.09662776,0.0446,0.08151069,0.1005534,0.0128,0.1045598,0.09709629,0.0694,0.09225285,0.09942662,0.0461,0.07762755,0.06904209,0.0399,0.1393441,0.1311941,0.0611,0.06282894,0.08524262,0.039,0.149136,0.1951044,0.0513,0.07073344,0.07193189,0.0268,0.0543749,0.07576274,0.0262,0.0414038,0.04637204,0.0267,0.06577182,0.069617,0.0574,0.07661405,0.04534011,0.0243,0.05781886,0.03763733,0.0339,0.04358618,0.04324795,0.0216,0.04824797,0.06206917,0.0395
0.03,0.06665488,0.03655286,0.0149,0.07480639,0.06692525,0.0439,0.04816433,0.07166449,0.0407,0.09144538,0.1180954,0.0687,0.09952607,0.1368373,0.0531,0.1020477,0.06596927,0.0547,0.09754854,0.1023639,0.0391,0.1524343,0.09976059,0.0323,0.1252024,0.1219566,0.0616,0.09849446,0.09300287,0.05,0.09195214,0.09071838,0.0495,0.09043194,0.1243964,0.0454,0.0754467,0.06814825,0.0595,0.1080656,0.08164167,0.0456,0.144943,0.1633775,0.0602,0.1820292,0.2328428,0.165,0.07976469,0.02952006,0.0494,0.1272161,0.1587713,0.0707,0.104601,0.1012941,0.0263,0.1069535,0.1069031,,0.04668187,0.09392696,0.048,0.07474519,0.04901648,0.0414,0.06414993,0.04642728,0.0281,0.08941245,0.07764179,0.0214,0.09104401,0.07200424,0.0208,0.1068379,0.1087953,0.0569,0.2200181,0.137395,0.0609,0.03903856,0.05904147,0.0234,0.06845796,0.07203987,0.0451,0.107371,0.2150916,0.0605,0.09754681,0.1167912,0.0513,0.1405228,0.1295089,0.0687,0.06577706,0.08420457,0.0491,0.07540746,0.06381589,0.0365,0.03749848,0.05298078,0.0278,0.05048992,0.0598208,0.0238,0.1964495,0.1353273,0.0814,0.08287325,0.07059278,0.0337,0.05577911,0.06992349,0.0477,0.04165483,0.06085488,0.0173,0.1041118,0.08481505,0.0215,0.0641523,0.06902513,0.044,0.04767158,0.0572706,0.0353,0.1391526,0.223539,0.0701,0.10464,0.08643261,0.0434,0.07220421,0.0524414,0.0177,0.07344934,0.05545824,0.0448,0.1552325,0.1260097,0.0753,0.05880403,0.0644928,0.0219,0.1194664,0.1058069,0.041,0.07445788,0.04062868,0.0254,0.03409984,0.06895849,0.0138,0.08450729,0.09638848,0.0446,0.081803,0.1007976,0.0131,0.1039798,0.09706725,0.0692,0.09233773,0.09968514,0.046,0.07768165,0.06907494,0.0402,0.1385457,0.1314665,0.0612,0.06293394,0.08506341,0.0395,0.148616,0.1941253,0.0514,0.07095202,0.07201946,0.0271,0.05425487,0.07578464,0.026,0.04153929,0.0464551,0.0264,0.06643545,0.07027607,0.0574,0.07639892,0.04504963,0.0237,0.05760527,0.03731699,0.0342,0.04377547,0.04343745,0.0218,0.04862881,0.06244935,0.0396
0.032,0.06612605,0.03699995,0.014,0.07477596,0.06755143,0.0435,0.04708584,0.07056426,0.0362,0.09236782,0.119095,0.0733,0.1008705,0.1367659,0.0541,0.1022784,0.06636851,0.0547,0.0993911,0.1019992,0.0399,0.1542594,0.1008005,0.033,0.1272252,0.1218003,0.0543,0.09966969,0.0937437,0.0513,0.09206449,0.09105407,0.0497,0.0903876,0.1251775,0.047,0.07462223,0.06796514,0.0611,0.108605,0.0825816,0.0456,0.1444918,0.1641481,0.0592,0.1758434,0.2312588,0.151,0.08214334,0.03053768,0.0499,0.1264414,0.159367,0.072,0.1037303,0.1018065,0.0263,0.1086821,0.106995,,0.04719779,0.09323553,0.0479,0.07467655,0.04926723,0.0416,0.06433219,0.04617677,0.0282,0.08942815,0.07852311,0.0222,0.09092936,0.07234631,0.0204,0.1092295,0.1104354,0.0555,0.2189531,0.1383513,0.0604,0.03897082,0.05820047,0.0228,0.06727795,0.07304725,0.0479,0.1075222,0.2187895,0.0593,0.09891316,0.1175286,0.0512,0.1455596,0.1302557,0.0718,0.06585473,0.08416392,0.0467,0.07608747,0.06520402,0.0379,0.03732296,0.05291806,0.0271,0.05076284,0.05898537,0.0235,0.1985071,0.1371958,0.0827,0.08250674,0.07173055,0.0348,0.05604605,0.06974168,0.0482,0.04156898,0.06119071,0.0177,0.1044424,0.08514193,0.0217,0.06505039,0.06909655,0.0444,0.04755542,0.05726087,0.0348,0.1366669,0.2259723,0.0742,0.1058063,0.08574395,0.0424,0.07235114,0.05267926,0.018,0.07429747,0.0552576,0.0462,0.1568033,0.1272285,0.0761,0.05959871,0.06536932,0.0222,0.119661,0.1069027,0.0416,0.07480206,0.04041768,0.025,0.03392618,0.06901857,0.0138,0.08516591,0.09625532,0.0446,0.08195556,0.1008685,0.014,0.1036353,0.09627411,0.0701,0.09187146,0.09998471,0.0472,0.07878026,0.06896877,0.0403,0.1400279,0.1326977,0.0621,0.06332517,0.08611514,0.0396,0.1502241,0.1922929,0.0512,0.07175098,0.07285712,0.0289,0.05403896,0.0759811,0.0259,0.04105087,0.04668177,0.0265,0.06689601,0.07096794,0.058,0.0773855,0.04427057,0.0238,0.05674605,0.03729633,0.0347,0.04405664,0.04365112,0.0222,0.04947184,0.06320877,0.0418
0.035,0.06763596,0.03696252,0.0135,0.07372544,0.06666451,0.0447,0.04649251,0.07105467,0.0409,0.09444739,0.1203365,0.0753,0.1029356,0.1363573,0.0563,0.1019514,0.06814419,0.0548,0.1009693,0.1031066,0.041,0.1560765,0.1001797,0.0341,0.1272861,0.1213538,0.056,0.1001978,0.09413085,0.052,0.09429193,0.08871663,0.0528,0.09127218,0.127074,0.0479,0.07560087,0.06856593,0.0614,0.1063839,0.08537529,0.0455,0.1439334,0.1667133,0.0671,0.1711414,0.2327139,0.144,0.08038734,0.03147847,0.0497,0.126805,0.1639373,0.0785,0.104035,0.1017364,0.025,0.1098271,0.1082493,,0.04725845,0.09421676,0.0473,0.07391493,0.04969303,0.0432,0.06477343,0.04641925,0.0281,0.08856361,0.07753186,0.0228,0.09011021,0.07182095,0.0201,0.1080578,0.110428,0.0539,0.2179496,0.1375168,0.063,0.0397993,0.05625556,0.0229,0.06545104,0.07234181,0.0464,0.1076261,0.2186637,0.061,0.09989761,0.1184703,0.0515,0.1533711,0.1309932,0.0768,0.06474379,0.08311021,0.046,0.07603484,0.06864312,0.0397,0.03750798,0.05376804,0.0286,0.05061212,0.05988937,0.0229,0.1987082,0.1365097,0.0846,0.08107676,0.0711178,0.0353,0.05606443,0.06926602,0.0486,0.04149047,0.06090846,0.0181,0.1049038,0.08472209,0.0221,0.06552902,0.06878722,0.0447,0.04764568,0.05711893,0.0345,0.1367669,0.2263146,0.0809,0.1061495,0.08605393,0.0377,0.07293021,0.05318525,0.0185,0.07321548,0.05554404,0.0441,0.1549676,0.1287383,0.0799,0.05905296,0.06335772,0.0227,0.1184274,0.107251,0.041,0.07450514,0.04083453,0.0255,0.03433708,0.06940169,0.015,0.08528338,0.09719017,0.0444,0.08312433,0.1003987,0.0142,0.103206,0.09467127,0.0705,0.09179995,0.09939739,0.0474,0.08020522,0.06845752,0.0401,0.1451519,0.1337717,0.0671,0.06449835,0.08664262,0.0405,0.152745,0.207347,0.0518,0.07189173,0.07231224,0.0293,0.05430926,0.0756624,0.0252,0.040464,0.04845304,0.028,0.06627272,0.07113233,0.0607,0.07764696,0.04557988,0.0251,0.0572126,0.03716839,0.0356,0.04509736,0.04322791,0.0222,0.05051554,0.06379142,0.0421
0.036,0.06784295,0.03692055,0.0134,0.07387266,0.06676092,0.0456,0.04710786,0.07152357,0.0397,0.09586817,0.1205881,0.0749,0.1036357,0.1354618,0.0561,0.1026106,0.0675845,0.0557,0.1019084,0.1034686,0.041,0.1562496,0.1004725,0.0348,0.126785,0.1209884,0.0555,0.1005093,0.09435099,0.0525,0.09483907,0.08973134,0.0544,0.09133641,0.1287658,0.0475,0.07552437,0.06889229,0.0613,0.1055065,0.08594941,0.0465,0.1445018,0.1676155,0.0686,0.1681605,0.2329465,0.143,0.07959423,0.03135877,0.0495,0.1275015,0.1648406,0.0796,0.104618,0.1016284,0.025,0.1108981,0.1087606,,0.04765426,0.0941495,0.0473,0.07373994,0.05020684,0.0433,0.06469664,0.04652092,0.0283,0.08920719,0.07850203,0.0222,0.09014336,0.07168771,0.0202,0.1070232,0.1093966,0.0543,0.2175916,0.1377674,0.0624,0.03979789,0.05510969,0.0232,0.06533103,0.07195804,0.0461,0.1076606,0.2178095,0.062,0.09999461,0.1185811,0.0514,0.1541616,0.1314404,0.0804,0.06449643,0.08211049,0.0464,0.07646268,0.06899773,0.0407,0.0376439,0.05440422,0.0291,0.0507741,0.06025773,0.023,0.198877,0.1363833,0.0847,0.08118943,0.07044693,0.0369,0.05581267,0.06928425,0.0501,0.0418659,0.06079104,0.018,0.1047105,0.08492124,0.0221,0.06508674,0.06848922,0.0448,0.04785375,0.05758227,0.0349,0.1368492,0.2257209,0.0812,0.1059898,0.0861724,0.0384,0.07310753,0.05320266,0.0182,0.07270091,0.05562847,0.0435,0.1549997,0.1287892,0.081,0.05846892,0.06391188,0.0227,0.1180634,0.1072258,0.0409,0.07513606,0.040905,0.0257,0.0346254,0.06966528,0.0153,0.08549672,0.09704682,0.0448,0.08314816,0.1005197,0.0139,0.103607,0.09485607,0.0705,0.09168451,0.09966806,0.0485,0.08028888,0.06867681,0.0399,0.1455536,0.1339081,0.0662,0.06509979,0.08668789,0.0392,0.1531483,0.2111305,0.0525,0.0713591,0.07165208,0.0301,0.0544241,0.07569861,0.0255,0.0399713,0.04853087,0.0287,0.06739633,0.07128818,0.0622,0.0778819,0.0458601,0.0252,0.05756864,0.03740537,0.0359,0.0453523,0.04350711,0.0226,0.05045064,0.06361501,0.0419
0.04,0.06783654,0.03676825,0.0137,0.07803315,0.06640033,0.045,0.04809473,0.07102697,0.0347,0.09705728,0.1207432,0.0859,0.1064558,0.1423327,0.0574,0.1035563,0.07473195,0.0553,0.1050958,0.1018851,0.0411,0.1573314,0.1005196,0.0344,0.1247736,0.1223469,0.0542,0.1018835,0.09399753,0.0556,0.0942785,0.09577847,0.0599,0.0934415,0.1371607,0.049,0.07654621,0.06913906,0.0621,0.1044566,0.0876268,0.0466,0.1466841,0.1719972,0.0788,0.1604049,0.2338921,0.143,0.08093339,0.0324224,0.0523,0.129552,0.1659781,0.0788,0.1050519,0.1010457,0.0253,0.1108307,0.1083512,,0.04701779,0.09716454,0.0488,0.07390321,0.05068945,0.0467,0.0651711,0.04749335,0.0284,0.08921789,0.07790337,0.0231,0.09111015,0.07241026,0.0212,0.1018949,0.1054349,0.0554,0.2170797,0.1364739,0.0622,0.03941298,0.05142161,0.0232,0.06562485,0.06985804,0.0444,0.1071725,0.2185071,0.0621,0.1009257,0.1186399,0.0498,0.156549,0.1305258,0.0845,0.06403651,0.08162166,0.0468,0.07564136,0.07345225,0.0451,0.03771378,0.0549314,0.028,0.0505088,0.06054034,0.0238,0.2028459,0.1411457,0.0814,0.0821529,0.07062218,0.0385,0.05589848,0.06915373,0.0527,0.04238175,0.06106082,0.0176,0.1042368,0.08525729,0.0224,0.06615043,0.0677821,0.0474,0.04844451,0.05893954,0.0352,0.1359641,0.2237649,0.0819,0.1053617,0.08610468,0.0405,0.07263409,0.05442646,0.0183,0.07306199,0.05540798,0.0451,0.1617115,0.1268475,0.0805,0.05888232,0.06449352,0.0229,0.117826,0.1066933,0.0419,0.07563815,0.0411625,0.0248,0.03572742,0.06985278,0.0159,0.08633824,0.09719142,0.0442,0.08280133,0.09919004,0.0134,0.1032217,0.09626243,0.0709,0.0931286,0.1006165,0.0506,0.07931367,0.06907463,0.0391,0.1434432,0.1358441,0.0714,0.06661708,0.08610875,0.04,0.1529014,0.2186136,0.0534,0.0703927,0.07407575,0.0317,0.05463326,0.07543098,0.0261,0.0422831,0.0494062,0.0302,0.06684932,0.06946948,0.0689,0.07813686,0.04546554,0.0262,0.05813101,0.03725668,0.0359,0.04633353,0.04370373,0.0229,0.04900694,0.06543168,0.0452
0.042,0.06781119,0.03683584,0.0139,0.07824773,0.0662818,0.0457,0.04827753,0.07155409,0.038,0.095688,0.119993,0.0896,0.1056311,0.1482222,0.0561,0.1032341,0.07606623,0.0559,0.1061489,0.1017089,0.0421,0.1574605,0.1004128,0.0335,0.1250738,0.1224984,0.0544,0.1021638,0.0918491,0.0557,0.09303056,0.09765361,0.0613,0.09059679,0.1356384,0.0502,0.07717743,0.06921182,0.0622,0.1059823,0.08721988,0.048,0.1459171,0.1712906,0.0823,0.1659627,0.2341298,0.15,0.08168192,0.03276031,0.0512,0.1315095,0.1690172,0.0817,0.1045615,0.1009868,0.0268,0.1123669,0.1086183,,0.04638424,0.09819717,0.0508,0.07409111,0.0527478,0.0484,0.0658692,0.04719092,0.0289,0.08950266,0.0776301,0.0262,0.09144136,0.07231554,0.0219,0.1061404,0.1071332,0.0564,0.2180619,0.1378975,0.0619,0.03919533,0.05429022,0.0234,0.06730729,0.07031073,0.0463,0.1086938,0.2231924,0.0615,0.1009003,0.1193643,0.0526,0.1538727,0.1306542,0.0865,0.06419,0.08245917,0.0482,0.07732195,0.07110503,0.0499,0.03772244,0.05509932,0.0283,0.05035565,0.06040473,0.0242,0.2033327,0.1424745,0.0833,0.08385108,0.0721997,0.0398,0.05611516,0.06994118,0.0561,0.04256412,0.06111801,0.0176,0.1045455,0.08535693,0.0227,0.06973667,0.06941229,0.0497,0.04811397,0.05971067,0.0358,0.1365655,0.2243609,0.0841,0.1059729,0.08657231,0.0401,0.07339014,0.05529328,0.019,0.07325856,0.055901,0.0444,0.1621971,0.1259517,0.079,0.05945496,0.0636993,0.0229,0.1177229,0.1072785,0.0427,0.07516034,0.04115845,0.0251,0.0356852,0.06923741,0.0158,0.08672116,0.09641602,0.044,0.08205912,0.09996869,0.0147,0.1037895,0.09685161,0.0709,0.09348289,0.09999041,0.0513,0.07973336,0.06918395,0.0398,0.1427719,0.1313349,0.0778,0.06611393,0.08644215,0.0412,0.1543596,0.2168214,0.0542,0.07000348,0.07306977,0.0313,0.05454339,0.07580018,0.0259,0.04296558,0.04964872,0.0303,0.06590407,0.07011317,0.0714,0.0781147,0.04485605,0.0271,0.05897705,0.03773182,0.0359,0.04589332,0.04257053,0.0233,0.05177328,0.06672478,0.0454
0.044,0.06744297,0.03680333,0.0143,0.07902036,0.06730344,0.0478,0.04765069,0.07301354,0.0436,0.09707016,0.1203241,0.0882,0.1059156,0.1529924,0.056,0.1032529,0.07703394,0.0545,0.1062011,0.1034668,0.0422,0.156788,0.1017788,0.0335,0.1265194,0.1220619,0.0559,0.1028406,0.09334701,0.0549,0.09178305,0.09838885,0.0637,0.0925201,0.1349958,0.0507,0.07755481,0.06871749,0.0624,0.107838,0.08606361,0.0495,0.144845,0.1724219,0.0836,0.1723142,0.2340195,0.151,0.0809333,0.033232,0.0502,0.1318057,0.1725091,0.081,0.1035416,0.1016009,0.0285,0.1143838,0.1092575,,0.04735361,0.09742106,0.0499,0.0764963,0.05434754,0.0496,0.06658208,0.0477725,0.0294,0.08963419,0.0811873,0.0294,0.09140402,0.07235885,0.0229,0.1151253,0.1105758,0.0576,0.219451,0.1393217,0.0641,0.04020623,0.05770664,0.0239,0.0689612,0.07256307,0.0482,0.1090351,0.225307,0.0626,0.1028914,0.1211333,0.0542,0.1496741,0.1282327,0.0854,0.06441972,0.08454385,0.0514,0.07813178,0.0680538,0.0483,0.03742985,0.05556692,0.0276,0.04993127,0.05978443,0.0242,0.208954,0.1437159,0.086,0.08594318,0.07531613,0.0399,0.05618458,0.07011119,0.0583,0.04299735,0.06161759,0.018,0.1051352,0.08545836,0.023,0.07340805,0.07085109,0.0489,0.04779184,0.05930468,0.0374,0.1378203,0.2276494,0.0876,0.1062518,0.08661067,0.0387,0.07449576,0.05562181,0.0193,0.07411751,0.05632925,0.045,0.1642316,0.1255907,0.0775,0.06031274,0.06336102,0.0233,0.1181605,0.1079253,0.0425,0.07460097,0.04092471,0.0265,0.0358524,0.06817187,0.0173,0.08683845,0.09537052,0.0451,0.08198013,0.1002501,0.0152,0.1047523,0.09769108,0.0712,0.09392228,0.09994286,0.0519,0.08088626,0.06958845,0.0409,0.1467984,0.1337277,0.0819,0.0651283,0.08696768,0.0442,0.152337,0.2134168,0.053,0.07080646,0.07210887,0.031,0.05446589,0.07619951,0.0256,0.04159705,0.04964635,0.0302,0.06574327,0.06973977,0.0747,0.07726421,0.04556036,0.0268,0.05862097,0.03805832,0.0353,0.04665587,0.04256767,0.0246,0.05321693,0.06756517,0.0436
0.045,0.0672432,0.03693788,0.0144,0.07897173,0.0677968,0.049,0.0477039,0.07379109,0.0453,0.09806351,0.1202515,0.0861,0.106355,0.1536509,0.0586,0.1039716,0.0782881,0.055,0.1057336,0.1042465,0.0417,0.1565514,0.1016425,0.0342,0.1273101,0.1215192,0.0587,0.1029701,0.09325314,0.0557,0.09249663,0.09966814,0.0655,0.09308849,0.1349484,0.0504,0.07805324,0.06859874,0.0638,0.1085229,0.08629423,0.0496,0.144381,0.172712,0.0847,0.1731373,0.2340547,0.158,0.08094734,0.03321922,0.0497,0.131212,0.1720498,0.0802,0.1041568,0.1023204,0.0292,0.1148855,0.109537,,0.04717941,0.09627724,0.049,0.07832999,0.05472587,0.0495,0.06651486,0.04793908,0.0297,0.08946214,0.08316484,0.0301,0.09150738,0.07262437,0.0232,0.1185378,0.1125354,0.0589,0.2203944,0.1390435,0.0659,0.04094238,0.05907394,0.0239,0.06898553,0.07406329,0.0488,0.1102361,0.226043,0.0635,0.1028796,0.1220658,0.0544,0.1470989,0.1269379,0.0856,0.06488816,0.08544923,0.0532,0.07841304,0.06790803,0.0502,0.03726092,0.05586951,0.0271,0.04975431,0.05944242,0.0242,0.2140912,0.1420116,0.0867,0.08674149,0.07573008,0.0394,0.05620226,0.06992016,0.0567,0.04311455,0.06189238,0.0183,0.1050511,0.08582956,0.0229,0.07361369,0.07301957,0.0469,0.04793329,0.0591117,0.0377,0.1381997,0.229601,0.0889,0.1063552,0.08638106,0.0387,0.07472692,0.05553443,0.0197,0.07483819,0.05624652,0.0462,0.1649204,0.1258108,0.0781,0.06066632,0.06469225,0.0234,0.1187818,0.1081218,0.0423,0.07533856,0.04089536,0.0271,0.03602181,0.06875138,0.0185,0.08633347,0.09589911,0.0456,0.0820429,0.1003509,0.0159,0.1048579,0.09747013,0.0713,0.09394398,0.09987001,0.0535,0.08155626,0.0697789,0.041,0.1515075,0.1363531,0.0819,0.06460521,0.08757249,0.0423,0.1521392,0.2104907,0.0525,0.07039654,0.0743162,0.0329,0.05435718,0.07606224,0.0256,0.04104691,0.04982884,0.03,0.06692054,0.07011501,0.0771,0.07735243,0.04608941,0.0264,0.05811953,0.03831149,0.0349,0.04723668,0.04305355,0.0263,0.05353012,0.06960344,0.044
