
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 0.0
Rrup Max (km):, 30.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
5.0,0.16679866,0.29085371,0.09565563,0.2762048,0.10328704,0.03098494,0.18056166,0.19492738,0.24619277,0.10461906,0.14140068,0.06206751,0.04318308,0.13068013,0.03132024,0.03799923,0.04709345,0.06114532,0.07800363,0.10304573,0.03979987,0.02124636,0.2729052,0.37778862,0.40945777,0.24617219,0.26388686,0.17910339,0.20345426,0.19822365,0.18112722,0.07258179,0.11993358,0.2164482,0.14264864,0.17850044,0.13848263,0.39411225,0.11550591,0.13654071,0.14349951,0.1560303,0.18417531,0.2404611,0.13234189,0.1705575,0.2853227,0.1738501,0.44995665,0.15439528,0.48623103,0.28418686,0.14783848,0.0905056,0.09372582,0.23637604,0.1368512,0.04958433,0.03299602,0.14719986,0.11462524,0.13902925,0.02433075,0.09400804,0.19682448,0.17969041,0.2530226,0.14936239,0.20047256,0.18235511,0.19193705,0.18678449,0.24333155,0.14357457,0.18430726,0.14258907,0.21884164,0.14633693,0.19894501,0.14078931,0.14656423,0.12727155,0.11872941,0.26152295,0.11796402,0.14749019,0.1096716,0.24079281
5.5,0.15257487,0.26024177,0.08945179,0.27983695,0.07549561,0.02783811,0.15287442,0.16356989,0.21430195,0.08999479,0.13570604,0.05647594,0.04316321,0.14685103,0.03178307,0.03721762,0.03775923,0.05347748,0.05989444,0.09716842,0.0378425,0.02421602,0.23555893,0.32103598,0.30355886,0.21054737,0.23942116,0.1745279,0.19574145,0.20177326,0.13677331,0.08166381,0.10762658,0.17058873,0.1410591,0.15947627,0.11652567,0.36345618,0.13785165,0.13555169,0.12562426,0.14835819,0.14514656,0.23741856,0.17542132,0.15152294,0.25391343,0.18393125,0.36042759,0.16485691,0.46112433,0.22594813,0.14638118,0.07757774,0.08587137,0.20178075,0.11785343,0.04008873,0.02705461,0.14921084,0.08779916,0.10769794,0.02460867,0.09101484,0.16926158,0.16910539,0.22799396,0.15870506,0.22297102,0.16173907,0.16846161,0.13718961,0.21517794,0.1495923,0.17914351,0.15342417,0.17533861,0.12627685,0.23501973,0.17155557,0.12097028,0.11203935,0.1081182,0.23771261,0.11648031,0.15380464,0.09651036,0.21343529
6.0,0.13802932,0.23963232,0.07950552,0.29598049,0.07129279,0.0235782,0.13915593,0.14467996,0.17235856,0.07394855,0.12594496,0.0464278,0.03488849,0.14505729,0.02796383,0.03512298,0.03220872,0.04218744,0.04616371,0.08300169,0.03514899,0.02287968,0.17234026,0.28283481,0.26852207,0.18811373,0.20988621,0.17281488,0.19774737,0.19182165,0.13194202,0.08282351,0.09679876,0.13337718,0.1478252,0.12852153,0.11070036,0.35056706,0.147914,0.11767398,0.09661551,0.12149072,0.10828385,0.21670779,0.15672556,0.13889416,0.21491287,0.21314778,0.30531959,0.14009202,0.45732612,0.18194963,0.12332936,0.07129443,0.07057722,0.18531396,0.10616023,0.03195685,0.03113624,0.12857837,0.07122541,0.09995684,0.02889249,0.07769112,0.12629503,0.15219323,0.20198736,0.15955837,0.17421529,0.12683441,0.14937982,0.13073323,0.18335681,0.13988295,0.19257981,0.13977095,0.17752141,0.11913173,0.21451643,0.17056267,0.10876306,0.11244595,0.10689131,0.21511248,0.11782196,0.15196604,0.09334872,0.15983018
6.5,0.12466818,0.22370423,0.06947636,0.2926676,0.06233777,0.02138112,0.1218477,0.11933501,0.14677274,0.05811021,0.10626751,0.03594067,0.03100309,0.13996682,0.02462732,0.02952288,0.02686195,0.03562985,0.03752259,0.07812815,0.02884947,0.02057541,0.13452166,0.23659481,0.23849891,0.16056269,0.17924412,0.15639278,0.20649245,0.17078808,0.12826632,0.07909342,0.08910539,0.09908353,0.13540399,0.12817799,0.12300689,0.34029707,0.1291246,0.12539663,0.08203722,0.106655,0.10600988,0.20111398,0.10896161,0.12247081,0.19537152,0.23942485,0.26545147,0.12333921,0.46102278,0.13892372,0.10314457,0.06701302,0.05444711,0.16498191,0.09040774,0.02500301,0.03028623,0.12433906,0.06487117,0.1000519,0.02970699,0.05928518,0.11540981,0.138003,0.17916279,0.1515605,0.153731,0.12745201,0.12848849,0.12293525,0.15862875,0.12165496,0.15314085,0.11444704,0.16603186,0.10846593,0.16350556,0.14876334,0.12716533,0.11262504,0.11716398,0.2068577,0.10080968,0.14578854,0.0673171,0.12596791
7.0,0.11095552,0.20631042,0.05967283,0.26252496,0.05041206,0.01910402,0.10188008,0.10324484,0.11877862,0.05037535,0.08545038,0.03004874,0.02542212,0.12026745,0.02038619,0.02374033,0.02354029,0.02921741,0.03008035,0.0704955,0.02300158,0.01752532,0.11508783,0.18600078,0.20940444,0.14676676,0.15204183,0.13398323,0.2060554,0.14502007,0.11988548,0.07398385,0.08319761,0.11792197,0.10514352,0.12231841,0.12623356,0.32585952,0.09815067,0.1111944,0.07783126,0.12489733,0.12274567,0.17874019,0.10057214,0.11725672,0.16858986,0.22770782,0.21928758,0.10241457,0.46165311,0.10394274,0.07825118,0.05871968,0.04557069,0.15340464,0.07539632,0.02301064,0.02929817,0.12480973,0.05504873,0.10002761,0.03078758,0.04817869,0.11679909,0.12506781,0.16233155,0.14781607,0.13842414,0.10458504,0.11808416,0.1085996,0.14246925,0.0961186,0.12205408,0.08122058,0.11901993,0.09548331,0.11933227,0.1179366,0.12140651,0.10587204,0.10168156,0.19578467,0.08522378,0.13590467,0.06455606,0.0935599
7.5,0.09889473,0.18952669,0.05160311,0.22337652,0.03962988,0.01664119,0.09113584,0.08613826,0.09835754,0.04313889,0.07242311,0.02755233,0.02267023,0.10455393,0.01682076,0.01858777,0.01982974,0.02506967,0.02463197,0.0601598,0.018462,0.01429939,0.1026568,0.15403372,0.1798552,0.12773989,0.13106882,0.11965013,0.186203,0.1237991,0.10981577,0.06866248,0.07755432,0.12197439,0.09705398,0.1041129,0.11561453,0.30682694,0.09390357,0.09352976,0.08920484,0.12621558,0.12358634,0.14981017,0.09319876,0.10196316,0.13995152,0.19941071,0.18647744,0.09762482,0.45572365,0.11141726,0.05304368,0.0527672,0.03787311,0.12855813,0.06575724,0.02182837,0.02488073,0.11292383,0.04677819,0.09581641,0.03130851,0.04297789,0.10403821,0.11483524,0.15337135,0.1363867,0.11920179,0.08436496,0.10214175,0.1057931,0.11724874,0.0857365,0.10672004,0.07921748,0.09708688,0.08206379,0.09824802,0.08946738,0.0967405,0.10042697,0.08560082,0.18043858,0.07604318,0.12714299,0.06377805,0.0733273
8.0,0.08832032,0.17567265,0.04440349,0.19066071,0.03255659,0.01541656,0.08218981,0.07954028,0.08722805,0.03652715,0.05832029,0.02379141,0.02128881,0.0875866,0.01475514,0.01524616,0.01772687,0.02320117,0.02110596,0.04961335,0.01500947,0.01172422,0.08836059,0.12629813,0.15419937,0.11065759,0.12113476,0.1055043,0.16941363,0.10704883,0.10191524,0.0634523,0.07245847,0.11528054,0.08874505,0.09475848,0.10541312,0.28966246,0.08309203,0.09014897,0.08056871,0.11749062,0.1120085,0.12389123,0.08724753,0.08677386,0.11536412,0.17252917,0.15648141,0.09177473,0.45280289,0.11200971,0.04638084,0.04969325,0.0319913,0.1052274,0.05822334,0.02201906,0.02317805,0.10011408,0.03801021,0.0895508,0.0316368,0.03836578,0.09582689,0.1138734,0.13702566,0.11643405,0.09992216,0.08710814,0.08032261,0.08736692,0.0904926,0.07008274,0.09866387,0.07778043,0.08706508,0.07753157,0.08745825,0.07212094,0.07284283,0.09105248,0.06842764,0.16677966,0.06859418,0.12020338,0.06073551,0.06515044
8.5,0.08016506,0.16314637,0.03939062,0.15507181,0.02696122,0.01629949,0.07077244,0.06975555,0.07053957,0.03042312,0.0453315,0.01947732,0.01957962,0.0684513,0.013629,0.0130713,0.0187685,0.02208689,0.01964433,0.04002156,0.01268925,0.01132227,0.07244477,0.10185975,0.12216162,0.09952789,0.10879816,0.10193804,0.14320477,0.09571518,0.09604161,0.05864196,0.06761542,0.10346119,0.09751983,0.09196892,0.09947763,0.27562984,0.09098485,0.09434289,0.06571182,0.10361708,0.09728989,0.1188446,0.09804502,0.08121332,0.09540464,0.14511633,0.13280254,0.07955787,0.43743543,0.10772832,0.04121671,0.04804622,0.0263433,0.09020415,0.05161295,0.02343937,0.02240409,0.09490342,0.03411516,0.08721678,0.03104901,0.03339778,0.0918545,0.10856423,0.1233399,0.10532818,0.09369926,0.09739533,0.06943642,0.07119182,0.07684756,0.05835259,0.0903493,0.07387075,0.07512744,0.07167946,0.08474992,0.0671143,0.05484162,0.08333506,0.0610303,0.15017676,0.06277109,0.11806132,0.05262751,0.0603393
9.0,0.07278619,0.15154744,0.03495822,0.12953147,0.02270161,0.01520026,0.05953243,0.05906288,0.05247307,0.02528686,0.03419004,0.01675417,0.01851657,0.05344999,0.01242196,0.01128596,0.01569752,0.01680751,0.0180473,0.03135662,0.010736,0.00992869,0.06179092,0.08239767,0.09998488,0.08535889,0.09575699,0.09337185,0.12374224,0.08686291,0.08558322,0.05360312,0.06180037,0.09033329,0.0984727,0.09490694,0.09389947,0.26193458,0.09368568,0.09705591,0.05622356,0.09004134,0.08386706,0.117953,0.09465356,0.07573766,0.08669856,0.12539286,0.11282671,0.07957184,0.41168958,0.09956022,0.03644745,0.0479083,0.02351158,0.07617501,0.04576825,0.02392793,0.02093305,0.0908402,0.03134454,0.08113152,0.0291,0.02984408,0.08987156,0.09916721,0.10876307,0.0950037,0.09541511,0.10094102,0.06427008,0.06651376,0.06888944,0.04770452,0.08913974,0.08058646,0.05909612,0.06402565,0.07973432,0.06255634,0.04996482,0.07148317,0.05931654,0.12832761,0.05796689,0.10858174,0.04542605,0.04941043
9.5,0.06532953,0.13970259,0.03055024,0.10200643,0.01956353,0.01252825,0.05001945,0.05004779,0.04499736,0.02155767,0.02651782,0.01389999,0.01663483,0.04199722,0.01062871,0.00989931,0.01213403,0.01250488,0.01623625,0.02769649,0.00920774,0.00832486,0.05252483,0.06762036,0.0788521,0.07563403,0.08610131,0.08108725,0.10599709,0.07849607,0.07089543,0.04923005,0.05442478,0.08481668,0.0918145,0.0921483,0.08817778,0.24656163,0.08943629,0.09188777,0.0519752,0.08219178,0.07991207,0.10547319,0.08822098,0.06916707,0.07842669,0.1062318,0.09523964,0.07847584,0.38546541,0.09318808,0.03233249,0.04689652,0.02044987,0.06674174,0.04066061,0.02469744,0.01895389,0.08597917,0.02834498,0.0721221,0.02654358,0.02718108,0.08789556,0.08738048,0.09508733,0.08424699,0.09080324,0.09349028,0.06329328,0.0668241,0.06074358,0.0405536,0.08567888,0.07100944,0.04422294,0.05450786,0.07205648,0.05531319,0.05047717,0.06174024,0.05593986,0.10999499,0.05327269,0.09325163,0.03959731,0.03864895
10.0,0.05839199,0.12820407,0.02659529,0.0831091,0.01729348,0.01021284,0.04129723,0.04515031,0.03843,0.0190084,0.0214979,0.0130811,0.01418532,0.0332048,0.00983997,0.00880098,0.00993578,0.01041346,0.01428901,0.02641147,0.008098,0.00743863,0.04371829,0.05974588,0.06239955,0.06517049,0.07657293,0.07211433,0.09544824,0.07052424,0.06244321,0.04502386,0.04657504,0.07806881,0.08168353,0.08305706,0.08006648,0.23058407,0.0809114,0.08082904,0.05194954,0.07523414,0.0753073,0.09402424,0.07966786,0.05979021,0.07005258,0.0883521,0.08122572,0.07322943,0.35904044,0.08610242,0.02995539,0.04525909,0.01750405,0.05976264,0.03633474,0.02449036,0.01676861,0.08025138,0.02512347,0.06204423,0.02449144,0.02537262,0.08081669,0.07780077,0.08410001,0.07354911,0.079237,0.0830335,0.05578668,0.06092257,0.05631888,0.03634013,0.08207715,0.06461049,0.03736334,0.04489452,0.06347223,0.04967643,0.04950482,0.05260252,0.05173654,0.09907232,0.04712247,0.07803773,0.03560462,0.03167059
11.0,0.04561679,0.10660761,0.01951917,0.05331464,0.01435853,0.00875719,0.03258738,0.032511,0.03006155,0.01524512,0.01541751,0.01108468,0.01164926,0.02253849,0.00868044,0.00715348,0.00780455,0.00869626,0.01168659,0.02321876,0.00666383,0.00664201,0.03505072,0.04601081,0.04008573,0.05042885,0.0598053,0.05711469,0.07210948,0.05635119,0.04907697,0.03669949,0.03962897,0.06111045,0.06319856,0.06082811,0.06334829,0.1988033,0.06321774,0.05948366,0.04630187,0.05909528,0.06137655,0.0694835,0.05991752,0.04492937,0.05342874,0.06832514,0.06012854,0.05797229,0.31136404,0.06717056,0.03163851,0.03958011,0.01303668,0.04874095,0.02861909,0.02162264,0.01259412,0.06541169,0.01844718,0.04884373,0.02166643,0.02187199,0.05905036,0.05748089,0.06636077,0.05478834,0.06113204,0.06214346,0.03885366,0.0405332,0.03857639,0.03209165,0.05687431,0.04378325,0.03219744,0.03395088,0.04609297,0.03567359,0.03824468,0.03995989,0.0387248,0.0748546,0.03773264,0.06149383,0.02781713,0.02702655
12.0,0.03584752,0.09021457,0.01424431,0.03595828,0.01226301,0.00727843,0.02531725,0.02469608,0.02222192,0.01239615,0.01159578,0.0087916,0.00919435,0.01645491,0.007277,0.00577438,0.00733904,0.00849638,0.01000744,0.02018008,0.00565561,0.00561015,0.02698162,0.03562054,0.02961174,0.03841001,0.05171943,0.04311562,0.05308119,0.0433405,0.03645773,0.02896593,0.03267831,0.04571308,0.04667847,0.0489697,0.04802841,0.16869091,0.04631629,0.04482287,0.03516057,0.047273,0.04800025,0.05263487,0.04407827,0.03574024,0.04192875,0.05026588,0.04625504,0.05193694,0.2721192,0.04778671,0.029747,0.03508354,0.00999699,0.04077569,0.02255435,0.01951115,0.00931527,0.05312522,0.01414171,0.04049783,0.01959317,0.01980148,0.0471523,0.04580394,0.05144486,0.04315579,0.04549895,0.04406265,0.02558404,0.02649919,0.02939339,0.02726139,0.03867494,0.02900126,0.0233646,0.02787672,0.03274671,0.02556592,0.0299299,0.03193521,0.02490129,0.05831219,0.03289754,0.0495385,0.02317622,0.02022835
13.0,0.02920068,0.07746061,0.01100792,0.02649686,0.01032775,0.00667188,0.01916605,0.01869416,0.01684095,0.01037468,0.00961974,0.00771902,0.00800562,0.01257112,0.006523,0.00546244,0.00664707,0.00707225,0.00818752,0.01743634,0.00538793,0.00523053,0.01995329,0.02818786,0.02180461,0.02795454,0.043461,0.03727384,0.04213829,0.03810958,0.03142931,0.02230117,0.0257768,0.03820109,0.03672802,0.03828114,0.03686575,0.14229132,0.03574324,0.03640129,0.02719374,0.03745595,0.03987136,0.04087701,0.03529831,0.02877618,0.03534104,0.04226562,0.03875822,0.04624754,0.23728714,0.03297721,0.02783521,0.03149519,0.00784951,0.03535442,0.01883673,0.01789731,0.00799891,0.04257775,0.01134732,0.0324312,0.01674127,0.01665808,0.03779595,0.03630861,0.03858177,0.03745645,0.03905322,0.03120256,0.02267629,0.02151088,0.02698826,0.0215042,0.03125997,0.02109188,0.01671795,0.02290367,0.02687157,0.01783496,0.02180355,0.02449389,0.01810915,0.04616648,0.02668423,0.040012,0.02022973,0.0140916
14.0,0.02442841,0.06774044,0.00880932,0.02125107,0.00849958,0.00639171,0.01434984,0.01429113,0.01370196,0.00881015,0.00847586,0.00684248,0.0069435,0.00975039,0.00574375,0.00537356,0.00602154,0.00581243,0.00668755,0.01479344,0.00536214,0.00508932,0.01461212,0.02289543,0.01679654,0.02466363,0.03578087,0.03259901,0.03285318,0.03361002,0.02629042,0.01880692,0.01992064,0.03159286,0.03274665,0.03053352,0.03027453,0.12179266,0.02866037,0.03006483,0.02028439,0.0304034,0.03221382,0.03449811,0.02828787,0.02396826,0.02984782,0.03594371,0.0321805,0.04030471,0.20966677,0.02763414,0.02424494,0.02767774,0.00634208,0.03024107,0.01608053,0.0146777,0.00664932,0.03502901,0.00942702,0.02537352,0.01350357,0.01342426,0.03038286,0.02966591,0.03316841,0.03225969,0.03247375,0.02727868,0.02141013,0.02042085,0.02377786,0.01746045,0.02521657,0.01686489,0.01306561,0.01922616,0.02183007,0.01444454,0.01789234,0.01830229,0.01501519,0.03588006,0.02313543,0.03196505,0.01686484,0.01182299
15.0,0.02072195,0.05918047,0.00725576,0.01846182,0.00753035,0.0051438,0.01075784,0.01141039,0.01113984,0.00747753,0.00734791,0.0056858,0.00629076,0.00839529,0.0044776,0.00399354,0.00571822,0.00514413,0.00545194,0.01233514,0.00388797,0.00405705,0.01164826,0.01906918,0.01381409,0.02101795,0.02902668,0.02779887,0.02532842,0.02902786,0.0214216,0.0165088,0.01623302,0.02595731,0.02945166,0.02493593,0.02645131,0.10573058,0.02537159,0.02712516,0.01587685,0.02554553,0.02567211,0.02962232,0.0236441,0.01932793,0.02518814,0.02986895,0.02860168,0.03496756,0.18327873,0.02354809,0.02067876,0.02441703,0.00526039,0.02665349,0.01396866,0.01164682,0.00539508,0.02971434,0.007912,0.0221764,0.011691,0.01126284,0.02476784,0.02511158,0.02870991,0.02760679,0.02643554,0.02443599,0.01879018,0.01802917,0.02086326,0.01608906,0.01890481,0.01427885,0.0114692,0.01629711,0.01618143,0.01273615,0.01508346,0.01515549,0.01266339,0.02868516,0.02167616,0.02574566,0.01498136,0.01012444
20.0,0.01031439,0.02999487,0.00354683,0.00861761,0.00394652,0.00255368,0.00627473,0.00564736,0.00576629,0.00374003,0.00426272,0.00315142,0.0029072,0.00459964,0.00229034,0.00178914,0.00251385,0.00303086,0.00298596,0.00520222,0.00163854,0.00202398,0.00517015,0.00993768,0.00701867,0.00911378,0.01185891,0.01088622,0.01281256,0.0118382,0.00861456,0.0082627,0.00888106,0.01242067,0.0170482,0.01300803,0.01368179,0.05983415,0.01484832,0.01615935,0.00718251,0.0127192,0.01225843,0.0125544,0.01339635,0.00737006,0.01113662,0.01140963,0.01733948,0.01963472,0.08826077,0.01144637,0.01423738,0.01266713,0.00280869,0.01609577,0.00754677,0.00667912,0.00214755,0.01528235,0.00433229,0.01140426,0.00626506,0.00503228,0.01273712,0.01135851,0.01358691,0.01303065,0.0122339,0.01159529,0.00744852,0.00732666,0.00782493,0.00699627,0.00797,0.00565018,0.00643484,0.00711812,0.00717705,0.00618525,0.00925049,0.00826254,0.00659123,0.01581519,0.01223957,0.01432465,0.00696393,0.00505746

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
