
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 55.0
Rrup Max (km):, 80.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.34,0.1466414,0.1658216,0.0549,0.2869551,0.2002632,0.0538,0.1386673,0.1281499,0.0496,0.1622858,0.2108236,0.0684,0.1581499,0.2307091,0.0584,0.1074176,0.09781916,0.0422,0.1591818,0.159665,0.0522,0.1414925,0.109378,0.0332,0.09445278,0.1000542,0.0353,0.07663275,0.1000456,0.0447,0.2736873,0.1917409,0.0536,0.188205,0.1630837,0.0759,0.1588153,0.1083938,0.0364,0.1868981,0.1116751,0.0503,0.1822387,0.15773,0.0621,0.1009015,0.1463512,0.0577,0.1913998,0.22376,0.0991,0.2526594,0.1133954,0.0977,0.2262708,0.217581,0.0552,0.2837057,0.4144163,0.0839,0.1341918,0.1587946,0.057,0.236211,0.1978105,0.0942,0.3735329,0.3620344,0.0827,0.3255422,0.2765257,0.122,0.1606,0.1685777,0.0515,0.15149,0.1808,0.0667,0.5151636,0.417615,0.194,0.1346349,0.1163892,0.0855,0.1623811,0.1274635,0.0434,0.09653854,0.07336306,0.0496,0.2114335,0.166279,0.0901,0.1894306,0.1270029,0.0444,0.1283484,0.2082035,0.124,0.2046074,0.09566109,0.052,0.1360178,0.1337356,0.0772,0.1660073,0.2888973,0.119,0.1307883,0.06401818,0.0286,0.1810626,0.1381708,0.18,0.1681882,0.4853481,0.141,0.08719267,0.04935018,0.0373,0.1074612,0.1079729,0.0404,0.06358843,0.06872042,0.0361,0.1315953,0.3265534,0.0778,0.1049648,0.1492534,0.0785,0.1234417,0.09810082,0.0515,0.1812544,0.2439747,0.0835,0.1765157,0.2907656,0.0794,0.1278857,0.1285155,0.0727,0.252105,0.222587,0.106,0.1144277,0.1275008,0.0905,0.06303842,0.06971432,0.0349,0.1375624,0.1093345,0.0706,0.1131437,0.1080057,0.0512,0.05704715,0.07580113,0.0365,0.06658723,0.0964239,0.0446,0.1198626,0.1623262,0.0552,0.09166191,0.1056854,0.0386,0.08457268,0.08535465,0.0477,0.056144,0.04810376,0.0432,0.160658,0.2624172,0.0985,0.1207831,0.1404577,0.0933,0.06599876,0.1125112,0.0725,0.05221994,0.06558512,0.0284,0.1253616,0.09241227,0.0554,0.1376497,0.103373,0.0732,0.06693905,0.0667063,0.0303,0.161009,0.2089302,0.0461,0.05670093,0.06019331,,0.06539198,0.06474788,0.0453
0.35,0.1546041,0.1896804,0.061,0.2806342,0.2094633,0.0574,0.1346126,0.1360068,0.0434,0.165865,0.2005766,0.069,0.1560213,0.2174646,0.0653,0.1060509,0.1079346,0.0448,0.1686185,0.1658296,0.0555,0.1464719,0.108608,0.033,0.1010214,0.0977018,0.0339,0.0764329,0.1069348,0.0426,0.2493914,0.1852899,0.0555,0.1715465,0.1801044,0.0713,0.149659,0.1030471,0.0345,0.1966021,0.1242454,0.0505,0.1839193,0.1819125,0.0659,0.1170866,0.1476621,0.0533,0.1883244,0.2024819,0.0985,0.2519376,0.1102973,0.0913,0.2242146,0.221626,0.0621,0.301729,0.4169133,0.0748,0.1348663,0.1501835,0.0513,0.2383183,0.2258771,0.0922,0.3720573,0.3848336,0.0786,0.3620344,0.229846,0.14,0.1665657,0.1564331,0.054,0.1515939,0.1844993,0.0687,0.5184591,0.4565304,0.217,0.1322054,0.1217325,0.0742,0.1742947,0.1272241,0.0437,0.105764,0.07138557,0.0581,0.2127394,0.1647125,0.0948,0.1871523,0.1486305,0.0481,0.1416575,0.222207,0.128,0.2242757,0.08974291,0.0564,0.1497546,0.1297265,0.0805,0.1780525,0.3129519,0.125,0.1131374,0.06212015,0.0296,0.1709714,0.1423887,0.163,0.1862487,0.4826201,0.159,0.08983247,0.04704974,0.0387,0.1102653,0.1108545,0.0417,0.05701187,0.07570882,0.0386,0.1380387,0.3428059,0.0738,0.1123809,0.1411248,0.0776,0.1317011,0.1137957,0.0586,0.1999157,0.2489406,0.0795,0.172859,0.2897311,0.0706,0.1352815,0.1293546,0.0741,0.2674195,0.225717,0.106,0.1224559,0.1387122,0.0907,0.06482455,0.06882178,0.0338,0.1453958,0.1061611,0.0762,0.1047163,0.1282111,0.05,0.06034041,0.06457933,0.0367,0.06557609,0.09065425,0.0424,0.124126,0.173611,0.0519,0.09417801,0.1059008,0.0387,0.09569491,0.08587629,0.0496,0.0622272,0.0518024,0.0417,0.1840373,0.2679439,0.0977,0.1230488,0.1362888,0.0864,0.07892159,0.1032595,0.0721,0.04685721,0.06932833,0.031,0.1161221,0.1029102,0.056,0.127403,0.104993,0.0761,0.06398582,0.07155925,0.0338,0.178917,0.2174171,0.0489,0.05718056,0.06330284,,0.06021912,0.06885439,0.0394
0.36,0.1484209,0.2078883,0.0584,0.2743907,0.2236158,0.0637,0.1372725,0.1309721,0.0417,0.1662134,0.1800145,0.0658,0.1502694,0.1987044,0.0671,0.1009957,0.1207765,0.0468,0.1729322,0.1632726,0.0573,0.1491444,0.1047122,0.0315,0.1102295,0.09310202,0.0315,0.07961284,0.1059276,0.0406,0.2231264,0.176555,0.0513,0.1662074,0.1998449,0.07,0.141921,0.1003599,0.0314,0.1981173,0.1257751,0.0513,0.1728051,0.198751,0.0636,0.1257045,0.1328818,0.053,0.1809237,0.1846699,0.0961,0.257665,0.1079964,0.0855,0.2133648,0.2217876,0.0615,0.2994868,0.4041379,0.0758,0.1341971,0.1560173,0.0482,0.2453874,0.2502876,0.0905,0.3512841,0.3947994,0.0816,0.4178441,0.2160314,0.144,0.1751844,0.1310304,0.0576,0.1380553,0.1801191,0.0647,0.4879749,0.4743061,0.229,0.124749,0.1132232,0.0631,0.179744,0.1389089,0.0531,0.1056221,0.06514754,0.0657,0.2007587,0.160329,0.0902,0.200034,0.1596242,0.0556,0.1395071,0.2306597,0.128,0.2505073,0.09651908,0.0587,0.167707,0.1274593,0.0801,0.1871306,0.3524908,0.132,0.103398,0.06162797,0.0335,0.1629448,0.1616146,0.148,0.1978706,0.4441614,0.159,0.08573821,0.0505819,0.0391,0.1070541,0.1083193,0.0391,0.05390484,0.08108279,0.0418,0.1373307,0.33904,0.0709,0.1190657,0.1286351,0.077,0.1397996,0.1238661,0.0614,0.2079785,0.2423421,0.0872,0.175362,0.2884268,0.0634,0.1443387,0.1175404,0.0828,0.2796495,0.2196211,0.1,0.1171962,0.1506619,0.093,0.06174223,0.06734628,0.0331,0.1421008,0.1058656,0.079,0.09374367,0.1458374,0.048,0.0628542,0.05652313,0.0341,0.06479463,0.08386616,0.039,0.1276328,0.1887612,0.0478,0.08927603,0.1016561,0.0395,0.09931584,0.08116121,0.0477,0.06469738,0.05060013,0.0402,0.198999,0.2468927,0.0872,0.1288314,0.1269056,0.0847,0.08956681,0.09046411,0.0673,0.04981726,0.07052419,0.0315,0.1145439,0.1148603,0.0555,0.1156456,0.09369319,0.0791,0.07401641,0.07822023,0.0355,0.2015388,0.2230922,0.0484,0.05566515,0.06642498,,0.05798636,0.06881714,0.0325
0.38,0.1481165,0.2204902,0.0525,0.262248,0.2171839,0.0696,0.1526625,0.1130078,0.0439,0.1728833,0.1516899,0.0601,0.1524192,0.177699,0.0529,0.09721673,0.1494808,0.0567,0.1535469,0.1430313,0.0571,0.1495216,0.1223531,0.0258,0.110103,0.1094312,0.0282,0.07524684,0.09548426,0.0435,0.1786191,0.1523121,0.049,0.1519435,0.208689,0.0603,0.1445704,0.1083381,0.0283,0.1974298,0.1546089,0.0462,0.1575843,0.2146598,0.0516,0.117392,0.1272584,0.0481,0.1665867,0.1756614,0.0839,0.2610605,0.118231,0.0799,0.1859853,0.2373647,0.0683,0.2533995,0.2743343,0.0873,0.1465601,0.1449296,0.0481,0.2830244,0.2694702,0.0921,0.3497699,0.3773045,0.0818,0.5013732,0.2286955,0.136,0.194451,0.1336489,0.0688,0.1181038,0.1732396,0.0651,0.3853511,0.5016543,0.231,0.1036408,0.09981111,0.0455,0.1940463,0.170213,0.0585,0.08925368,0.05372119,0.0725,0.1761762,0.1438413,0.084,0.1929828,0.1375023,0.0644,0.1411664,0.2156757,0.121,0.2613724,0.09403012,0.0521,0.1849199,0.1160258,0.0852,0.1917569,0.3456222,0.148,0.1052289,0.05996548,0.0388,0.1825365,0.1908988,0.117,0.1882662,0.3135201,0.133,0.07217611,0.05698175,0.0478,0.1122693,0.1111117,0.0328,0.0454374,0.08566044,0.0443,0.1428447,0.2731108,0.0807,0.120013,0.1218153,0.0641,0.1406035,0.1342485,0.0549,0.1820581,0.1949235,0.0993,0.1721405,0.2907743,0.0621,0.1618582,0.08999938,0.0931,0.2526875,0.1878222,0.0903,0.1420634,0.161607,0.102,0.05844608,0.07304925,0.0366,0.1374806,0.1087414,0.0687,0.1036451,0.1478931,0.065,0.06803382,0.05288699,0.034,0.0671743,0.07358344,0.0346,0.1315613,0.2264269,0.0513,0.08536889,0.1024695,0.0414,0.1027205,0.07401276,0.0451,0.07299419,0.04788514,0.0441,0.1866207,0.2196611,0.085,0.1167221,0.1220043,0.0742,0.09939004,0.09116074,0.0524,0.05425878,0.06614848,0.0297,0.0997595,0.1259257,0.0556,0.1458774,0.1001666,0.0715,0.0773633,0.08169643,0.0399,0.2064654,0.2571177,0.0502,0.05994404,0.06332252,,0.06730532,0.06445563,0.0258
0.4,0.1389451,0.2333362,0.0542,0.2365586,0.2117344,0.069,0.1579133,0.1160132,0.0481,0.1543504,0.1571996,0.0664,0.1524238,0.1584741,0.0494,0.09962504,0.1462372,0.0488,0.1487639,0.1541536,0.0634,0.1342077,0.1313449,0.0256,0.1021845,0.1165577,0.0289,0.06589749,0.08862085,0.0521,0.1505075,0.1498646,0.0515,0.1270511,0.2021111,0.0598,0.147618,0.1076425,0.026,0.1738081,0.1455251,0.0451,0.1806018,0.1813305,0.0585,0.1032735,0.1548577,0.0489,0.1775444,0.2082487,0.0763,0.2347941,0.1073352,0.0856,0.1543985,0.2506336,0.0608,0.2084512,0.1912291,0.073,0.147348,0.1412223,0.0467,0.3579478,0.2400808,0.105,0.425193,0.3687253,0.0971,0.5363463,0.2139658,0.132,0.1835268,0.1441929,0.0745,0.1201214,0.2185107,0.0658,0.3406933,0.4678732,0.259,0.1086816,0.0858312,0.0389,0.2230653,0.149724,0.0578,0.08270028,0.05701596,0.0751,0.1687025,0.1236338,0.0989,0.1382551,0.1134063,0.0581,0.1473083,0.1693464,0.123,0.2142522,0.1042988,0.0486,0.1784036,0.1039484,0.0665,0.1632808,0.2767699,0.164,0.1141181,0.06683207,0.0419,0.2013668,0.199435,0.11,0.1863334,0.2604073,0.109,0.06447212,0.0667102,0.0525,0.1310623,0.1320139,0.0361,0.05590443,0.07028276,0.0346,0.1798377,0.2410835,0.083,0.1063525,0.1482797,0.0476,0.1276255,0.1270108,0.0508,0.1591377,0.1750156,0.103,0.1726186,0.2917581,0.0611,0.1429133,0.09709592,0.0761,0.2838591,0.190505,0.093,0.1490698,0.1449909,0.11,0.04848158,0.06942781,0.0389,0.1266252,0.1050086,0.0578,0.1001411,0.1568398,0.0696,0.08064669,0.04684429,0.0369,0.05330016,0.05945468,0.0314,0.1264164,0.2400338,0.0588,0.08270508,0.1169911,0.0429,0.08680074,0.09653354,0.0438,0.07782657,0.04955193,0.055,0.1756856,0.2799368,0.0742,0.09947705,0.1336883,0.0687,0.0942699,0.07887322,0.0518,0.05196193,0.06028823,0.0278,0.1125132,0.1407111,0.0484,0.1559234,0.1112542,0.0591,0.06661624,0.0778532,0.0414,0.1906854,0.312004,0.0527,0.07526372,0.05622334,,0.06821898,0.06110061,0.029
0.42,0.130349,0.2170324,0.0585,0.2265879,0.1854212,0.0606,0.147971,0.1252895,0.0462,0.1410024,0.1458197,0.0652,0.141233,0.1480495,0.0498,0.1095932,0.1590691,0.0458,0.1557401,0.1739413,0.0802,0.1266049,0.1291849,0.0267,0.1021144,0.1091274,0.0301,0.07451718,0.07026373,0.0468,0.1500603,0.1142128,0.0503,0.157704,0.1918595,0.0581,0.1613504,0.1271261,0.0226,0.1676108,0.1352729,0.0496,0.207502,0.1479576,0.0615,0.09486585,0.1635459,0.0483,0.1532552,0.1959418,0.0703,0.2089695,0.1240474,0.103,0.1395092,0.2303072,0.0518,0.2036915,0.1719368,0.0673,0.1440138,0.1261765,0.0445,0.3782209,0.285078,0.107,0.4631887,0.4463564,0.111,0.555677,0.1973925,0.14,0.1799863,0.1557248,0.0813,0.1225183,0.2346422,0.072,0.2808113,0.5265869,0.3,0.1109779,0.07570095,0.04,0.2147838,0.1790413,0.0539,0.09295766,0.06312738,0.074,0.1831715,0.1345408,0.0981,0.108144,0.1055691,0.0502,0.1640894,0.1822341,0.121,0.1783063,0.1080625,0.0521,0.1655446,0.09302434,0.0565,0.1688915,0.2513091,0.157,0.09190456,0.06205307,0.0366,0.198652,0.2017485,0.0998,0.1755434,0.2587035,0.131,0.07193614,0.06318512,0.0488,0.1334486,0.1508519,0.036,0.05950072,0.07713558,0.0264,0.176542,0.2585074,0.0881,0.1132066,0.1859093,0.0439,0.1334907,0.1509926,0.0526,0.1894759,0.1883583,0.0945,0.1560301,0.308938,0.0724,0.1411849,0.08684374,0.0703,0.2650042,0.1553736,0.101,0.1434229,0.1343644,0.127,0.05413661,0.08350469,0.0394,0.1270452,0.1006942,0.0552,0.09412005,0.1461589,0.0669,0.08554481,0.05364596,0.0429,0.05762719,0.07845025,0.0332,0.1272694,0.2092371,0.0652,0.07171813,0.1268171,0.0396,0.07288346,0.1011907,0.0444,0.07941717,0.05002963,0.0613,0.1641437,0.2525795,0.067,0.1080892,0.1222964,0.0818,0.09556539,0.09178164,0.0472,0.04371095,0.0511611,0.0306,0.1076224,0.1275285,0.0435,0.1664856,0.1282908,0.0711,0.06640682,0.08863329,0.0425,0.2124474,0.3924393,0.0484,0.07120343,0.06125191,,0.05921737,0.06799932,0.0326
0.44,0.1293393,0.1848072,0.0645,0.2202077,0.1746283,0.0708,0.1471055,0.1482528,0.0465,0.1534703,0.1756808,0.0703,0.136439,0.1196924,0.0433,0.1194255,0.1519472,0.0495,0.1677422,0.1836949,0.0719,0.1211406,0.1373311,0.028,0.1031644,0.09742641,0.0335,0.07383382,0.06177402,0.0367,0.1472132,0.1159263,0.0438,0.2003328,0.1980418,0.0689,0.1509915,0.1525974,0.0217,0.1902151,0.1357412,0.0544,0.2342809,0.1599826,0.0579,0.1023607,0.173428,0.0513,0.1423476,0.1680836,0.0713,0.2202252,0.1300361,0.109,0.1268422,0.2144551,0.0608,0.1855785,0.1894445,0.0664,0.1212301,0.1268799,0.0524,0.3543377,0.2996298,0.0884,0.4965903,0.455792,0.123,0.5362714,0.2799009,0.124,0.1863106,0.1848555,0.0798,0.1340929,0.2518675,0.0795,0.2785604,0.5694857,0.291,0.1113143,0.07693003,0.0371,0.2111411,0.1932024,0.0513,0.104727,0.07420126,0.0733,0.2009637,0.1318423,0.0985,0.1212039,0.118372,0.0579,0.1489272,0.1954981,0.0994,0.1955595,0.1001173,0.0543,0.1631003,0.08902586,0.0546,0.2098589,0.2302222,0.199,0.06937709,0.05832043,0.0418,0.2132707,0.1933492,0.0999,0.1874374,0.2040324,0.141,0.07627121,0.0665727,0.0382,0.142459,0.1514957,0.0388,0.05196436,0.08186696,0.0283,0.1426815,0.2222887,0.0838,0.1279114,0.1967278,0.0556,0.1271516,0.1580256,0.0493,0.2120327,0.2002707,0.0779,0.1452664,0.3364325,0.0874,0.1598772,0.08684801,0.062,0.2201068,0.1711481,0.0994,0.1545646,0.1415089,0.138,0.06409112,0.09593839,0.0416,0.128475,0.09167558,0.051,0.0905183,0.1254988,0.0756,0.09256165,0.0507686,0.0486,0.05490125,0.07134662,0.0327,0.1216455,0.1663744,0.0583,0.07330158,0.1139919,0.0345,0.08427399,0.08933134,0.0466,0.07007848,0.05175965,0.0589,0.1642289,0.261855,0.069,0.1196522,0.1518477,0.102,0.07939745,0.08497354,0.0482,0.05248621,0.05302855,0.0332,0.1234656,0.09650564,0.0472,0.1655751,0.1422078,0.077,0.08368307,0.08714993,0.0449,0.1964358,0.4500851,0.0366,0.06124565,0.04994756,,0.06035909,0.08170811,0.0349
0.45,0.1300499,0.1731738,0.0738,0.2134704,0.1766792,0.0747,0.1456179,0.1561613,0.0461,0.1490701,0.1883042,0.0678,0.1420516,0.1176809,0.0421,0.1176123,0.1365453,0.0487,0.165027,0.1922195,0.0712,0.1156043,0.1382632,0.0274,0.1042816,0.08739965,0.0334,0.06722344,0.06025022,0.0339,0.1408022,0.1145985,0.0438,0.2140742,0.2091548,0.0696,0.1535867,0.1465098,0.0202,0.1921129,0.1280263,0.0559,0.2314176,0.1700874,0.0546,0.09881608,0.1729575,0.0532,0.1280342,0.1458974,0.0733,0.2353057,0.1259924,0.104,0.1370853,0.2168195,0.0663,0.1600942,0.2053107,0.0668,0.1156707,0.1315782,0.053,0.3502919,0.3068193,0.0804,0.503302,0.4268807,0.121,0.4906749,0.3070851,0.108,0.1820873,0.1958303,0.0757,0.1328113,0.2553404,0.0843,0.2531903,0.5699084,0.272,0.1137116,0.07066395,0.0364,0.1982652,0.1878884,0.0505,0.1058105,0.07856455,0.0693,0.1904142,0.1309133,0.0971,0.1269578,0.1298605,0.0608,0.1366851,0.1954153,0.0871,0.1939039,0.09510826,0.0523,0.159429,0.09757185,0.0527,0.2145451,0.2066795,0.207,0.06123861,0.06213107,0.0462,0.209787,0.1654845,0.0928,0.199135,0.1757503,0.139,0.0786272,0.07104287,0.0387,0.1502146,0.159448,0.0388,0.0515314,0.07995469,0.0278,0.1275087,0.2086502,0.0796,0.134309,0.1822493,0.0606,0.1326124,0.1526258,0.0452,0.2133817,0.2019555,0.0751,0.1562156,0.3537142,0.086,0.1638047,0.09225455,0.0606,0.1908971,0.1988144,0.0995,0.1685174,0.143823,0.13,0.06055597,0.09726655,0.0399,0.1262277,0.08717619,0.0551,0.09507193,0.1230582,0.0753,0.0962916,0.05428761,0.0514,0.05707296,0.06254746,0.0333,0.1275695,0.1438952,0.0583,0.0778515,0.1126429,0.034,0.08450052,0.08805417,0.0457,0.06613924,0.05376387,0.0534,0.1638441,0.2508775,0.072,0.1300568,0.1479771,0.106,0.07863629,0.07868767,0.0465,0.05691772,0.05955771,0.0346,0.123062,0.1022116,0.0494,0.177166,0.1467243,0.0736,0.08701751,0.07982449,0.043,0.2206953,0.4808436,0.0363,0.05952941,0.04837784,,0.06035858,0.08702214,0.0373
0.46,0.1364903,0.1571955,0.0797,0.2064739,0.1805334,0.0751,0.1448503,0.1548276,0.0492,0.1353457,0.1978154,0.0659,0.1525289,0.1184229,0.0411,0.117043,0.1301886,0.0465,0.1565612,0.1963858,0.0683,0.1091071,0.1303155,0.0276,0.1098498,0.0858735,0.0325,0.05953199,0.05982616,0.0341,0.1321966,0.1141721,0.0422,0.2238595,0.2181407,0.0697,0.1560676,0.145855,0.02,0.1865941,0.121509,0.0534,0.2152983,0.1727356,0.0506,0.09657647,0.1673542,0.0547,0.1288099,0.1384324,0.0732,0.2474647,0.120229,0.106,0.1497367,0.2164884,0.0698,0.1662469,0.2163142,0.0656,0.132606,0.1326067,0.0514,0.3480456,0.3121594,0.0765,0.4978133,0.3906808,0.12,0.4927206,0.3075419,0.0898,0.1683781,0.2003132,0.0709,0.1309911,0.2484195,0.0828,0.2371354,0.5571073,0.249,0.1138389,0.06123495,0.0369,0.1784561,0.1749988,0.0485,0.1028516,0.08073955,0.0633,0.1647222,0.1240544,0.098,0.1258564,0.1355354,0.065,0.1292858,0.1897979,0.0774,0.2022299,0.09189174,0.0564,0.1563185,0.1023838,0.0534,0.2115274,0.1983532,0.202,0.06093905,0.06342173,0.0493,0.1920747,0.1418482,0.0931,0.2087698,0.1727447,0.141,0.08065052,0.07626617,0.0403,0.1565095,0.1691325,0.0377,0.05054334,0.07745435,0.0278,0.1166489,0.1959374,0.0786,0.1424297,0.165604,0.0639,0.1393051,0.1428478,0.0441,0.2020376,0.1977873,0.0761,0.1599196,0.3677593,0.0837,0.1654966,0.09546585,0.0671,0.1693998,0.227271,0.098,0.192931,0.1410554,0.131,0.05703377,0.09642083,0.0392,0.1201066,0.08779464,0.0546,0.1026327,0.1201738,0.0752,0.1003881,0.05472941,0.0528,0.05987108,0.05861859,0.0332,0.1310518,0.1239031,0.0569,0.08324412,0.1172502,0.0325,0.0844062,0.09907607,0.0462,0.06411495,0.05481132,0.0453,0.1739747,0.2198588,0.0719,0.1388702,0.1531652,0.102,0.08754981,0.08074813,0.0418,0.06048143,0.06274067,0.0344,0.1152586,0.1136989,0.0487,0.1838529,0.1466537,0.0681,0.08691418,0.07306866,0.0425,0.2487567,0.513038,0.035,0.06076068,0.04787116,,0.0597983,0.0916985,0.0376
0.48,0.1468691,0.152504,0.0794,0.1921755,0.1745716,0.0726,0.1219313,0.1387268,0.0545,0.1282924,0.200142,0.0649,0.1659115,0.1146449,0.0431,0.1090157,0.1170341,0.0504,0.1402486,0.1873565,0.0615,0.1242624,0.1254539,0.03,0.1073929,0.09040846,0.0325,0.05764859,0.0594835,0.0386,0.1155039,0.09487369,0.0371,0.2430573,0.2229766,0.0721,0.1711614,0.1400307,0.0196,0.173504,0.1070007,0.0457,0.2132003,0.1732361,0.0516,0.09963451,0.1586057,0.0614,0.1521595,0.1343854,0.0776,0.2598323,0.1352473,0.122,0.1506188,0.1970622,0.0721,0.1723415,0.2109939,0.0602,0.153879,0.1236132,0.0479,0.3522722,0.3406719,0.0753,0.4944965,0.3692866,0.124,0.4840136,0.3065011,0.0679,0.1243886,0.1999942,0.0742,0.1361207,0.2473917,0.0724,0.2504598,0.5089106,0.208,0.1039881,0.06241984,0.0402,0.1676337,0.1458731,0.0449,0.09405988,0.0762396,0.0552,0.1605641,0.1130491,0.102,0.1277343,0.1277078,0.0617,0.1313712,0.159507,0.069,0.2345701,0.09148379,0.0638,0.1611203,0.1096473,0.055,0.1985443,0.1785335,0.167,0.06059801,0.06143521,0.05,0.1629994,0.1168436,0.0937,0.2164741,0.1715415,0.15,0.08370007,0.08241101,0.0455,0.1483574,0.1863397,0.0373,0.0521647,0.06629864,0.029,0.1111155,0.2257249,0.0811,0.1364947,0.1441594,0.064,0.1376158,0.1352188,0.0501,0.1936873,0.1644187,0.0841,0.1636815,0.3640358,0.0686,0.1828408,0.08836409,0.0759,0.1707269,0.2632846,0.0984,0.2504493,0.1404002,0.127,0.06049801,0.0915665,0.0391,0.1147962,0.09341618,0.054,0.1226596,0.12476,0.0764,0.1127324,0.05461124,0.0519,0.06287756,0.06100151,0.0405,0.131209,0.1036984,0.0511,0.0927123,0.120007,0.032,0.07898255,0.1253564,0.0544,0.05819074,0.05079834,0.0433,0.1556568,0.1845374,0.0681,0.1684325,0.1539814,0.094,0.0907305,0.0850096,0.0381,0.06815279,0.06578003,0.0369,0.1031361,0.1338839,0.0535,0.1853013,0.1571629,0.0744,0.0827997,0.06908597,0.0475,0.3032948,0.5431598,0.0356,0.0653075,0.04517719,,0.05788762,0.09437991,0.0384
0.5,0.1283369,0.1451869,0.0675,0.1712705,0.1638075,0.0714,0.1424285,0.1249924,0.058,0.1298962,0.208664,0.057,0.1512566,0.1225745,0.0432,0.09632344,0.1015637,0.049,0.1488984,0.175845,0.0524,0.1342208,0.1231304,0.0326,0.09659094,0.08776309,0.0323,0.06466401,0.06260996,0.0417,0.1006315,0.07820617,0.0354,0.2394677,0.2023184,0.0758,0.1993791,0.133543,0.0223,0.1865354,0.1042297,0.0385,0.1991059,0.1518113,0.0562,0.1231202,0.1606529,0.0574,0.1571183,0.1212689,0.0858,0.2489324,0.1460504,0.124,0.1407037,0.1963624,0.0691,0.1984535,0.1769372,0.0543,0.1689171,0.1114481,0.0491,0.3266939,0.3566708,0.07,0.4953683,0.3884793,0.119,0.4696485,0.3722944,0.0793,0.1006444,0.1514218,0.0787,0.1541052,0.2399427,0.0763,0.2658955,0.4514868,0.178,0.08577763,0.06394618,0.0469,0.1978182,0.1266105,0.0552,0.0900959,0.07146934,0.0525,0.1954698,0.1158073,0.11,0.1439202,0.1446471,0.0573,0.1425533,0.1295452,0.0617,0.2528533,0.08984029,0.081,0.1303949,0.1224428,0.0577,0.1718088,0.1668226,0.131,0.05910531,0.05262415,0.0508,0.1583239,0.1174328,0.1,0.2456308,0.1690471,0.158,0.08002765,0.08380336,0.0533,0.1250836,0.2009323,0.0381,0.05111419,0.05468652,0.0319,0.1335433,0.2161681,0.0815,0.1332876,0.1237524,0.06,0.1229979,0.160808,0.0555,0.2283726,0.1449719,0.0984,0.1775143,0.3095897,0.06,0.2127346,0.08642016,0.0751,0.1930403,0.2692867,0.111,0.2814404,0.1655713,0.116,0.06057401,0.0948903,0.0387,0.1210006,0.08755369,0.0619,0.1264969,0.1290816,0.0833,0.1251746,0.05248268,0.0531,0.06761428,0.06387533,0.0433,0.117112,0.09345185,0.0546,0.09637247,0.1022377,0.0377,0.06655151,0.1345688,0.0527,0.05550506,0.03973199,0.0375,0.1583679,0.1679907,0.0653,0.1832185,0.1506656,0.114,0.09560704,0.08444925,0.0383,0.07490785,0.06899504,0.0359,0.09653741,0.1491571,0.0627,0.1932396,0.1554145,0.0791,0.08102067,0.07320137,0.0535,0.322294,0.5310916,0.0431,0.06035156,0.04687256,,0.05903439,0.08501238,0.036
