
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 55.0
Rrup Max (km):, 80.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.18,0.08952373,0.09278591,0.0623,0.1491163,0.1629568,0.0874,0.1489876,0.09315658,0.0775,0.1076443,0.2271426,0.0948,0.1113847,0.1114453,0.0556,0.1173674,0.1645214,0.0405,0.1145014,0.1100207,0.053,0.09404199,0.08385292,0.0314,0.07666152,0.1236308,0.0326,0.09653319,0.1021978,0.036,0.1352508,0.0994537,0.0419,0.06348277,0.0956986,0.0482,0.1158348,0.09244209,0.0401,0.1201081,0.07257036,0.062,0.1351455,0.1373329,0.0504,0.09907915,0.1091129,0.0442,0.141369,0.1281653,0.082,0.148171,0.1073158,0.0733,0.09817976,0.09935384,0.0531,0.1584072,0.1815935,0.0874,0.1148424,0.1398337,0.0477,0.1353909,0.1235942,0.0882,0.2587734,0.2439119,0.082,0.154908,0.137345,0.0739,0.109391,0.1724259,0.0572,0.09586462,0.1218839,0.0518,0.2366762,0.2915409,0.11,0.09066699,0.1183445,0.0431,0.07465478,0.112412,0.0842,0.05937244,0.06618936,0.0418,0.1233776,0.1236717,0.114,0.1273338,0.1115967,0.0514,0.1685804,0.1303256,0.112,0.1295153,0.06143072,0.0463,0.07335518,0.07915216,0.0619,0.1347412,0.1683514,0.0991,0.2038482,0.2175621,0.0716,0.1343335,0.1290153,0.0827,0.2477291,0.2284659,0.103,0.05216088,0.03402803,0.0209,0.07577071,0.08156632,0.0314,0.1563527,0.1309837,0.0421,0.101489,0.1671171,0.0587,0.1167471,0.1006571,0.0635,0.08082726,0.06651519,0.0411,0.2634068,0.268192,0.163,0.1149186,0.1394022,0.071,0.1468851,0.1198558,0.0689,0.1521711,0.1433456,0.103,0.1121884,0.1023897,0.0553,0.04836985,0.04353662,0.0225,0.06023012,0.06926948,0.064,0.09628112,0.06409449,0.0384,0.03994558,0.04086195,0.0338,0.06136398,0.0613817,0.0652,0.09763365,0.09585176,0.0614,0.04749927,0.06859396,0.0307,0.04302736,0.05680086,0.0283,0.03941856,0.0490274,0.0395,0.1053031,0.121527,0.0949,0.08428033,0.1033966,0.0559,0.05610466,0.05953573,0.0352,0.02872369,0.03428222,0.02,0.1262852,0.1110297,0.0594,0.07361519,0.06850602,0.0378,0.03704002,0.05046435,0.038,0.08003753,0.1529958,0.0437,0.03676099,0.04422179,,0.04836225,0.04551094,0.0547
0.19,0.09096253,0.1021125,0.0646,0.1822978,0.1882936,0.093,0.1281113,0.0943626,0.0787,0.1251818,0.2070648,0.0986,0.09825186,0.113692,0.0541,0.1113872,0.1330708,0.0432,0.1300533,0.1040911,0.0523,0.1121692,0.08920231,0.0244,0.08843326,0.1475648,0.0312,0.1297424,0.0998446,0.0441,0.1178301,0.1076136,0.0508,0.07350409,0.1037373,0.0501,0.1214512,0.0940713,0.0387,0.1171712,0.07585825,0.0706,0.1452514,0.1367791,0.0466,0.09175288,0.1261701,0.0501,0.1398509,0.1497974,0.0952,0.1485867,0.1062349,0.0721,0.1008602,0.1054333,0.056,0.1545794,0.2266933,0.0758,0.1111692,0.1442806,0.0561,0.1421305,0.1175226,0.102,0.281327,0.2695411,0.0898,0.1482366,0.1398835,0.0682,0.1364834,0.1795836,0.0544,0.1053887,0.1192576,0.0547,0.2506643,0.2963977,0.106,0.1012833,0.1090458,0.0502,0.08775344,0.106899,0.101,0.06150484,0.07904202,0.0443,0.1265754,0.1244951,0.106,0.1482337,0.0958366,0.0419,0.1824301,0.1275243,0.121,0.1248719,0.06268563,0.06,0.0766016,0.06939237,0.0591,0.1681812,0.1631912,0.115,0.2210028,0.2338707,0.0667,0.1403693,0.112441,0.0693,0.2256883,0.2135167,0.11,0.05236951,0.03788772,0.0206,0.07673721,0.08188907,0.0307,0.1497714,0.1172207,0.0406,0.1059495,0.1509463,0.0612,0.1276013,0.09728185,0.0521,0.07518289,0.07258186,0.0362,0.2527853,0.2368577,0.165,0.1028862,0.1404249,0.0735,0.1255894,0.1177542,0.0637,0.1500095,0.1403154,0.0959,0.11976,0.09772737,0.0554,0.05604513,0.04077644,0.0234,0.0654494,0.07151479,0.0481,0.09753702,0.07369708,0.043,0.04194548,0.0398983,0.0314,0.06469479,0.05014474,0.0696,0.1306571,0.1023706,0.0742,0.05769248,0.07145877,0.0354,0.05556642,0.06613734,0.0311,0.04062412,0.04534199,0.0474,0.1290376,0.1405355,0.0825,0.08546976,0.1156957,0.0507,0.06438245,0.06001603,0.0342,0.03061171,0.03643725,0.0205,0.1516815,0.1107714,0.0491,0.07302341,0.06942055,0.0405,0.03902965,0.04687292,0.0369,0.08412749,0.1545159,0.0476,0.04184629,0.0498009,,0.0480743,0.04161859,0.0515
0.2,0.083204,0.09869207,0.0691,0.192813,0.1985908,0.0851,0.1158096,0.1107401,0.093,0.1137953,0.1584995,0.0896,0.118507,0.1260283,0.0609,0.1243057,0.1110172,0.043,0.1464451,0.1135982,0.0524,0.1165815,0.08105441,0.024,0.09472933,0.163018,0.0329,0.1333926,0.09832443,0.048,0.1195342,0.1295933,0.0538,0.07974332,0.1150746,0.0616,0.1382311,0.08796689,0.0443,0.1030385,0.090699,0.0786,0.1662536,0.1419799,0.0369,0.09557335,0.1442264,0.0469,0.1367898,0.1693465,0.113,0.1540411,0.1013529,0.0701,0.118604,0.1157655,0.0649,0.1872576,0.2617691,0.0849,0.1163084,0.1561741,0.0578,0.1402878,0.1226917,0.106,0.2955071,0.2814407,0.104,0.1741664,0.150695,0.0632,0.1544682,0.1782986,0.0579,0.1157413,0.1268031,0.0494,0.2577282,0.2750873,0.101,0.1095147,0.08527148,0.0571,0.09706292,0.1092195,0.0995,0.05871384,0.09024594,0.047,0.1361644,0.131864,0.0928,0.1381929,0.1072104,0.046,0.1824059,0.1342795,0.113,0.1304626,0.06365599,0.0568,0.0705063,0.06462011,0.0528,0.216056,0.1533107,0.133,0.2008407,0.1858945,0.0509,0.157066,0.1183725,0.0775,0.2107407,0.2252167,0.098,0.04847138,0.04261121,0.0246,0.08443899,0.08122768,0.0311,0.1519938,0.1392497,0.036,0.09691928,0.1714456,0.0689,0.1104208,0.1006955,0.0503,0.07633141,0.07504871,0.0352,0.2694701,0.2578931,0.167,0.1024657,0.130779,0.0694,0.1146118,0.1130741,0.0643,0.1483894,0.1680554,0.0953,0.1239278,0.1006373,0.0636,0.05969813,0.0477454,0.0244,0.07173229,0.07200892,0.0561,0.1044184,0.08083456,0.0488,0.04924624,0.04087298,0.0326,0.06353696,0.05605218,0.0563,0.1331254,0.1033535,0.0768,0.05864378,0.06840854,0.0316,0.05556894,0.06305076,0.0343,0.03867638,0.04118323,0.0515,0.1433602,0.1323168,0.0879,0.09259979,0.1087583,0.0585,0.05791983,0.06783002,0.041,0.03163009,0.03762468,0.0205,0.1665263,0.1116602,0.0516,0.06726737,0.07034149,0.0401,0.04641858,0.05358868,0.0347,0.08157699,0.1591555,0.0472,0.05168303,0.0623017,,0.04693837,0.04532376,0.0421
0.22,0.1072802,0.136451,0.0566,0.1908934,0.1936924,0.0799,0.09506042,0.136297,0.0917,0.1105252,0.1503793,0.0761,0.1168548,0.1221668,0.0538,0.1112872,0.1333609,0.0455,0.1121411,0.1251871,0.0522,0.1125625,0.08735693,0.0248,0.09894896,0.1121065,0.0265,0.1030617,0.1238978,0.0413,0.1197663,0.1481737,0.0414,0.09319326,0.1113011,0.0616,0.1625623,0.1009848,0.0367,0.1160622,0.1097225,0.0945,0.1574116,0.1689776,0.0388,0.08859644,0.1305762,0.052,0.1254682,0.1487323,0.135,0.1779089,0.1004608,0.0791,0.1560848,0.1384023,0.0598,0.2004151,0.2816206,0.0774,0.1091167,0.148484,0.0568,0.1461747,0.1264835,0.0944,0.3940399,0.3050263,0.116,0.1862593,0.2044444,0.0887,0.1501655,0.1377353,0.0568,0.1409803,0.157993,0.059,0.3179793,0.2395267,0.108,0.1135999,0.1401191,0.0694,0.1075665,0.08954385,0.0657,0.04818967,0.0697654,0.0372,0.1454041,0.1554914,0.073,0.152472,0.1027648,0.049,0.1770688,0.1797189,0.108,0.1345532,0.0530461,0.0409,0.08766762,0.06746014,0.0462,0.2293546,0.1548803,0.117,0.220396,0.2278886,0.0496,0.2044242,0.1478988,0.0904,0.214425,0.2042005,0.0957,0.05216605,0.05406032,0.0257,0.08997377,0.08339536,0.0347,0.1479588,0.122368,0.0351,0.1118407,0.1673533,0.0722,0.1230269,0.1336546,0.0655,0.08769585,0.08289906,0.0459,0.2738261,0.21835,0.191,0.1352694,0.1566498,0.0712,0.1107232,0.0914083,0.0707,0.1397459,0.1524884,0.0862,0.1302111,0.1060249,0.074,0.05035565,0.04424793,0.0249,0.07883567,0.08673508,0.0584,0.0932246,0.08029673,0.0396,0.06590447,0.051696,0.0396,0.08642377,0.06306974,0.0512,0.1155405,0.09266856,0.0715,0.0522259,0.05907242,0.0293,0.0473481,0.06571471,0.0401,0.03658642,0.04151077,0.0625,0.183243,0.1525978,0.121,0.08777099,0.1148912,0.076,0.06620528,0.08569212,0.0495,0.03076811,0.03376502,0.0223,0.1363813,0.1307032,0.0499,0.06985895,0.07300899,0.046,0.0454904,0.0620585,0.0351,0.095611,0.1564788,0.0464,0.06026065,0.0795828,,0.04454053,0.04956205,0.0454
0.24,0.1137597,0.1430353,0.0595,0.1767836,0.2452705,0.0997,0.09314672,0.1762378,0.0742,0.1380031,0.1501879,0.0723,0.09287693,0.147117,0.0541,0.111224,0.1158661,0.0354,0.1339042,0.1133885,0.0531,0.07852731,0.1086622,0.0209,0.1366279,0.1001559,0.0271,0.08288131,0.1384737,0.0455,0.1622955,0.1755403,0.0414,0.1282123,0.09757861,0.0499,0.1541314,0.1239636,0.0388,0.1275966,0.1167827,0.0695,0.202793,0.1985074,0.0368,0.09442232,0.1178772,0.0529,0.1780447,0.148277,0.139,0.1877694,0.09494056,0.0802,0.151717,0.142671,0.0583,0.1859523,0.3187578,0.0741,0.125021,0.1320834,0.0602,0.188112,0.147216,0.0933,0.4363397,0.2705642,0.111,0.1755033,0.2878376,0.0934,0.1643111,0.1449114,0.0591,0.1421603,0.1524082,0.0657,0.3645732,0.218643,0.112,0.09571315,0.116188,0.0734,0.1044195,0.10967,0.0773,0.05582118,0.06203086,0.0358,0.175637,0.1532969,0.077,0.1899456,0.09811949,0.0629,0.1580807,0.1644156,0.101,0.1461556,0.05931813,0.0399,0.09174892,0.07097544,0.0512,0.2489578,0.1948355,0.0875,0.2100652,0.2938537,0.0388,0.2088324,0.1834379,0.0803,0.2173125,0.2494165,0.108,0.05626345,0.05123487,0.0278,0.08836112,0.09799723,0.0395,0.115894,0.1158624,0.0333,0.1553747,0.2061588,0.0757,0.1420725,0.1584289,0.0823,0.09793262,0.1032398,0.047,0.2086591,0.202168,0.115,0.1514096,0.1530227,0.0595,0.09802669,0.107271,0.101,0.1640431,0.1549877,0.0913,0.1069703,0.1267669,0.0718,0.05362106,0.04968016,0.0331,0.07717357,0.1345911,0.058,0.1051015,0.09770733,0.0421,0.06853887,0.04710098,0.0486,0.07764304,0.07817084,0.0517,0.1513446,0.09139764,0.0852,0.05249555,0.07284783,0.0286,0.05012486,0.06464801,0.0398,0.03248237,0.03346444,0.0621,0.1935534,0.1436657,0.105,0.09784455,0.1090693,0.0658,0.07718696,0.1045455,0.0573,0.037568,0.04420387,0.0198,0.1407558,0.1434369,0.0439,0.07456417,0.08507433,0.0469,0.04727857,0.068574,0.0341,0.1017512,0.1643891,0.0494,0.06446274,0.06998455,,0.06031852,0.04157627,0.0495
0.25,0.1111819,0.1375756,0.0556,0.1750939,0.2686657,0.108,0.09229333,0.1720048,0.0618,0.1544006,0.1484462,0.0612,0.1004625,0.1551847,0.0544,0.09669574,0.1123294,0.0328,0.1646409,0.1244667,0.0519,0.08187445,0.1021251,0.024,0.1428672,0.1075148,0.0315,0.07041757,0.1215228,0.038,0.1637836,0.1663687,0.0445,0.1384954,0.09417178,0.0457,0.1408634,0.1229165,0.0381,0.1529829,0.1045062,0.0669,0.1952718,0.1822761,0.0439,0.1079971,0.1056729,0.0528,0.1910065,0.1428062,0.143,0.1791764,0.09449563,0.0838,0.1490208,0.1325537,0.0495,0.184334,0.3267236,0.0731,0.1482893,0.1385824,0.0575,0.198893,0.1537038,0.0996,0.4245558,0.2780826,0.115,0.1789021,0.2486135,0.0898,0.174052,0.1435639,0.0619,0.1692103,0.1514736,0.0631,0.3294601,0.2399702,0.113,0.1170512,0.09480531,0.067,0.1086715,0.1205227,0.077,0.06206926,0.06418544,0.0371,0.1970081,0.1643162,0.0794,0.1829785,0.1156063,0.0624,0.1792475,0.1593813,0.107,0.1422859,0.06316778,0.039,0.09315924,0.08649395,0.0528,0.2365197,0.2320037,0.0876,0.2033113,0.2722396,0.0419,0.1856792,0.1777668,0.0997,0.1990689,0.2591934,0.109,0.05771663,0.05550085,0.0282,0.09736735,0.09512323,0.0472,0.1080603,0.09982131,0.0318,0.1627866,0.2251251,0.0743,0.1192567,0.1806433,0.0993,0.08453867,0.1025668,0.0466,0.2058914,0.2096772,0.093,0.136789,0.1741942,0.0591,0.106967,0.1218894,0.0949,0.1840945,0.1669946,0.0879,0.1309107,0.1306104,0.078,0.05845227,0.05062422,0.0355,0.08884333,0.1466009,0.066,0.1091394,0.1034088,0.0449,0.06920398,0.05915825,0.0519,0.07689646,0.08861916,0.0491,0.1687329,0.1086042,0.092,0.0523746,0.06885383,0.028,0.04832808,0.06546365,0.0395,0.03584028,0.03753394,0.0479,0.2108742,0.1509203,0.0936,0.09854514,0.09465805,0.0675,0.08515249,0.1003938,0.0532,0.04206626,0.04668013,0.0207,0.1553541,0.1549859,0.045,0.07897803,0.09038676,0.051,0.04635662,0.06368875,0.0352,0.1027863,0.1598667,0.0481,0.06307936,0.06285741,,0.06207452,0.05126433,0.0576
0.26,0.1107731,0.1405434,0.0567,0.1752099,0.2591358,0.109,0.1059995,0.1477651,0.0599,0.1730299,0.1567238,0.0619,0.1003958,0.1384401,0.0614,0.108874,0.1072081,0.0311,0.1710919,0.1103874,0.0512,0.09220069,0.103124,0.0247,0.1213286,0.1021992,0.0338,0.06815195,0.1116378,0.0358,0.1498003,0.1510293,0.0428,0.1466002,0.09233624,0.0483,0.1423898,0.1155897,0.0346,0.1755018,0.1012704,0.0624,0.2160132,0.1732176,0.0413,0.1182292,0.09563426,0.0497,0.1865032,0.1417338,0.136,0.1607204,0.104083,0.0768,0.1387834,0.1469661,0.0498,0.1830427,0.3674336,0.0672,0.1765659,0.1621708,0.0601,0.195224,0.1611895,0.0912,0.4276412,0.2640569,0.116,0.2194941,0.2269577,0.0973,0.185106,0.1459575,0.0615,0.1926302,0.1788949,0.058,0.304675,0.2434355,0.116,0.1326635,0.08642087,0.064,0.1122081,0.1204123,0.0657,0.0611347,0.06373436,0.0363,0.190531,0.1820336,0.0742,0.1869026,0.1321995,0.057,0.2104284,0.1892861,0.113,0.1339625,0.06505787,0.0376,0.09592368,0.09152783,0.0607,0.1964922,0.2618337,0.0889,0.2078734,0.2336788,0.0423,0.1763215,0.1668355,0.117,0.1850887,0.2379036,0.109,0.06247126,0.05951562,0.026,0.1059807,0.09708862,0.0503,0.1029858,0.07874037,0.0331,0.1791426,0.265485,0.066,0.1223714,0.1818351,0.104,0.07300293,0.1028018,0.048,0.1738315,0.1884095,0.0936,0.1305619,0.193368,0.0637,0.1140664,0.1266795,0.103,0.1844365,0.1756168,0.0807,0.1289682,0.1457528,0.0886,0.06387321,0.0548914,0.0304,0.09584536,0.1401174,0.065,0.09924922,0.09734192,0.045,0.06911233,0.06533194,0.0474,0.09001087,0.09077067,0.0415,0.145804,0.1185916,0.078,0.051135,0.06622332,0.0304,0.05277343,0.06741168,0.0403,0.03439571,0.04108957,0.0439,0.236394,0.1783931,0.0956,0.104054,0.1051846,0.0647,0.07831213,0.1048352,0.0519,0.04350208,0.04955553,0.0204,0.1690746,0.1444337,0.0432,0.08663107,0.07985484,0.0555,0.04805877,0.06170677,0.0328,0.1062287,0.1751911,0.0467,0.06520848,0.0755291,,0.06031927,0.05670918,0.0632
0.28,0.1250816,0.1501623,0.0553,0.2133299,0.2261051,0.0937,0.1407629,0.1558367,0.0651,0.134177,0.1854859,0.0667,0.1099503,0.166997,0.0661,0.1152817,0.09844334,0.0366,0.1637606,0.119403,0.0578,0.08498984,0.09444638,0.0275,0.1115286,0.09936939,0.0352,0.07037993,0.09206314,0.0402,0.194836,0.1708276,0.0495,0.1316401,0.1049789,0.0566,0.1693866,0.1290155,0.0327,0.1919959,0.1161842,0.0609,0.2087114,0.178711,0.0425,0.1246335,0.1062886,0.0586,0.2085338,0.1897612,0.142,0.2019418,0.1392006,0.0727,0.1461313,0.1785755,0.0531,0.1968386,0.4401152,0.0748,0.2110414,0.2115901,0.0592,0.1754152,0.1717421,0.093,0.4815399,0.2529033,0.102,0.2714719,0.2330805,0.115,0.1911084,0.1585756,0.0675,0.1416915,0.199306,0.0544,0.3648581,0.2687159,0.148,0.156092,0.09667713,0.0791,0.1057098,0.1320264,0.0552,0.06808072,0.06705883,0.0335,0.1872445,0.1801769,0.0864,0.1861194,0.1385621,0.0535,0.1770807,0.1858618,0.1,0.1670754,0.08893729,0.038,0.08779103,0.1146671,0.0731,0.19239,0.3291098,0.105,0.2283373,0.1264537,0.0353,0.1582893,0.1503534,0.164,0.1634424,0.2922949,0.129,0.06979035,0.05541103,0.0258,0.1115582,0.08752064,0.0385,0.0789647,0.08017202,0.0362,0.1743393,0.2561206,0.0758,0.1460559,0.1438966,0.0749,0.08936268,0.09793078,0.0539,0.1694637,0.1898573,0.101,0.1404888,0.20582,0.0599,0.1440525,0.1189652,0.0916,0.1956907,0.1588052,0.0857,0.1146865,0.1523421,0.0811,0.06499995,0.06201024,0.0285,0.09443204,0.1211225,0.0612,0.09947887,0.09569649,0.0445,0.06671124,0.06195892,0.0439,0.1104135,0.07851294,0.0433,0.1653737,0.1122522,0.0705,0.05791171,0.06134453,0.0359,0.05309562,0.06670552,0.0471,0.04089919,0.04717767,0.0555,0.2715335,0.2395176,0.0922,0.136392,0.1254924,0.0684,0.0684641,0.09886165,0.0462,0.05008188,0.05220988,0.0263,0.1424094,0.1230261,0.0479,0.08772957,0.08636472,0.0763,0.04771208,0.06735326,0.0317,0.1189726,0.1782577,0.0584,0.05275933,0.07156235,,0.04769626,0.06158154,0.063
0.29,0.1264023,0.139221,0.0578,0.247106,0.2236365,0.0892,0.1440059,0.161833,0.07,0.1447817,0.1936821,0.0626,0.115835,0.1960773,0.0719,0.1123519,0.09348112,0.0425,0.1777734,0.1334116,0.0638,0.08899905,0.09418694,0.0275,0.105022,0.1204137,0.0362,0.07523371,0.07813289,0.0438,0.2261411,0.1806264,0.0499,0.1337676,0.1124927,0.0579,0.1536396,0.1266092,0.0341,0.1734302,0.1169936,0.0712,0.2179316,0.1487286,0.0406,0.1155029,0.1056159,0.0562,0.2007534,0.2069177,0.13,0.234349,0.141856,0.0721,0.1505329,0.1906553,0.0513,0.2112986,0.4780023,0.0823,0.2140679,0.2256576,0.0536,0.1895411,0.1770732,0.0844,0.4737048,0.2699971,0.1,0.2958391,0.2831282,0.13,0.1873002,0.1658037,0.0769,0.131417,0.1832238,0.0534,0.360984,0.2931762,0.158,0.1436329,0.09120806,0.08,0.1083365,0.1430077,0.0485,0.07406391,0.07169172,0.0372,0.191977,0.171061,0.085,0.1997137,0.1340709,0.056,0.1561838,0.1755303,0.102,0.1852834,0.09668387,0.0386,0.08848455,0.1269344,0.071,0.2167675,0.3321528,0.0979,0.2234178,0.1137449,0.0332,0.1558367,0.1521782,0.164,0.1450835,0.3426249,0.133,0.07576814,0.06003011,0.0268,0.1066612,0.09306998,0.0344,0.07008267,0.08009062,0.0326,0.1727202,0.2435744,0.0742,0.1244844,0.1286672,0.0609,0.09995407,0.09673022,0.0541,0.1755386,0.2018453,0.106,0.1472691,0.2432024,0.0674,0.1526469,0.1144818,0.0923,0.2135326,0.1779137,0.0886,0.1108191,0.1425951,0.0807,0.06535839,0.0793341,0.0256,0.09979317,0.1201456,0.0581,0.1078264,0.1180311,0.0458,0.06484485,0.06615206,0.0398,0.09906544,0.07897303,0.0459,0.1446188,0.1253587,0.0704,0.0668505,0.06687066,0.0376,0.05688134,0.06927427,0.0433,0.04683884,0.04636526,0.0525,0.2810421,0.2636527,0.0912,0.1428927,0.1457362,0.0769,0.06407671,0.09658565,0.0513,0.05166425,0.05527481,0.0252,0.130328,0.1070775,0.0521,0.1058593,0.1018922,0.0797,0.04538826,0.07468323,0.0341,0.1275624,0.1963872,0.0553,0.05686266,0.06021331,,0.05059797,0.05231311,0.0586
0.3,0.137046,0.1443812,0.0517,0.2589242,0.2101343,0.0787,0.1371405,0.1555858,0.0681,0.133203,0.1783787,0.0569,0.1202274,0.2133962,0.0658,0.09963197,0.08868571,0.0442,0.1811104,0.143754,0.0661,0.09121796,0.09800513,0.0302,0.1062814,0.1327864,0.0358,0.07688903,0.07217431,0.0424,0.232764,0.1880996,0.0423,0.1424901,0.1166905,0.0633,0.1459491,0.1232612,0.0317,0.171008,0.1202428,0.0763,0.2183445,0.160824,0.043,0.1156832,0.1141666,0.051,0.2232243,0.2227559,0.125,0.257845,0.1333029,0.0772,0.1631933,0.2013469,0.051,0.2389193,0.5254976,0.0809,0.2021335,0.2250298,0.0477,0.2187804,0.1842381,0.082,0.4538515,0.2449618,0.0961,0.3040698,0.2945691,0.129,0.1813567,0.1692121,0.0709,0.1296432,0.1690818,0.058,0.3776235,0.309984,0.152,0.1350166,0.08219589,0.0866,0.1192949,0.1494916,0.0427,0.07909356,0.07667064,0.0395,0.2056536,0.1712238,0.0776,0.2042253,0.128094,0.0585,0.1636719,0.1875113,0.11,0.1937387,0.09590835,0.0445,0.09486126,0.1227877,0.0623,0.2336587,0.3319206,0.0991,0.2019193,0.1087584,0.0331,0.1772062,0.1336948,0.169,0.1494479,0.3632398,0.135,0.07223523,0.05215953,0.0284,0.09872995,0.1038935,0.0331,0.07357202,0.08197788,0.0339,0.1775657,0.2528715,0.0742,0.1032749,0.1323496,0.0671,0.109954,0.1123197,0.0553,0.164024,0.2270294,0.102,0.1741782,0.2708945,0.0712,0.1501969,0.1208283,0.0927,0.2585129,0.1933272,0.0982,0.1017031,0.1306328,0.0869,0.05821992,0.08598486,0.0232,0.1000827,0.1185811,0.0623,0.1113037,0.1342786,0.0459,0.06118779,0.07784297,0.0356,0.08643484,0.07718907,0.0445,0.1126807,0.1329911,0.0668,0.07283454,0.0728163,0.0382,0.06268366,0.0770147,0.0402,0.04700466,0.04412564,0.0442,0.2468529,0.2781341,0.0954,0.1345448,0.1609331,0.0843,0.0640234,0.101086,0.0605,0.05396948,0.05606521,0.026,0.124143,0.08875903,0.0508,0.1279017,0.107843,0.0761,0.04982403,0.07982091,0.0346,0.1332068,0.1998568,0.0556,0.0603679,0.06032595,,0.06158284,0.0515824,0.0606
0.32,0.1272305,0.124405,0.0485,0.270902,0.2119011,0.063,0.136628,0.1302115,0.0552,0.1431401,0.1862406,0.0558,0.1174306,0.2282821,0.0677,0.1029993,0.1131867,0.0414,0.1599959,0.1594367,0.0589,0.1219253,0.09449597,0.0349,0.08877232,0.1110222,0.0392,0.0723998,0.07288996,0.0391,0.2645594,0.1963212,0.044,0.1639498,0.1429657,0.0725,0.1577618,0.1181226,0.0349,0.1663904,0.1121577,0.0643,0.2193692,0.1516936,0.0517,0.1230348,0.1349028,0.0616,0.220238,0.2330578,0.118,0.2741755,0.1167163,0.0879,0.2029642,0.2110148,0.0484,0.2637133,0.4800758,0.0902,0.1440072,0.1961666,0.0473,0.2373887,0.1898283,0.0881,0.3803732,0.2853877,0.0807,0.2494208,0.3005303,0.131,0.1728228,0.1562594,0.0567,0.1362787,0.1583046,0.0569,0.4490241,0.3689523,0.163,0.1327761,0.09572332,0.094,0.1363664,0.1295563,0.0413,0.07638015,0.07359617,0.0443,0.2019945,0.156133,0.0784,0.183509,0.1325202,0.0497,0.1586403,0.1855453,0.123,0.1993563,0.08932541,0.0465,0.09982356,0.1165388,0.0723,0.1922294,0.2884843,0.108,0.1585081,0.08771138,0.0347,0.19163,0.1416014,0.188,0.1673893,0.417206,0.107,0.07948234,0.05159813,0.0289,0.09828034,0.09846571,0.0362,0.07683983,0.08129608,0.0362,0.1534447,0.2774421,0.0614,0.1192309,0.1506874,0.0844,0.1151414,0.1034027,0.0583,0.1610129,0.2371304,0.0907,0.181023,0.2666401,0.0764,0.1315967,0.1250359,0.0842,0.2733271,0.184238,0.115,0.1153423,0.1166793,0.0936,0.05969063,0.08454943,0.0315,0.1198265,0.1182732,0.062,0.1204335,0.1156195,0.0448,0.05416485,0.09108231,0.0335,0.07269352,0.08608198,0.0498,0.1281421,0.1454478,0.0651,0.08369519,0.1027183,0.0361,0.07261318,0.08962414,0.0417,0.04826789,0.04758089,0.0418,0.1852457,0.2602268,0.102,0.1282671,0.1612647,0.0999,0.07156816,0.09462582,0.0623,0.05850787,0.05841396,0.0247,0.1348106,0.08730052,0.0582,0.1467322,0.1105127,0.0772,0.05877805,0.07662531,0.0295,0.153739,0.2079596,0.0535,0.05751847,0.06084129,,0.06976694,0.04867402,0.0495
